,Shared topic 1,Shared topic 3,Shared topic 4,Shared topic 7,Shared topic 8,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 6,RNA private topic 8
Ahctf1,0.1515666,-0.879173,-0.21443662,0.2677407,0.28380975,-0.08338735,-0.33469757,-0.2322731,0.060464516,0.0035669052,0.3793609
Smyd3,-0.13999873,-2.2140303,0.0007049029,0.66005206,0.93787026,0.263742,0.7290938,-1.9781275,-0.61306876,0.23288104,0.65155375
Parp1,1.0893193,-0.8029481,-0.97954655,-0.05701486,-0.043835487,-0.26695535,-0.19541682,-0.8423156,0.26422638,-0.42891243,-0.29583994
Sde2,-0.06527764,0.21064067,-0.08516056,-0.3070753,-1.2276372,0.2527883,0.13445008,-0.14793497,-0.10752937,0.04731111,-0.3092909
Acbd3,-0.018531565,0.36999044,-0.3726982,0.030733343,-0.5634589,0.037291367,-0.58091515,-0.047317397,0.018832283,0.02154963,-0.10692085
Itpkb,0.053718552,-1.0203537,0.084480435,0.54198855,0.5644798,-0.0477668,0.19408071,-0.9643594,-0.22557732,0.4761866,0.5889966
Pycr2,0.11391486,0.85310423,0.25277346,-0.47649124,-0.26604405,-0.6605613,-0.5586438,0.06385167,-0.06755636,-0.18105224,-0.21350144
Wdr26,0.8466176,-0.66070265,-0.40676552,0.30490926,-0.29076892,-0.5346807,-0.3466824,-0.56208616,0.4410298,0.005349885,-0.010409909
Fbxo28,0.08803074,-0.7272657,-0.101496466,0.19499914,0.66474074,-0.06138148,-0.19115837,-0.32886094,-0.007731524,-0.02626582,-0.072511956
Mia3,0.018393794,-0.24884748,-0.051532403,-0.310859,0.24786885,0.026380233,-0.09389703,-0.045913894,-0.00987068,-0.0008538959,-0.10667982
Dusp10,1.0681117,-1.3612524,-0.5750194,0.64360857,-0.44127712,-0.5000719,0.5944923,-1.2065725,-0.093393326,-0.08426679,0.2690326
Marc2,-0.89931726,1.7184138,0.10700383,-0.1946017,-0.45616645,-0.39759994,-0.33999565,0.9979074,-0.62312555,-0.007843973,-0.15815845
Eprs,0.89689475,-1.1151967,-0.36854476,0.23518494,-0.50259894,0.08467054,-0.15165912,-0.43610275,0.13873166,-0.30219576,-0.10547901
Gpatch2,0.4404444,-1.5850356,0.6479823,0.0054682875,0.044467654,-0.55205166,0.39646652,-0.57763183,0.18577765,-0.10949391,-0.24322757
Cenpf,1.1151917,-3.3141484,-0.6204536,0.7097031,0.11662149,0.33426934,0.8945124,-2.35379,1.6745446,-0.6097392,-0.4755556
Ptpn14,-0.10132611,-0.8848756,0.04828728,-0.15699966,0.16996679,0.24565849,0.6037026,-0.28937092,-0.051213842,0.114210844,0.019880453
Angel2,-0.022712491,-0.27268937,-0.06967702,0.22141545,-0.25205716,0.074373715,0.045180403,-0.058042116,-0.0014927714,-0.35657325,-0.0042242804
Ints7,-0.72157985,0.07785595,-0.15036283,0.60816807,0.272854,0.048619743,0.20044999,-0.101662934,-0.0008265828,-0.56951666,0.32788876
Ppp2r5a,0.11031239,-0.9417589,0.37405533,0.05384736,-0.57267815,-0.0195996,0.41550073,-0.41624555,-0.06367634,0.2594132,-0.61516774
Traf3ip3,0.90852153,-1.298846,-0.52347267,0.43247586,0.0939082,-0.38942367,0.3043634,-0.7176187,0.14342332,-0.38792878,-0.2926099
Akap12,0.39963824,-3.423619,0.123963416,0.8557965,0.563845,0.73129565,0.6773329,-1.5499668,0.05187178,-0.704449,0.14408061
Syne1,0.47009447,-2.2149858,-0.32275808,0.7503651,0.2380123,0.22778785,-0.07773495,-1.6489055,0.663881,-0.50994575,-0.0059405533
Ipcef1,-1.7717768,1.845803,0.5252058,0.04342768,-0.5960979,-0.24098055,-0.3434223,1.4404087,-1.7128634,-0.05221016,-0.70577776
Lats1,0.14239281,0.17133574,-0.8831561,0.6080024,0.086526945,-0.142866,-0.65643287,-0.15255152,0.09816208,-0.4495195,-0.5026129
Katna1,0.024159387,1.1394291,0.49902657,-1.0134304,-0.18653594,-0.5533322,0.024084367,-0.037616342,-0.7912285,0.63400954,-0.39005762
Tab2,-0.16855961,0.04850019,0.42961368,0.31000763,-0.7387605,-0.11658731,-0.009567613,0.02226265,-0.016833622,0.057749033,-0.44358417
Stxbp5,0.59979445,-1.609778,-0.45376617,0.67349726,0.49845618,-0.3370533,-0.13941564,-0.7197865,0.001080635,0.25462675,0.060535368
Shprh,1.2607052,-1.2169992,-0.4181009,0.23872864,-0.334458,-0.11121153,-0.6308319,-0.92988247,0.26961797,-0.036333505,-0.20479617
Sf3b5,0.13837485,-0.0027481765,-0.78172326,-0.3159449,0.4299421,-0.14841293,-0.9944763,-0.15811048,0.1547144,0.004784171,-0.31032073
Utrn,-0.7246608,-0.13126986,0.33907008,0.63627255,0.025011437,-0.085365586,0.5980381,-0.106356055,-0.6071298,0.1157431,0.16596174
Vta1,1.3344446,-2.3985372,-0.363101,0.65951145,0.4285273,-0.39067554,-0.41130927,-1.687619,0.7897283,-0.8089428,0.69495887
Heca,-0.8777702,0.9718277,-0.11994744,0.36222482,-0.07940369,-0.70755386,-0.4698609,0.6366017,-0.19897698,-0.11110338,0.19770774
Abracl,0.557888,1.1629716,0.23776585,-0.7323064,-0.9349701,-1.3467581,-0.30773297,0.5050843,-0.39311624,0.2742012,-0.8210205
Hivep2,0.10311633,-1.8975072,0.27028838,0.6444109,0.76769006,-0.4262424,0.73938304,-1.3544043,-0.82197785,0.4668383,0.3514456
Reps1,-0.06811628,-0.52014196,-0.18018623,0.22785798,0.27188724,0.0370104,-0.02303421,-0.06184139,0.0068739806,0.055850618,0.06447994
Tnfaip3,0.81340086,0.18451512,-0.16197246,-0.4240499,-0.5218781,-0.8622079,-0.36225635,-0.13021028,-0.040136673,-0.11875366,0.3399974
Ifngr1,0.5548754,-2.5955698,-0.04755382,0.6925065,0.16209957,0.3359748,0.09699259,-2.403311,1.2790422,0.20507029,-0.29174036
Bclaf1,0.60486734,-1.5009124,-0.8734268,0.596622,0.2877439,-0.16516733,0.5471276,-1.2415082,0.08517054,-0.6278119,0.24772485
Hbs1l,-0.3787622,-1.7222954,0.31236172,0.89009076,0.02170402,0.2555853,0.5579421,-0.60646933,-0.03619314,-0.088502154,0.38842237
Tbpl1,0.019714508,-0.5312984,-0.003558464,0.08420853,0.45492622,-0.32114655,0.55863607,-0.14506584,-0.122413166,-0.0067086625,0.41606775
Stx7,-1.1130589,1.5925081,-0.16574214,-0.74426943,0.55807465,-0.26348478,-0.7486103,1.0299388,-0.5046163,-0.25706962,-0.56087184
Myb,2.3285255,-5.7596383,-0.48490044,0.8865587,0.37403983,0.29788348,0.5221689,-4.8607244,2.3204932,0.7345059,0.81447667
Epb41l2,-1.5285186,1.2917738,-0.040377658,0.2627696,0.24748728,-0.061012555,-0.17801252,0.9478369,-1.0223174,-0.12017273,0.45019412
L3mbtl3,-0.0427155,0.20142293,0.101123914,0.5239983,-0.54254824,-1.0330113,-0.07502424,0.14380094,-0.16213867,-0.21706125,-0.051509377
Rnf146,0.14541143,-0.4501843,-0.017684128,-0.007914069,-0.21758384,-0.026574718,-0.058156762,-0.07657254,-0.0021380426,-0.00844906,0.48109567
Ncoa7,-1.4834447,2.0023804,-0.037014883,-1.1190791,0.29608202,-0.07915839,-0.344048,0.77656305,-0.34756744,-0.7722206,-0.6749897
Tspyl1,0.3444209,-0.46870375,-0.14929157,-0.048494585,-0.5879003,-0.04590545,-0.053312674,-0.093519285,-0.019869553,-0.017159244,-0.4124438
Hdac2,0.70484424,-0.46385288,-0.167488,-0.057251167,-1.1928569,-0.20671238,0.36117816,-0.40687534,0.13461542,-0.09722684,-0.89455235
Tube1,2.2491527,-4.578421,-0.7309633,0.7881324,0.18357833,0.06701192,0.31141958,-2.904989,1.4430648,0.028426442,0.7156423
Marcks,0.08741769,-0.34679604,0.039905578,-0.26120865,-0.0804339,-0.010131855,0.234284,-0.03712687,0.007492086,0.03235839,-0.87185305
E130307A14Rik,0.27233955,-2.5736082,0.23645175,0.8745328,0.7619334,-0.2666314,0.55848175,-1.7066827,-0.15645199,-0.4271511,0.5143859
Fyn,-0.6458696,0.9436612,0.42472157,0.34927562,-0.3864178,-0.4573731,0.24617793,0.83543086,-1.5311173,0.38545227,-0.6129285
Rev3l,0.5441697,-1.4697824,-0.53834355,0.67361635,0.6698394,-0.1406588,0.9447978,-1.2148609,-0.10693248,-0.26767373,0.03876808
Themis,1.5166051,-4.866845,-0.35126603,0.7015788,0.8298831,-0.17695005,1.1018008,-4.9726806,0.7289533,0.22112957,0.8395964
Cdc40,0.80474883,-0.86141425,-0.4413884,0.3370249,-0.8043459,0.29852656,-0.22755034,-0.5108024,0.21489917,-0.604356,-0.25323182
Cdk19,0.16672432,-1.4563092,0.44497743,0.59514785,-0.20780736,-0.0044379365,-0.31953096,-1.0273867,0.063531004,0.25709465,-0.008564886
Mical1,0.19262753,-0.20109813,-0.007390183,-0.34900263,0.35296816,-0.36018902,-0.24953103,0.019717379,-0.0027050509,-0.023225978,-0.50537723
Sesn1,0.115528405,-1.4599426,-0.5851113,0.6356589,-0.3321145,0.8337103,-0.22455399,-0.5922644,0.4334327,-0.7510848,-0.25846043
Foxo3,-0.20957914,-1.5188394,0.101359874,0.6049408,0.5304948,0.11081867,0.24117504,-1.1195205,-0.074342616,-0.15416794,0.5110384
Snx3,0.671819,-1.1481366,-1.4448779,-0.13040741,0.73966014,0.23103744,-0.6338071,-1.4413846,0.5944015,-0.77806973,0.47992727
Ostm1,0.18609858,-2.1775358,-0.1837243,0.69007933,0.8741769,0.012865553,0.25522295,-1.3087316,0.07690101,0.5650408,-0.11559418
Scml4,-1.90211,0.9332459,0.7362861,0.5722153,0.16377337,-0.69833314,0.078779295,0.6519034,-1.0591098,0.014933991,-0.4527516
Sec63,-0.16273966,-1.0527389,-0.018800085,0.635959,0.32772434,-0.052407723,0.18872014,-0.17954993,-0.18978228,0.12228022,0.14859742
Crybg1,-4.1862326,3.5453734,0.3375907,-1.4336908,0.2033115,-0.4813811,-0.22510219,2.7534916,-4.0736523,0.15096754,-0.9730552
Prep,1.2363861,-2.798607,-0.4957562,0.62451154,0.14940934,0.16245836,-0.34949103,-1.4412806,0.6747154,-0.25790012,-0.04505294
Ascc3,0.4960953,-1.22924,-0.51096094,0.78566206,0.54824066,-0.65404844,0.6632025,-1.1039076,-0.28839913,-0.44418946,0.5876047
Serinc1,1.1499147,-1.4999912,-0.9920818,0.015552024,-0.42640018,0.09100367,-0.63971275,-0.85840404,0.48466584,-0.06257931,0.44982415
Man1a,-0.2752773,-0.052216318,0.115165174,0.3012709,0.07839489,-0.06413118,-0.022178572,0.026416738,-0.11677528,0.06729703,0.39477894
Lims1,0.23345298,-0.6056291,-0.04202691,0.45366228,0.14176609,-1.012581,-0.76498955,-0.182655,-0.016732255,0.103062265,0.7403837
Mcu,-0.33953795,-2.0021567,0.016073579,0.97008705,0.8601943,0.17913549,0.36339617,-1.3616178,-0.5436358,0.56213796,0.23106448
Micu1,-0.711411,-0.05938396,0.059110906,0.5920041,0.018340375,0.34424916,-0.062222283,-0.010484993,-0.28417036,-0.025282014,0.28580508
Ascc1,-0.55935323,1.4896007,0.5028799,-0.32709223,-0.15835814,-0.88390565,-0.690705,0.5439246,-0.8272146,0.0068818647,0.15314974
Ddit4,-0.61535466,1.8537562,-0.30034968,-0.39317638,-0.09864236,-0.363162,-0.37869996,1.2710992,-1.1204702,-0.44100943,-1.0434024
Psap,-1.1436629,1.2664611,0.22382663,-0.12530175,-0.10297074,-0.052655876,0.13040084,1.1508042,-1.4831237,0.026210742,-0.06402742
Sgpl1,-0.330496,-0.097405046,-0.2924441,-0.115606844,0.45410034,0.64748716,-0.7560663,0.33493733,0.033052035,-0.74991107,0.2767255
Tbata,1.3007964,-3.941097,-0.538999,0.25798693,0.7305298,0.77627116,-0.528202,-2.1629198,1.8712376,-0.6800362,0.4313248
Sar1a,-0.2656227,0.899719,-0.68567276,-0.15547378,-0.843311,0.38932902,-0.85134304,0.7622012,-0.1925764,-0.930241,-0.43405303
Eif4ebp2,0.27414048,-0.11872684,-0.3899904,-0.36892143,-0.64725024,0.037545234,-0.2466532,-0.13057268,0.0060205124,0.0320413,-0.25833726
Srgn,-3.9352262,3.9877565,-0.52566874,-0.807568,-1.3330586,-0.44686374,-1.076844,2.4733787,-2.6614938,-1.1292658,-0.95713645
Ddx21,0.119778335,0.7083213,-0.23367184,0.08060428,-0.43726254,-0.9127701,-0.3410497,0.21476088,-0.08266542,-0.29977623,0.37326482
Ddx50,-0.018238727,-1.072708,0.08599848,0.21336567,0.018903524,0.1785509,-0.143032,-0.16945331,-0.013443219,-0.029141799,-0.0077195875
Ccar1,0.40207243,-0.73796415,-0.44239017,0.53491074,0.59449816,-0.41143364,0.055092618,-0.68032223,-0.0016395436,-0.50381964,-0.08659549
Hnrnph3,-0.36008084,-0.68614066,0.028598377,0.24615349,0.06630761,0.3157135,0.57160896,-0.35211125,-0.1370105,-0.041270077,0.4060806
Herc4,-0.44934395,-0.15697384,-0.2485364,0.82641524,0.34866506,-0.21459037,0.06991134,-0.20980607,-0.025138974,-0.15832655,0.3734088
Sirt1,-0.47990707,1.40715,-0.39596656,-0.24149458,-0.05912393,-0.25859085,-0.12526183,0.5011684,-0.15917738,0.14398448,-0.5923033
Jmjd1c,0.11489861,-0.96015316,-0.11367976,0.6482533,0.101305306,-0.1348147,-0.031927798,-0.8517474,0.026650444,-0.1300672,0.80309826
Arid5b,-2.0839787,1.5099447,0.075140245,-0.061292365,0.45745915,0.05330725,-0.30849364,0.87108976,-1.3476684,-0.48005956,0.6140672
Ank3,-0.8102207,-0.89471555,-0.26556855,-0.5614127,0.91813594,1.033128,-0.73828524,-0.2899974,0.20024528,-0.48584288,0.35038856
Ccdc6,-1.1154182,0.6679562,-0.47918308,0.14514798,0.6072098,0.101408474,-0.736777,0.060951844,-0.43392864,-0.18772224,0.71275777
Ube2d1,1.4984713,-1.8555833,-0.8412003,0.15781268,-1.2639661,0.4582595,0.328068,-1.3725657,1.0868798,-0.44304478,-0.54604024
Specc1l,-0.1981306,-0.30834994,-0.16252455,0.16491066,0.17922048,0.16458236,-0.24291424,-0.07073939,-0.037739426,-0.0069336714,0.21318069
Cabin1,-0.07421262,0.01696317,-0.037428807,0.29802957,-0.23556031,0.006270675,0.045281254,0.005758159,-0.02070164,-0.012258533,-0.24426273
Smarcb1,-0.182641,0.713637,-0.73446596,-0.06881192,-0.8058118,0.11151223,-0.40694016,-0.0032638982,0.012016638,-0.355394,-0.049044773
Pcnt,0.36266473,-1.2545667,-0.4506239,0.9008219,-0.14734997,-0.03937034,0.75868475,-1.2041781,-0.29586327,0.6510641,-0.307156
Itgb2,0.78751314,-0.6920655,-0.2587036,0.14936948,-0.1382436,-0.7000324,0.3570095,-0.35415557,-0.105511166,-0.1363811,-0.05769257
Sumo3,-0.20044509,0.77528435,-0.31768197,-0.8132139,-0.59314334,0.3827399,-1.0509938,0.15321667,-0.17373355,0.18447568,-0.4655714
Trappc10,-0.43817014,0.54275364,-0.1249448,0.056109965,0.13498855,0.124020666,-0.19214591,0.17434686,-0.034275625,-0.082158566,-0.45891103
Agpat3,-1.4248235,0.27599832,-0.009791548,0.21754582,0.7393508,0.5535529,-0.38984862,0.19039056,-0.22276102,-0.11403417,0.0009771797
Rrp1,0.4728847,-0.47122252,-0.78769433,0.12623501,-0.35655257,0.15289755,-0.07059829,-0.27336904,0.043948613,-0.038344678,-0.07403033
Cstb,0.52270186,-0.4758325,-0.09105964,-1.3766766,-0.29059216,0.67045003,-0.8835901,0.25176224,0.6505259,-0.4918354,-0.6971333
Bsg,-0.84307736,1.0418081,0.3638772,-1.4066604,-0.87513554,0.7236793,-1.1304578,0.9043126,-0.20280722,-0.1201001,-0.46055388
Ptbp1,1.0384403,-0.8130361,-1.2392337,-0.05982253,-0.2861193,0.24541973,-0.2350842,-0.17331007,0.3770279,-1.0665618,0.5966796
R3hdm4,-0.5859685,1.0871966,0.8491167,-0.39060813,-1.1318244,-0.9971516,-0.1301151,0.5496135,-0.6217709,0.6826725,-1.0725425
Cnn2,-0.9988402,2.4641693,-0.09893689,-0.9301074,-0.8374366,-0.6680175,-1.158616,1.3595529,-0.56074405,-1.2002066,0.48698685
Sbno2,-1.5945143,1.6716006,0.5092329,-0.3910668,-0.30013052,-0.10209937,-0.07459585,1.1472743,-1.4738989,0.09833059,0.13269009
Atp5d,1.0818847,-0.97351253,-0.8927046,-0.33838254,-0.17210945,0.41466382,-0.6524885,-0.8064528,0.5950638,-0.48941374,-0.01998457
Stk11,-0.088619165,0.88570637,-0.55684453,-0.1541776,-0.5250882,0.46397224,-0.5489575,0.5514957,-0.22140972,-0.7242349,-0.6790662
Midn,-0.8185473,1.1283289,0.24030378,-0.061897796,-0.048802555,-0.6800096,-0.14535852,0.44723788,-0.76443887,0.12480823,0.062337562
Mum1,-0.46939915,0.33003628,0.19841649,-0.40676224,0.08109563,0.37727156,0.044560023,-0.1591461,-0.17807014,0.19391322,0.09598036
Dazap1,-0.25923315,-0.77017945,-0.18993565,0.25103936,0.13197151,0.4278694,0.16861092,-0.23158912,0.017803121,0.05096202,-0.4110029
Mbd3,0.40902385,-0.523564,-0.6172264,0.21795112,-0.6790823,0.41344145,-0.4589423,-0.3357337,0.1688937,-0.64807415,-0.0496712
Rexo1,-0.64067316,0.28843027,0.18357584,0.24154241,-0.7718106,0.23778038,0.06917405,0.25775647,-0.41366413,0.06802366,-0.058388334
Tcf3,0.3667844,-0.56144255,-0.36716208,0.208266,-0.38811412,0.008405075,-0.27516162,-0.28219908,0.05752506,-0.13685453,0.016023096
Csnk1g2,-0.8981576,1.5152595,0.33581296,-0.45495355,0.32979172,-0.48073414,-0.5608642,0.8221462,-0.88941264,0.4497946,-0.7779533
Ap3d1,0.0588656,-0.6935425,0.086575516,0.39563638,0.068136334,-0.035451755,-0.21941486,-0.16667879,-0.023786059,-0.017822307,0.21125029
Mob3a,-0.79742694,1.0350473,-0.028467832,0.014508156,-0.45964882,-0.25096613,-0.17943047,0.30391493,-0.041053507,-0.12895702,0.0943966
Plekhj1,-1.1684661,1.9713993,-0.35901862,-1.2216408,-0.28647804,0.21518704,-0.86738336,0.9543284,-0.61337703,-0.36015278,0.21006091
Mknk2,-0.75811505,0.75913936,-0.091808274,-0.06372912,-0.51453835,0.46776786,-0.47484335,0.39169303,-0.17873327,-0.121905014,-0.27201515
Dot1l,0.0775098,-0.74835885,-0.03268684,0.6616628,-0.06253666,-0.3427585,0.24337992,-0.37295958,0.07336953,-0.086467355,-0.13051458
Sgta,-0.1475761,0.9507649,-0.289389,-1.0518751,-0.44552433,0.2011107,-0.41321886,0.52279997,-0.259963,0.12833402,-0.11347513
Timm13,0.49507886,1.3469987,-0.51242626,-1.5626534,-1.2773429,0.20504856,-1.2839116,0.9123666,0.3007664,-0.79097015,-1.1044133
Zbtb7a,-2.1196277,1.5254567,0.43235865,-0.12116874,-0.22619635,0.41790143,-0.58897525,0.8600974,-0.9252651,-0.032527346,-0.47097394
Map2k2,-0.012653438,0.36265245,-0.32446092,-0.096466765,-0.3921379,-0.040296067,0.07980859,0.0076509565,0.0036360007,0.05540259,0.15915556
Pip5k1c,-0.1593901,-0.48010588,0.037847683,0.28342226,-0.0056833695,-0.03265988,-0.20567216,-0.13930641,0.0341682,-0.0041697407,0.30492648
Hmg20b,-1.2497685,0.66851854,-0.79193944,0.009859166,0.12767711,0.9358634,-0.9273324,0.1227857,0.10844469,-0.51718885,-0.5326266
Aes,0.72440505,-0.35080582,-0.8671516,-0.026477668,-0.029949235,0.02899601,-0.634691,-0.4647512,0.35275313,-0.0423082,0.20676318
Nfyb,1.1621574,-1.5208366,-0.6521294,0.05204794,-0.7281682,0.35120448,0.17727189,-0.913682,0.39521307,0.121086426,-0.54205084
Cry1,0.91856,-2.2289677,0.14694242,0.5683484,-0.019614516,-0.07712304,-0.0055023637,-1.4602158,-0.040821724,0.23384145,0.5417599
Btbd11,-1.3158803,-0.54814,0.79836226,0.04558512,0.4690572,0.5185038,0.41412175,-0.23066446,-0.8398321,0.28955987,0.3832686
Rtcb,-0.21056414,1.2953665,-0.5012181,-0.06429263,-0.70047516,-0.13273329,-0.035676226,0.23290539,-0.040507786,-0.55458266,-0.388877
Timp3,-3.2381456,2.4424815,0.08986284,-1.4131693,0.21185483,0.67788,-0.5101408,2.1272833,-2.2999957,-0.70158553,-0.13059518
Hsp90b1,-2.1043587,1.9992284,0.23811884,-1.054918,-0.17268251,0.104637384,-1.0383466,1.9378434,-2.2405427,0.27126393,-0.80629563
Uhrf1bp1l,1.1073387,-1.7202113,0.21714048,0.5106625,-0.8250693,-0.6526844,-0.04871695,-0.91027176,0.24958058,-0.055447835,-0.07176746
Apaf1,-0.024742344,-0.1264841,-0.05039273,0.4101399,-0.23849255,-0.011594127,0.0064260187,-0.01538084,0.009278219,0.021085117,-0.33895856
Slc25a3,-0.30717257,0.688409,-0.12390512,-0.710208,-0.3665246,0.2615065,-0.9340721,0.9542588,-0.25029054,-0.9629319,0.27166888
Tmpo,1.07203,-1.479393,-0.6804881,-0.048948087,-0.28366533,0.579729,-0.3608696,-1.3883348,1.3076342,-0.9723774,-0.5615646
Elk3,-0.95429635,0.5779561,0.21618621,0.4940825,0.116605066,-0.3444963,-0.4016444,0.30802506,-0.33279398,-0.24914806,0.4312429
Lta4h,0.6254558,-1.0893111,-0.4855468,-0.08450955,0.30084103,0.23413128,-0.25733155,-0.8488449,0.21799332,-0.36662012,-0.43150246
Cdk17,0.42121935,-1.3642457,0.22412755,0.49082226,0.48996255,-0.74198085,0.9343712,-1.4790149,-0.73234373,-0.084667034,0.40839195
Metap2,0.8849711,-1.2247183,-0.11948028,-0.111044355,-0.391048,-0.2967696,-0.093488246,-0.78386617,0.46644077,0.14420782,-0.91917646
Tmcc3,-0.9782071,1.4420774,0.21621472,0.078015886,-0.19538152,-0.23773025,0.26415396,0.79890233,-0.8516484,-0.33144248,-0.31526855
Btg1,0.20046863,1.3911293,0.34361225,-0.46931463,-1.1998975,-1.7953769,-0.33456537,1.0637459,-0.18696679,-0.052726474,-0.81437683
Dcn,-3.517319,-0.56679904,-0.5955664,-1.3128735,0.99698865,1.5771563,-1.1070944,0.9942302,-1.4401313,-0.7118353,0.5889909
Atp2b1,-0.3308481,0.021499809,0.30740574,0.33754247,-0.062569626,-0.054397825,0.123681076,-0.039188467,-0.07919746,0.013903506,0.27872142
Ppp1r12a,0.16000992,-0.5931649,-0.11522109,0.68698895,-0.09219299,-0.12849851,0.010818683,-0.04683001,-0.051196873,0.0018658704,0.2189232
Osbpl8,1.1928324,-2.0572634,0.023334894,0.393179,0.15453967,-0.41660297,0.63371754,-1.7803686,0.27253023,0.24816781,-0.10633027
Tbc1d15,0.18331313,0.14698856,-0.57757694,0.09398129,-0.74122995,-0.2834179,-0.01781171,-0.027420668,0.021398632,-0.07897196,-0.3416707
Atxn7l3b,0.35315436,0.38930774,0.42967653,-0.34365398,-1.4700003,-0.99498874,0.01976612,-0.03171356,-0.070947506,-0.06717831,-1.1878644
Rab21,-0.24219403,1.2190677,-0.21809581,-0.059804074,-0.56593215,-0.014165607,-0.5330615,0.6081008,-0.094583005,-0.4568173,-0.53979355
Zfc3h1,0.697716,-0.70265913,-0.9554836,0.88191813,-0.006848615,-0.1922197,0.64930004,-0.7898556,-0.1010413,-0.5986795,-0.013819144
Cct2,0.339229,-0.53857917,-0.13609989,0.07171997,-0.9258915,-0.12512511,-0.15939128,-0.093507394,0.076516494,-0.104180306,-0.18171243
Cnot2,0.9959517,-3.0603306,0.28039092,0.7847331,0.4240633,-0.40521592,0.61751544,-2.3170583,0.23323268,-0.27998674,0.46130747
Frs2,-0.16650274,-1.3742456,-0.16583285,0.65187335,0.7701745,-0.07004249,0.37759033,-0.69384885,-0.08753711,0.011050246,0.6405679
Yeats4,-0.2577761,1.0951688,-0.060948,-1.1609135,-0.5208634,0.19856453,-0.73679215,0.9182451,0.052306283,-0.33379135,-0.7598879
Lyz2,-3.1085773,2.9513626,-0.053356092,-1.4260454,-1.2396581,0.6196519,-1.233821,3.049702,-2.8248377,-1.0637076,-1.0473677
Cpsf6,0.14127585,-0.9626664,-0.08326165,0.38882795,-0.2307173,0.22422598,0.17130062,-0.61533934,0.00914821,0.13036524,-0.5276744
Mdm2,0.11916756,-0.10663737,0.027962273,0.029491061,-0.3794061,-0.36463568,-0.30557632,-0.095407054,0.0021963827,0.0051990706,0.219244
Dyrk2,-0.27287465,0.9917875,-0.15859734,-0.08118412,-0.8685634,-0.018710226,0.048702322,0.15965632,-0.023361664,-0.009319317,-0.70561725
Rap1b,0.15892835,0.5521568,0.41491112,-0.71137816,-1.0498006,-0.16469616,-0.35511607,0.54908276,-0.19773321,-0.50965106,-1.020703
Cand1,0.0499695,0.33047506,-0.22817919,0.019940946,-0.71065354,-0.04950862,0.12922177,0.0008797664,0.0136518,-0.08413003,-0.49734825
Lemd3,-0.439097,-0.16910845,0.0875218,0.3556259,-0.24585438,-0.00041215826,-0.0056629926,-0.039416622,-0.040259875,0.14592469,0.27260542
Gns,-2.3655405,1.6211594,0.5628287,-0.4039067,-0.8667561,0.59854686,0.18032458,1.5623962,-2.2024088,0.35433123,-0.42586353
Rassf3,-3.280211,2.9909759,0.6210727,-0.8878433,-0.7345498,-0.24150254,-0.44697094,1.856693,-2.8513596,0.5696542,-0.76465243
Tbk1,0.4037998,-1.3281326,0.16298807,0.5434154,-0.08703459,-0.19178359,-0.004122725,-0.60546446,0.19209945,-0.38936096,-0.38816223
Mon2,-0.059325803,-0.95080876,-0.40460283,0.26781774,0.41529518,0.092821,-0.28963766,-0.24982926,0.019759292,-0.01812457,0.5181867
Usp15,0.3981194,-2.2018597,-0.4132072,0.7704939,0.6269343,-0.30912152,0.7263544,-2.1227863,-0.20039168,0.4322069,0.83361655
