,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
Arap2,-0.51295877,0.37160397,0.12951243,-0.76678634,-0.57594824,0.4970146,-0.5507544,-0.23075396,0.40069383,0.43529227,-0.55690545,-0.7647665,0.38283366,0.53480244,0.03980146,0.46774182,0.38322476,-0.25641933,-0.45008877,-0.5144005
X3110047P20Rik,-1.031332,-0.60740167,1.4130872,-1.1591918,-0.0017511391,-0.9905832,-1.3205163,0.13957374,0.02673184,0.80972284,-1.1842341,-0.88977045,0.39167753,-1.0314554,-0.6658081,0.5959212,-0.21123834,-0.47368217,-1.4797537,1.6133579
Klhl5,-0.1553893,0.47771314,-0.68852645,-0.14227958,-0.8323986,1.0263431,-0.04621177,0.49233744,-0.74424124,-0.19395019,0.056751687,-0.4435897,0.1926674,0.79142153,-0.09952041,-0.106918745,-0.63553005,0.37924233,-0.14915907,-0.7024524
Wdr19,0.13453263,-0.18100548,0.19525574,-0.18563013,0.036080863,-0.31599483,-0.43060452,0.3360374,0.12921439,-0.08040135,-0.32755002,-0.3057923,0.63711286,-0.77387255,0.0070942324,-0.017645417,-0.05845459,0.5944396,0.04686004,-0.0507441
Rfc1,-0.015214764,0.20154239,-0.19472204,0.1022157,-0.30284148,0.47036007,0.07413538,0.4149712,-0.15631542,-0.05339517,0.09009301,-0.011239693,-0.19554274,0.38608176,0.05176568,-0.3607475,-0.12540522,0.33931622,0.08411419,-0.52351546
Lias,0.017583705,-0.18095063,-0.015945727,0.021256818,-0.02995684,0.0385821,0.12148984,-0.765359,0.14850986,-0.07094876,-0.035471015,0.0180309,0.0040236246,0.12990814,-0.012210835,-0.010700522,0.0023910436,-0.108853884,-0.0033705274,-0.049486686
Ugdh,-0.2662853,-0.1260984,0.18034695,0.13995136,0.03363205,-0.06938362,-0.21519846,0.2813478,-0.0031794144,-0.33180466,0.1885847,-0.3044443,0.066149175,-1.1484579,-0.014725688,-0.071284756,-0.09415159,0.40032715,0.24840954,0.0081097195
Ube2k,0.05815735,-0.13659903,0.041440863,-0.15402761,0.08439956,-0.16048339,-0.48582134,-0.14574511,0.18216619,0.11024452,-0.08769791,0.26590768,-0.10449644,-0.27938917,0.13436455,0.080820955,0.09732859,-0.5881495,-0.8351347,0.026726512
Pds5a,-0.04998438,0.25436056,0.10726018,-0.06564929,-0.021295173,0.030722879,-0.007529847,0.43594137,-0.09919421,-1.0132749,-0.12791334,-0.022662353,-0.110046886,-0.11116148,0.00637823,-0.10351299,-0.083286814,0.5604699,0.0033142644,0.029697007
N4bp2,-0.4763168,0.046607163,-1.112143,0.7380983,1.197496,0.27636272,0.2001127,0.09574874,-1.5594256,-1.0257978,1.0251527,-0.91840506,0.37305212,-0.0670455,-1.2814976,-1.2026107,-1.0474811,0.94937646,0.54453796,-0.8843257
Limch1,0.15661581,0.23067294,-0.06998453,0.34443846,-0.27300888,0.39427474,0.435061,-0.08096353,-1.6240823,-0.1003627,0.16883585,0.21573402,-0.013557947,0.56468266,0.15730347,-0.041577384,-1.3635259,-0.62127876,0.24009952,-0.4184609
Tmem33,0.22713464,-0.12440158,0.093061484,0.07041201,-0.07861446,0.13258384,-0.90856415,-0.70807904,0.3021402,0.23610584,-0.063063055,-0.36863694,-0.70974624,0.41189635,0.7144123,-0.019355172,-0.01669974,-0.8453267,-0.52407444,-0.12203752
Slc30a9,-0.02164163,0.17646565,0.010418413,-0.14531717,-0.13360183,-0.24665293,-0.3794641,-0.31741798,0.1910698,0.17098987,-0.18961123,-0.009490758,0.18544064,0.29342157,0.12984185,-0.006831462,0.03786558,-0.5380059,-0.08862823,-0.0035987704
Guf1,0.25755095,-0.7106509,0.045109455,0.4508776,0.23613381,-0.26059127,0.057603687,-0.14151427,-0.38111475,-0.30581707,0.42662284,-0.11138757,-0.73905367,-0.7812062,0.0171704,-0.65923417,-0.33112097,0.21022643,0.44854584,-0.0043962845
Gnpda2,0.06488919,0.12500384,-0.060019888,0.23104474,-0.11925782,0.8389367,0.31811973,-0.9643675,-0.86635506,-0.06551827,-0.005462713,-0.01424237,-0.49142918,-0.5401623,-0.17907353,0.52510107,-0.6832253,0.09482191,0.138759,-0.3582911
Gabra2,0.519629,-0.35430422,0.10168661,0.4669046,0.8787205,-1.5824114,0.06879992,-0.22440836,-0.8477017,-0.4452648,0.44730678,0.35282066,0.2135435,-0.55567044,-1.0809563,-0.29770383,-0.9822587,-1.2854395,0.34183073,0.6883869
Ociad1,-0.15570423,-0.24455974,0.18325852,-0.0730588,0.20836957,-0.363784,-0.08334737,-0.6772901,0.18879564,0.26578188,-0.21768247,-0.11807924,-0.3570946,-0.4452345,0.6335124,-0.05923198,0.1480487,-1.1229076,0.075012825,0.023106124
Dcun1d4,-0.059272498,-0.5801756,0.015468934,-0.026714545,-0.018103207,-0.34732106,-0.07257935,-0.594288,0.21341194,0.51379126,-0.079493195,-0.009122143,-0.28894836,-0.45559168,0.011866934,0.061559647,0.27669555,-0.3390663,-0.03993208,-0.008989932
Usp46,-0.67314875,0.049973294,0.24075629,-0.40731046,-0.4354703,-0.5014874,-0.62174654,0.12363683,0.9698129,0.31007096,-0.6740711,-0.5338,-0.2086196,-0.45116726,0.06503522,-0.07253018,1.0220646,-0.27195007,-0.3111585,0.4881956
Fip1l1,-0.26938933,0.108792804,0.03145332,0.0033223757,0.1819386,-0.27931643,-0.22480683,-0.55988324,0.16205028,0.21747293,-0.02195442,-0.071665846,-0.0055305776,-0.045241088,-0.037298825,0.021869905,-0.015183583,0.11042713,-0.028374327,0.06788934
Kit,-0.3518898,-0.12823802,-0.037488826,0.12313455,0.1533594,-0.52781206,-0.06413487,0.16018215,0.09028125,-0.13250315,-0.07477857,-0.22987191,-0.19308136,-0.6216157,-0.07701644,-0.22614627,0.3478261,0.5819306,-0.12414972,0.15141886
Kdr,-0.6437987,0.3911474,-1.2050537,-0.7512706,-0.89687115,-0.6777529,-0.076533005,1.8793364,0.13835412,0.11303876,-0.06453557,-0.14126354,-0.4243654,-0.4992436,-0.16946463,0.47566336,-0.07935847,0.48772234,0.29542893,-0.8102314
Clock,-0.057309397,-1.1614585,0.078424074,0.08151239,-0.15162386,-0.30919537,0.17806157,-0.14120202,0.171469,-0.00093824405,-0.14296637,-0.0767195,-0.07185665,-0.82194203,-0.104889125,0.14279659,0.061488986,-0.15257779,0.256109,-0.0042243595
Exoc1,-0.53177637,-1.1232436,0.13865286,0.058105554,-0.34802085,-0.14602974,-0.03016844,0.57229227,0.1268088,-0.41102812,0.09059067,-0.23466063,-0.33070675,-0.39232105,0.015566999,-0.053178124,0.018227229,0.15358973,0.06024412,0.055177253
Cep135,0.3594954,0.16443148,0.12509958,0.39155164,-0.27972123,-0.70334435,0.073386416,-0.6184774,-0.25681013,-0.37039077,0.36589253,0.099296294,-0.86649257,-0.3390832,-0.19662456,0.20321247,-0.24524981,0.38279647,0.09698395,-0.1584425
C530008M17Rik,-1.2848763,-0.3283465,0.28737038,-0.3000637,0.89812475,-0.130714,-0.29364732,-0.5119753,-0.13894433,0.41102487,-0.38824537,-0.54621416,0.6380039,-0.22015278,0.38512376,0.09196066,0.2998262,0.1872532,-0.648765,0.071735024
Ppat,-0.044303562,-0.8241527,0.18268842,0.038462974,-0.003687494,-0.040283404,0.26890838,-0.46349606,0.028369647,-0.30212778,0.07760901,-0.027198486,-0.3869409,0.27669376,-0.13183469,-0.079829164,0.0060225297,-0.4445774,-0.1370514,0.07196578
Paics,-0.15427667,-0.026316935,0.086274065,-0.4397058,0.0241431,0.58683354,0.064862885,-0.71529037,-0.2179675,-0.14748734,0.085496284,-0.041696258,-0.7975453,-0.2794149,0.0060480563,-0.045073614,0.02318346,0.61733115,0.11790209,-0.025662333
Srp72,0.07801319,-0.35180637,0.021836512,0.043936435,0.06805538,-0.11442511,-0.0597062,-0.13281578,0.016384225,-0.07804693,-0.007942701,-0.08192015,-0.19915295,-0.1510312,-0.0039034113,-0.006544926,-0.004477961,0.09286816,-0.020477269,0.011026911
Hopx,-1.3710436,1.422175,-1.2331874,-1.5039418,0.10251738,1.043778,-1.4446297,1.4733216,-1.4524524,-1.6750321,-1.1342615,-1.1986653,0.48936722,0.81892675,-0.93747133,-0.59896564,-0.72585815,0.970331,-0.7458555,-0.19348556
Polr2b,0.42693117,0.20814504,0.02769999,-0.5606695,-0.48784518,0.106078334,0.0488472,-0.6358103,0.08848215,0.18908584,-0.27120978,0.22560483,-0.75444597,0.1330608,0.027733669,0.04033395,-0.044689976,0.16674054,-0.15930699,-0.052959945
Epha5,-0.879232,-0.3009554,0.3594927,-0.36392453,0.70443624,-0.88331693,-0.3259687,-0.02341653,-0.18809797,0.6513045,-0.3248541,-0.78925616,0.92485255,-0.8028064,0.025762746,-0.00210954,0.4371982,-0.84040445,-0.30240956,0.4126985
Cenpc1,0.108034715,-0.3807383,0.24519265,0.5475984,0.083497934,0.06865014,-0.6475739,-0.07576551,-0.03391122,-0.7463853,0.27273113,-0.6958268,-0.028536467,-0.103213236,-0.27867627,-0.77073616,-0.038382147,-0.10186905,-0.05161491,0.29796484
Uba6,0.08939423,-0.22961426,0.062911294,0.12665033,0.4050904,-0.3670942,-0.013414355,-1.0384785,-0.07529429,-0.21919715,0.08994824,-0.26476824,0.01641513,-0.49079323,-0.007404395,-0.2132843,0.032036226,-0.08237861,0.0060255956,-0.06932285
Grsf1,0.2899738,-0.3628455,0.35638353,-0.10898215,0.16892448,-0.88889384,-0.4013551,-0.26174128,0.13160427,0.04281485,-0.21228391,-0.25961575,-0.038897816,-0.76002395,0.3011229,0.28634527,0.27370498,-0.21515699,-0.86307544,-0.03219238
Slc4a4,0.40207,0.35496515,-0.7307612,0.15308762,-0.49612385,-0.3076665,0.4393701,0.7567187,-0.91967815,-0.2941809,0.32020083,0.6624603,0.6052008,-0.47863036,-0.4875975,-0.27740857,-1.4425676,0.17491288,0.15818447,-0.7663914
Ankrd17,-0.031804875,-0.099746816,-0.007873181,0.057782046,0.097133294,-0.31043962,0.16354683,-0.18938157,-0.014478643,-0.095607765,0.049494058,-0.008936748,-0.014080118,-0.034780778,0.018292027,-0.071551606,-0.048436332,-0.2784233,0.03631078,0.0048182625
Cdkl2,0.28361982,-0.45313615,0.23167947,0.18402448,-0.63099396,-0.59989244,-0.16471198,-0.2299413,0.44275564,0.3704556,-0.11750052,-0.18233114,-1.050961,-0.46046552,-0.22095415,0.016856857,0.6901235,-0.6148242,-0.08275675,0.15181369
Uso1,0.13021626,0.014464765,-0.0016892994,-0.053925727,0.04710804,-0.00782291,-0.14477223,-0.33702943,0.041702915,-0.051392574,-0.047650475,-0.040267535,-0.044739254,-0.01238885,0.04851802,0.035482742,0.020504536,-0.6909369,-0.026048016,-0.02391248
Sdad1,-0.29338497,-0.45835054,0.5120363,0.0009025384,0.4524689,0.14431246,-0.091514036,-1.0937455,0.253351,-0.6504574,-0.2051913,-0.2251704,-1.3666614,-0.66073394,-0.0026792232,-0.36559662,0.037020475,0.44006544,0.0840647,0.3145578
Sept11,0.0367679,-0.64244956,0.12645769,0.15009464,-1.0371721,-0.6308296,0.10049873,0.22694364,0.06537971,0.34186593,0.20447992,-0.28331706,-0.29801467,-0.7936092,0.05046577,0.027863631,-0.08154921,0.32310593,-0.32517564,0.07874716
Rasgef1b,0.935659,-0.8027479,-0.072939664,-0.53355473,-1.3567377,0.8271612,0.3744123,-1.5088997,-0.014727384,0.47696006,-0.49494255,0.70253,-0.9837986,0.14332274,-0.3433987,0.3550729,-0.39364034,-0.36630622,0.08661162,0.12159118
Hnrnpd,0.09390826,-0.7794831,0.025405046,0.2590284,0.35015297,-0.3236475,0.20779733,-0.4986356,-0.18438992,0.13174468,0.082018994,-0.090711266,-0.7762852,-0.5267049,0.01028439,-0.17416468,-0.0826428,0.18180326,0.23201719,-0.068478815
Sec31a,0.33894604,-0.69596165,0.07133739,0.13327718,-0.41742095,-0.30286625,0.08010725,-0.02572113,0.15410012,-0.07291466,-0.03674665,0.098540716,-0.38369238,-0.76307017,0.062901065,-0.06643606,0.024322834,-0.29307193,-0.008512899,-0.08185259
Helq,-0.084187694,-0.1852278,0.17837647,0.44235447,0.27117926,-0.71072763,-0.37035954,-0.4146444,0.26563048,-0.3144339,0.6325756,-0.28465703,-0.591839,-0.9111113,0.21785218,-0.28360826,0.097069085,-0.29007474,-0.23094548,-0.10060274
Ptpn13,-0.6557935,-0.08289703,-1.103876,0.3304203,0.37054688,0.08408142,0.53903276,1.4261436,-1.2691327,-0.83223397,0.30309132,0.22003277,-0.21122785,-0.7456712,-0.8935852,-0.70693654,-0.88588184,1.3871683,0.01868522,-0.9746097
Sparcl1,-0.7539025,0.4267983,-0.476729,-0.979255,-0.07534447,-0.47450858,-0.3089078,1.02861,-0.068419,0.39747173,-1.0093516,-0.21068874,0.7984503,-0.3496163,0.10805103,0.15558375,-0.08543198,0.19083959,-0.15405016,-0.16867821
Zfp326,-0.14861795,-0.11808221,0.015465241,0.051713135,-0.029545393,0.51844454,0.024278883,0.16799194,0.03861271,-0.93392813,-0.110588126,-0.10618574,-0.34135276,0.138472,-0.057451993,0.055989493,-0.077934615,0.58693564,-0.07205664,0.0042586317
Ephx4,0.78147435,-1.0316925,0.9140885,-0.04184295,-1.9946185,-0.66078097,-0.48281556,-1.7468832,0.94904375,0.34467626,-0.2644949,0.16415901,-1.0151714,-0.11540983,0.7003164,0.7298806,0.1719613,-1.1673286,0.15150163,-0.058879483
Glmn,0.1481841,-0.30870402,0.13888544,0.034097303,-0.024332715,-0.2038365,-0.3012445,0.036567833,-0.20306551,0.29915255,0.0460137,-0.1248494,-0.14443757,-0.44446555,0.13049431,0.13696216,-0.053275287,-0.34249124,0.0070790597,-0.04896419
Evi5,0.041122317,0.061679557,0.39382404,0.024961216,-0.04279645,-0.7871881,-0.51915616,-0.2935207,0.35207328,0.050076433,-0.09907692,-0.45163935,-0.22992969,-0.3757522,0.14788392,0.4634754,0.035672016,0.29562703,-0.44846186,0.04255746
Atp5k,0.097305946,-0.012662248,-0.116503105,-0.052612893,0.11271176,0.16667844,-0.016597092,-0.30263895,-0.21355975,0.43693975,-0.096471824,0.011279829,0.23648329,0.18962625,0.054927804,-0.018970955,-0.038228504,-0.48824954,-0.013534703,-0.01053665
Cplx1,0.106387,-0.30908147,0.22098395,-0.57520807,-1.2699778,-1.2046819,-0.33171213,0.06662347,0.500691,1.0979124,-1.2546608,0.2427518,0.57449347,-1.2228703,1.315155,0.5527167,-0.38079646,-1.4281255,-0.557934,-1.2583164
Gak,-0.16730349,0.037962314,0.23594397,0.015140975,-0.009773537,-0.541906,0.00046829807,-0.5390184,0.08712374,0.10502547,-0.12413548,-0.082958914,0.16576274,-0.70804316,0.080433615,0.37769553,0.013025343,-0.8969751,-0.026383867,-0.08787158
Zfp605,-0.19284765,-0.501982,0.365421,-0.11403011,-0.40823492,-0.29749745,0.10434002,-0.86959743,0.3219924,0.13275707,-0.10373296,-0.11256582,-0.69156843,-0.5097811,0.10565484,0.3566526,0.25530928,-0.019753175,-0.28617728,0.13645723
Chfr,-0.09398281,-0.36625078,0.3660552,0.10183506,-0.046559807,0.079778045,0.027533177,-1.2769119,0.18932517,-0.26128274,-0.08768769,-0.15861902,-1.1769803,-0.12278864,0.31652948,0.07049841,-0.0720195,-0.81755143,-0.018939568,0.08293967
Golga3,-0.041181497,-0.7034723,0.09844276,0.05547363,0.07285711,-0.16897117,-0.02241556,-0.09700334,-0.006307437,-0.03556477,0.026404087,-0.005529019,0.07393831,-0.40210378,-0.01223814,0.017466145,-0.006608818,-0.047831234,0.009930742,0.014769229
Galnt9,-0.7091856,-1.207881,-0.04163396,-1.6058233,0.35407338,-0.44911128,-1.4760721,-0.33704343,1.4979743,1.0342451,-0.46703693,-0.7785519,0.27964854,-0.40234318,0.713698,-0.44700748,1.3449267,-1.2229402,-0.80987424,0.08709953
Ep400,0.04026631,-0.3831537,0.0089084115,0.0067980057,0.3483884,0.010226403,0.03627212,-0.14849043,-0.108712025,-0.417634,0.090451606,-0.0063862773,-0.6182315,-0.29801023,-0.029479934,-0.14031085,-0.016540568,0.35380173,-0.029397052,0.031000499
Pitpnb,0.037682444,0.06303525,-0.027176533,-0.06507862,0.028350119,-0.3470231,0.02382423,-0.010487894,0.016941117,0.12431212,-0.06389414,0.053598873,0.16250417,0.07234577,-0.042243816,0.0061734,-0.024009824,-0.43150368,0.011912869,-0.008175181
Asphd2,0.6402072,-1.545547,0.016944675,0.43481424,0.014899686,-0.06339119,0.6423956,-0.54974145,-0.1995743,-0.25220323,0.17770706,0.14506587,0.31447062,-0.7723299,-0.46750697,0.3226828,-0.11826207,-0.27808732,-0.038432464,-0.37179837
Adrbk2,-1.3998644,-0.13761064,0.26712623,-0.94085324,0.5788699,-1.0532373,-0.8776319,0.65965223,0.5723438,0.49677563,-1.2646298,-0.9147235,0.7278438,-1.0061787,0.52365464,-0.26234183,0.51733494,0.4981432,-0.211077,0.5573686
Sart3,0.003260849,-0.18219793,0.23812535,0.12226594,0.038738437,-0.4696652,-0.15414353,0.12487309,0.015311722,-0.11410681,-0.019862099,-0.07291997,-0.17840953,-0.35355896,0.051884715,-0.03857501,-0.044354096,0.21906208,-0.058715165,-0.01090841
Iscu,-0.34715378,-0.40415344,0.25601906,-1.005172,0.5179626,-0.5696842,0.06393378,0.39993936,0.27558824,0.072490335,-0.35745507,-0.095141724,-0.049662214,-0.50665677,0.5158937,-0.40174747,0.1374342,0.2096343,-0.24073693,-0.43529427
Coro1c,0.11034786,-0.32599536,0.16890018,-0.17678137,0.21472608,0.3211638,-0.168516,-0.91056293,-0.18691075,-0.1361143,0.040827896,0.009692449,-0.8265095,0.15408392,0.15198126,-0.12905045,-0.028251601,0.08270878,-0.121465735,-0.013439626
Ube3b,-0.56521314,0.30622435,-0.16351369,-0.27975366,-0.8903012,-0.2213632,0.13186243,0.10365402,0.54623693,0.61684287,-0.11181679,-0.08792761,0.25843576,0.0044776844,0.3162336,-0.56801254,-0.069518715,-0.16451435,-0.32996538,0.27451873
Gltp,-1.0536709,1.1710352,-1.6217476,-0.7833343,-1.1718543,1.7138305,-0.7644712,-0.93405575,-1.1606772,-1.3932269,-0.7467762,-0.43399012,-0.5822009,1.7893993,-0.56346416,-1.4794186,-1.2189894,-0.16539884,-0.36267498,-1.33743
Tchp,0.24958569,-0.45771387,0.12096733,0.30894652,0.15252702,0.014928803,-0.5722678,0.8630061,-0.5237591,-0.89830875,0.10060943,0.4519776,-0.7029263,-0.6558324,-0.0059949667,-0.32284823,-0.6670283,0.92277414,0.009786098,-0.09025111
Git2,0.012806681,-0.062034655,-0.11222366,-0.3884797,0.3818271,0.038437374,-0.23213987,0.6475625,-0.082402214,-0.040541135,-0.05954687,0.047325954,-0.060221516,-0.1773468,-0.078234255,0.010759796,0.0026316757,0.41215983,-0.005735037,-0.018446928
X2210016L21Rik,0.17189857,-0.31863457,-0.018461367,-0.045372877,0.44506705,-0.5026407,-0.15868804,-0.5802638,-0.036314055,0.39785412,-0.67393804,0.0802862,0.3829684,-0.105625235,0.081670634,-0.07106591,0.17518371,-0.9200473,0.03962787,0.005861191
Mlec,-0.06598171,0.26538298,0.024403322,-0.16850497,0.44625562,0.18462338,-0.15100442,0.08056928,-0.334135,0.010946245,-0.15052037,-0.054446924,-0.08594785,0.58740795,-0.017483406,0.057098486,-0.28986636,0.1555154,-0.58677703,-0.023353644
Dynll1,-0.0011300793,0.19834657,0.051752888,-0.15542953,-0.14538075,0.074645884,-0.13814141,0.074917644,0.23705877,-0.03342087,-0.15489218,-0.055873927,-0.24737737,0.015829416,-0.05919715,-0.42805985,0.17185047,0.01605012,0.016960368,-0.0075156386
Cox6a1,0.196788,0.5538402,-0.24797958,-0.15485701,-0.43445984,0.3791172,0.008026362,-0.026100734,-0.07455224,0.17477623,-0.24408154,0.2872314,0.38133526,0.504539,-0.00037103554,-0.26548865,0.016400909,-0.5766042,-0.0363661,-0.0865465
Srrm4,-1.3283083,-0.34819275,0.5776866,-0.81273764,0.18041348,-0.75391704,-0.8954393,-0.25556174,0.9658122,0.54226726,-0.7510041,-0.9952843,-0.26438412,-0.55352443,0.7185285,0.25222677,0.78559333,-0.3988171,-0.38494605,0.78940874
Taok3,-0.4230347,-0.3851652,0.12548682,0.072907604,0.049146466,-0.15406173,-0.01202329,-0.11909397,0.060065117,0.034022704,0.06442533,-0.39258397,0.0046191616,0.1872801,-0.07554369,-0.05291108,-0.011582005,-0.5015976,-0.0005449069,0.14493269
Nos1,-0.011155226,-0.6608447,-0.8679798,0.23685527,0.74340963,-0.85386086,0.5305026,0.554459,-0.6658339,-0.42569852,0.43796763,0.16068889,1.1032412,-0.28651187,-1.0251201,-1.4796002,-0.44106302,-0.2468568,0.34564644,0.49799362
Fbxo21,0.091869734,-0.47352874,-0.034457855,-0.0624464,0.024282785,-0.20277907,-0.0954344,-0.04293684,0.002903141,0.18738304,-0.03269608,-0.028392058,0.35518718,-0.11342445,0.039806046,-0.44996053,0.11987709,-0.79845124,-0.03893424,0.07469898
Tesc,1.1458614,-0.35802522,-0.4501171,0.6737589,-1.5565621,-0.9474669,0.83945596,-1.4168415,-0.2669438,0.038650323,0.0899567,1.1669748,-0.013912762,-0.42733693,-0.5983462,-1.0282003,-0.5705021,-1.1744555,0.6819164,0.257491
Rbm19,-0.16244547,0.28097966,0.14758854,0.042467408,0.080468684,-0.5282134,-0.6673381,0.029742299,0.07634062,0.224596,-0.15326566,-0.33131576,-0.58792365,-0.51736355,0.13678932,0.1088614,-0.04887266,0.2821017,-0.0813779,-0.053311903
Tpcn1,0.2078492,-0.14569351,-0.10605334,-0.16079463,-0.08628124,0.5163436,-0.6098313,1.1162205,-0.8800878,-0.53439295,-0.12613037,-0.39230007,-0.017786134,-0.73819304,-0.28911182,-0.73169667,-0.3765128,1.2158965,-0.27677786,0.16551667
Ddx54,-0.035485823,0.16002351,-0.06764864,-0.25039017,0.11189004,0.05578293,-0.124523714,-0.1930313,0.025796201,0.4178141,-0.044478472,-0.038256463,-0.02517387,0.09841758,-0.0015911649,0.0852327,-0.006471942,-0.046501324,0.013918886,-0.046468806
Ptpn11,-0.020782525,0.5532294,-0.4759283,-0.053866565,0.007462062,0.4141059,0.16735525,-0.02962921,0.03569327,-0.13132088,-0.1219442,0.3108426,-0.22850972,0.5817331,-0.043517794,-0.16456316,-0.03845484,-0.24213237,-0.02946208,-0.083853476
Gm15800,0.14575124,-0.6085489,0.13977918,-0.10527354,-0.0020988083,-1.1065758,-0.30693612,-0.025922783,0.12961575,0.44223255,-0.15647319,-0.053081535,0.23545589,-0.51290953,0.022433687,0.018434815,0.2083781,-0.68521976,-0.033000022,0.12379244
Naa25,-0.1623409,-0.98749423,0.3018034,0.22851071,0.33654898,-0.27157208,-0.098845586,-1.0247184,0.22729655,0.18567683,-0.28647923,0.11613201,0.29503766,-0.48660672,0.04080697,-0.29036406,-0.07684374,-0.69243103,-0.18858758,0.1522853
Mapkapk5,0.14176232,0.1616718,0.15373176,0.07153042,0.11638266,-0.3551035,-0.12015575,-0.7547492,0.08616484,-1.0036204,-0.041689314,-0.002306135,-0.7068445,0.24978037,-0.0032885997,-0.11483369,0.042239383,-0.40814131,0.017152078,-0.069573954
Brap,-0.052709255,0.114104964,0.017268758,0.01572184,0.0014260822,0.013651953,-0.19027564,-1.0749382,0.0871991,0.11699786,0.017990021,-0.14177364,-0.32436055,0.059446096,0.0060202843,-0.029537512,0.046083517,-0.2239599,-0.05594844,0.0044800807
Atxn2,-0.101577684,-0.3400819,0.14033496,-0.060830496,0.4975651,0.24232543,-0.3358988,-0.659952,-0.05715306,0.089531176,0.033418886,-0.1590994,0.089491904,0.13279097,0.064134456,0.0253199,-0.115442544,-0.06084463,-0.106037155,0.059411556
Cux2,-1.3880129,0.14440529,0.8494097,-0.6774106,-0.5000525,-0.07837231,-0.49637544,0.3483072,-0.83959806,0.9515549,-0.31633914,-1.2334471,1.1266869,-0.07393575,-0.6485525,1.2952504,-1.4199083,-0.53909683,-0.96313226,0.86680853
Ppp1cc,0.57764566,-0.5387513,-0.45508415,0.66316074,-0.38935393,-0.45990714,0.4109557,-0.16104813,0.008569348,-0.057624947,0.26851514,-0.06398806,-0.1260422,-0.22330424,0.4125071,-0.5162125,-0.4202242,0.07772818,0.20006698,-0.748289
Vps29,-0.19768564,0.2264438,0.2901836,-0.15396997,-0.28804412,-0.23101856,0.09605435,0.45469284,0.115647465,-0.46435124,-0.1750462,-0.019585945,0.060625028,-0.041791514,0.004107273,-0.022128316,-0.028708788,-1.0872264,0.024698814,0.009425267
Fam216a,0.40150717,-0.68569505,0.08080879,0.7188097,0.58556294,-0.24960604,-0.048257206,-0.24487993,-0.37443542,-0.43639797,0.62283075,-0.4723861,-0.6437208,-0.64007914,-0.20750767,-0.14100333,-0.12198849,-0.1696222,0.12931904,-0.16028196
Ift81,-0.13511251,-0.6363029,0.28649586,-0.11379932,-0.032436978,-0.17116018,-0.4538466,0.5163177,0.5698361,-0.24983312,0.21164498,-1.1786838,-0.9505344,-1.0922467,0.07131322,0.42169082,0.1784022,1.1957865,-0.9239081,0.09477266
Anapc5,-0.013923083,-0.36685613,0.1731264,-0.006862461,-0.030761758,-0.23624423,0.21312267,-0.1688605,-0.017910043,-0.030233407,0.052091774,-0.031064885,0.3838018,-0.18063577,-0.16487867,-0.19427383,0.014603996,0.036827054,0.02531411,0.016379375
Rnf34,0.38244307,0.17551684,-0.015276936,0.08960726,-0.10972529,-0.18446967,-0.071044244,0.17689648,-0.059472594,-0.18585815,0.04915191,0.056145143,-0.12764898,0.2594006,-0.072338544,-0.43220025,0.0291128,-0.07946314,-0.019045193,-0.05044772
Clip1,-0.123521,-0.47422108,0.1083274,0.03160543,0.10472792,-0.7893941,-0.23982331,0.035189457,0.20493217,0.2625221,-0.08655656,-0.41630802,0.11565729,-0.7035633,0.11775736,0.0080229025,0.097688444,-0.27080822,-0.03274541,0.23576118
Zcchc8,0.20265323,-1.3259443,0.30597165,0.37967977,-0.05877539,0.13413753,-1.0202563,0.40353823,0.051256213,-0.82138896,0.4260246,-0.23105721,-0.35704276,-0.7632704,-0.033060424,0.06490738,-0.12438792,0.37554628,-0.75965047,0.0162116
Rsrc2,-0.121613026,0.2533855,-0.055826016,0.013555768,0.048262388,0.026462706,0.0370418,0.45312184,-0.018788429,-0.33780178,0.101094015,-0.07281564,0.06540005,-0.027245581,-0.1047042,-0.022740912,-0.007455163,0.316754,0.012484985,-0.025363715
Denr,0.25131926,-0.93378586,0.47344536,-0.055646658,-0.103863634,-0.15383603,-0.42225832,0.009905255,0.06150356,0.225728,-0.10429989,-0.3007927,-0.35628164,-0.39851296,0.36847055,-0.26070946,0.062318746,0.14430305,0.014727602,0.028115164
Arl6ip4,0.18733431,0.3969418,-0.16493595,-0.19892977,0.017732054,-0.3141052,0.19446124,-0.15351066,-0.09480974,0.1556722,-0.038955785,0.055370424,-0.17450315,-0.024091968,-0.017800378,-0.027731752,0.013122779,-0.0002332836,-0.008142752,-0.03187235
Sbno1,0.039604034,-0.2157232,0.006000114,-0.024640527,0.16208276,-0.39944082,-0.10863083,-0.25141814,0.07015963,0.18486631,-0.0033231685,0.061911505,0.33529162,-0.37965506,-0.027650088,0.11009043,-0.04390122,-0.25691763,-0.1461979,0.091652885
