,Shared topic 1,Shared topic 3,Shared topic 6,Shared topic 7,Shared topic 8,Protein private topic 6,RNA private topic 1,RNA private topic 3,RNA private topic 5,RNA private topic 6,RNA private topic 8,RNA private topic 10
38_76,2.8289552,6.1616044,1.6489688,0.86871076,6.995077,0.67517203,1.1382535,4.4405794,0.50962216,82.66737,14.526778,6.709952
40_76,2.1776683,10.0646515,1.6623944,1.1842732,1.9858706,0.57052386,0.6802315,21.321766,0.97404695,3.0059452,1.8636264,11.732073
7_44,11.198138,2.401513,7.2891903,1.2382499,0.9569335,1.1093582,2.1390347,2.733899,3.706308,0.89702874,1.0189757,0.6215424
30_44,1.4717878,38.621216,1.3353467,0.80091214,1.0870405,1.0353467,0.4552506,0.8906094,0.49037609,0.786259,0.64462984,1.0737258
47_9,3.5565796,2.880215,11.025883,1.643563,1.6209855,1.0588595,2.9657993,12.889889,6.6584473,0.7842946,1.0453546,1.7213016
58_105,5.661337,2.9975808,3.2870097,17.713966,1.9068936,1.8255721,6.382398,3.9330478,0.87160444,1.4899031,1.3421212,2.0689828
19_47,1.1083351,38.00888,1.2747221,0.77755797,0.60089034,0.7069504,0.36612865,0.6422851,0.38305688,0.6009689,0.5083005,0.68176967
63_5,9.319653,3.2591271,3.9424205,0.9230567,1.920276,0.8348835,2.0734177,5.090966,3.13862,1.4598925,1.571219,1.138478
10_64,32.713577,2.8792157,1.9759737,0.9718953,1.6295187,0.7954471,1.7809327,1.1110172,0.67762506,1.332068,15.9941845,0.43289566
35_17,3.8978322,2.783536,16.99206,1.631818,1.3337811,0.90441865,1.8312144,4.15877,8.91295,0.65314776,0.8564722,0.7805914
29_39,2.971427,4.2237663,6.3309193,1.7173665,3.404135,1.0087012,5.5531697,24.511967,3.081105,1.0576171,0.97276694,1.4205358
30_54,1.3218505,43.943718,1.2276961,0.8676958,0.82594705,0.83486307,0.48993915,1.328459,0.47280568,1.048923,0.9223881,1.7043208
38_80,6.007414,3.4298203,2.7186093,1.2808872,5.340145,0.85582626,2.0202868,4.2399406,1.7752507,2.541022,2.1654193,1.3359956
12_67,17.049944,3.5680854,2.0227075,1.0323603,1.3043895,1.3764079,1.2630628,1.1661844,0.40715078,0.8920536,201.202,1.1082532
30_52,1.2054706,42.681137,1.1202343,0.69052076,0.56045425,0.7578786,0.3845557,0.8621937,0.41719934,0.6495479,0.5328657,0.8259697
57_14,4.4271517,2.8976119,17.968588,1.4836051,1.0677192,1.3998674,2.4979272,4.8147697,7.402503,0.6523345,0.9610002,0.65718216
59_18,20.506443,2.9296527,1.9890054,1.8794668,1.2793133,1.0883534,1.2465069,1.624542,2.0901785,1.2608081,3.511854,0.9226175
54_2,28.3262,4.2922983,1.2318214,0.9130049,0.94596386,18.438566,0.7879163,1.8818965,0.82667834,0.77149403,4.343672,0.7528053
50_26,4.0380297,2.5741048,20.653608,1.6446364,1.2075403,1.9158386,3.2218113,4.386235,3.1660602,0.8287295,0.958429,1.0396829
42_67,2.952726,3.504625,2.2783523,1.710728,10.324445,1.0267044,11.797473,3.3882198,1.1789546,1.8429823,5.1600194,3.0015967
53_83,2.5514338,11.296688,1.424778,1.1308331,4.5823436,0.9554707,1.4365749,3.4212039,1.0871753,74.96104,10.925135,6.204777
31_67,1.4758787,11.171793,1.489889,0.9546886,1.1193343,0.87684244,0.7356155,14.85454,0.64970434,3.6268036,1.8476069,253.63551
26_36,1.2396133,26.085026,1.5852739,0.9527438,0.75644433,0.5396677,0.38403985,1.9441236,0.48937714,0.7233858,0.7109331,2.3290436
42_83,1.7989392,19.631947,1.3484726,1.0273039,1.8538291,0.8138201,1.0833534,6.5442753,0.7509071,8.51604,2.9045756,25.317886
26_68,0.982455,33.758804,1.0813482,0.6207211,0.51296115,0.6305935,0.37517202,0.89504147,0.38767734,0.707968,0.55065143,1.135736
49_100,1.6029358,47.379562,1.2327256,0.68048805,1.2002733,7.31381,0.495522,2.305613,0.51247144,3.3307137,1.2861894,3.4044962
39_65,1.058579,37.901726,1.2533257,0.65413976,0.58265644,0.51325727,0.42412502,2.3032005,0.46989885,0.7784245,0.54993296,1.7916249
48_50,2.113387,35.671158,1.5647516,2.2078266,1.7824447,1.4831369,1.4481872,10.367729,0.8543245,14.996715,1.5071057,31.79046
30_34,3.0396712,3.5500627,6.021172,4.2531075,1.315701,0.8109847,1.5397466,29.9628,6.07987,0.5516892,0.73780286,1.5019069
56_87,9.8184595,2.7462404,2.5335789,0.9000056,8.979749,1.1313964,1.2346749,2.900037,0.7996967,4.5210485,3.3745008,1.3591126
48_89,1.5550795,39.469864,1.148972,0.7494459,0.8055447,0.8063614,0.3702424,0.868965,0.46247098,1.0899026,0.7287714,1.1112095
39_11,35.389477,4.569089,1.08624,0.76897407,1.8921335,2.184355,0.57404006,2.7166166,1.0642252,0.47772026,0.9060364,0.8565119
56_2,29.988447,4.06356,1.4830642,0.93771815,0.97708654,1.0224352,0.7136299,3.2551627,0.9802315,0.94389725,0.78533316,1.40139
49_14,2.175599,5.964426,3.1285565,1.2798511,1.1055744,0.74334437,1.2417194,19.69229,2.0443735,0.8430247,0.779342,1.1131685
47_16,1.5905447,13.947884,1.8442832,0.96156895,0.93130785,1.1538764,1.2579275,12.668992,1.1608263,1.0743818,0.8963541,2.705257
25_56,1.7856412,22.998976,1.1446917,0.6695665,1.8133988,0.9644913,0.50009966,1.8342097,0.5967406,3.0919864,0.9390438,2.1168532
25_47,1.1530644,38.286858,1.2665977,0.70271325,0.6887215,0.6681069,0.37045756,0.7871431,0.48051596,1.020868,0.61623555,0.8141522
21_69,2.7445455,3.833055,3.9774277,4.1477103,2.1442828,1.0833819,6.292593,10.548621,2.248758,8.102136,1.1620839,5.8046613
61_100,30.597202,2.5609932,15.300068,0.6059315,0.903067,1.9530467,1.731267,2.2090228,2.5833392,0.8780863,2.1067867,0.6123246
23_57,2.5089562,8.234791,1.3499272,1.6144729,5.743847,1.9309459,0.7994456,6.019914,0.71750605,164.1344,3.6811304,13.539129
33_50,1.0327356,36.27445,1.3410709,0.6810125,0.61502683,0.66642815,0.45660803,0.80854344,0.42688397,0.6431123,0.5484108,0.90134346
1_57,31.758148,2.4409237,2.9371643,0.82068574,0.84903014,0.7165638,0.7350685,1.029541,1.9527119,0.539893,1.4963338,0.32970214
4_50,9.318498,4.3585534,2.0427406,1.9111316,0.70199704,18.578344,0.70013607,5.7541027,4.216976,1.065729,1.6092751,2.359544
15_33,5.3892994,3.287261,15.698219,1.772784,0.8861624,0.89418685,2.0737145,7.906936,7.1446314,0.59907365,0.92202514,1.111902
55_22,4.2328763,2.9174469,16.52643,2.3220167,1.295932,1.4004781,3.269361,3.748302,2.857156,0.8651279,1.2073294,0.7510162
40_96,13.150821,3.0583317,2.337207,1.3111758,4.164843,6.085532,4.1876307,2.4215143,1.9726765,2.7802842,4.1981735,0.91025096
33_19,3.8009179,2.8171105,16.63316,2.016778,1.2250912,0.90269166,2.014277,4.9203634,11.37192,0.67074466,1.0288787,0.87328106
15_52,2.0369525,4.8665924,3.3492446,7.1885667,1.1704329,0.91568005,2.5328605,71.43601,1.0311437,2.8089504,1.3388579,13.401457
49_112,9.905997,3.854145,1.8238155,1.3138291,2.912346,538.1364,0.6461388,2.426968,0.90364677,3.4245207,4.895556,1.7513392
58_22,8.996416,2.9367952,7.679877,2.4317932,0.8908621,1.3376365,1.5247362,2.8722157,17.405588,0.60085565,1.078328,0.623504
9_38,17.787758,2.3487773,7.720912,1.214739,1.078351,1.0486687,2.168568,1.8340721,14.454241,0.68549055,1.0163935,0.6479096
69_6,27.966879,2.7745318,2.4887607,0.76879126,0.83866006,1.3760542,1.5857171,1.0509583,4.5052385,0.5957227,1.3654782,0.42252514
17_42,1.3994677,43.614513,1.33339,0.8146816,0.83726794,0.7157048,0.58485556,1.4375024,0.6125534,2.2279272,1.1816734,2.9678135
35_95,3.6688473,4.762176,4.581137,0.99051416,1.1329237,0.7090893,2.1744351,29.047466,2.7160125,0.8709754,1.2080791,1.5533364
33_78,2.1446102,7.1876574,1.8775561,1.2507393,2.4572358,0.775022,1.4411045,31.86471,1.5614195,1.6418773,1.4138356,15.272727
62_10,6.8521457,2.6496499,8.781138,1.3154846,2.8342829,0.92685556,1.1753973,3.358212,2.193701,1.9927465,1.4148301,1.5057676
31_81,1.2876077,37.44849,1.2915931,0.79354227,0.6791264,0.79991204,0.4213947,0.7078492,0.4351759,0.7203874,0.6122761,0.86165047
38_81,3.6191006,3.6730044,2.9558241,1.007763,5.823579,0.70146453,2.7995257,9.956699,1.4574704,1.8443882,1.2638093,2.3184562
17_33,3.1923957,3.1857505,33.5881,1.7892704,1.007679,0.8910641,3.607506,6.08165,5.306031,1.0319557,1.1176624,1.238557
33_58,2.3265858,8.398857,1.9032383,2.676941,1.8564435,1.576055,0.8042225,19.144154,1.3033853,3.1409929,1.1421106,17.913567
21_50,1.0502183,32.42711,1.2277693,0.6619497,0.45835972,0.7764847,0.38437137,0.7110066,0.41376355,0.6078644,0.49545538,0.8481217
48_106,4.628557,4.0450964,3.0733316,8.938936,1.9149753,7.7693567,1.7627255,8.5666275,1.0267226,1.7362499,2.0659153,3.5185416
37_73,1.9488966,7.350791,1.8649654,1.3223014,1.8286343,0.7134881,1.0588846,11.880879,1.0471668,3.3560827,0.9821095,2.4879398
23_47,1.1910939,32.27374,1.0158012,0.50272435,0.72892433,0.8259651,0.47049707,1.2738736,0.4502239,0.98994595,0.73392904,1.390481
42_34,3.4475164,3.0826936,14.230194,1.4667515,2.9354367,1.4848652,4.5943894,3.3049312,4.296743,0.9434251,1.1078802,0.8456689
11_31,28.985214,4.3594103,1.3666352,1.2149174,0.8508351,2.4009385,0.9153463,5.618127,1.5788717,2.5188882,1.6139036,2.3482158
32_83,1.4125879,49.098156,1.1832838,0.7945725,0.9277792,1.0040796,0.543588,0.73325324,0.5656072,1.9357452,1.1148466,1.5879506
59_12,3.6774244,3.1922898,2.3436785,1.3973386,18.822803,1.0590788,2.4906013,2.8074296,2.1255925,3.5829842,2.5306118,1.3652443
51_16,2.9857714,4.0412073,6.581327,1.2347225,1.4013293,0.5849654,1.4382478,7.0503836,3.9371834,0.87018853,1.006921,1.164433
41_28,1.2913127,69.30375,1.4619728,1.5619545,0.78212434,0.73293906,0.46741652,1.6064434,0.47529832,0.6471437,0.6360967,2.283568
11_37,5.1382523,2.4541845,31.04438,1.6456892,0.9251493,0.88486063,4.3475604,2.6996388,2.786057,0.6888996,1.4617151,0.7140442
26_32,1.1307132,70.0358,1.285861,0.71200037,0.532709,0.56930315,0.40831706,1.0638821,0.4238934,0.6110522,0.60405576,1.0101186
50_103,1.2891102,39.55162,1.2774559,0.63559246,0.6720443,4.4685826,0.432694,1.2955868,0.45078233,0.611558,0.58401793,1.1599312
46_49,1.1230121,39.03076,1.1804448,0.8948883,0.65146613,0.8170568,0.4002245,1.2444925,0.47342297,1.2087247,0.780474,1.7469901
31_74,2.979607,4.722847,2.4686246,1.8664261,3.795749,0.87013566,5.030425,3.6333942,1.1005447,2.4224424,2.320762,1.8063014
34_16,20.409496,2.9872186,1.8962874,1.1361179,1.2880105,1.7486317,1.5409213,5.702736,3.9054222,0.68374056,0.7629622,0.94945425
17_58,2.6858983,4.742979,2.029627,10.613942,3.7078798,1.6619917,7.9644027,20.409145,1.2215723,1.2995801,1.880655,3.3988783
53_78,35.350716,2.6658204,2.666307,1.007637,0.94385886,1.197646,2.268052,1.3978447,0.8873055,0.73611945,8.006713,0.32282054
49_99,1.5163472,43.97508,1.2819043,0.7764811,0.82761383,4.4502783,0.5113233,0.6054635,0.60117805,1.455362,0.9855389,0.6953398
47_81,1.1791593,36.891575,1.1610208,0.67534745,0.5789772,0.7200764,0.50770223,1.9241552,0.55115044,0.58809483,0.81316113,1.3638872
19_41,1.1402326,39.14291,1.174268,0.7665607,0.64879125,0.6152943,0.35371327,0.7146357,0.37824237,0.66657895,0.5540266,0.6848689
25_39,0.9429859,41.73197,1.2567569,0.6552478,0.47670972,0.63205385,0.40856877,0.8601662,0.4855981,0.68938714,0.6067289,0.88557684
26_67,0.9686282,21.825306,1.1438067,0.6167342,0.562881,0.6973335,0.36016554,0.9977517,0.38690287,0.66519594,0.62315696,0.9969909
20_32,3.337929,3.1280017,18.138601,2.5483656,1.0616646,0.73647285,3.0385349,3.0187025,2.5342999,0.7448011,1.0920347,0.67950565
54_112,3.6034796,6.3978786,2.1226604,3.2281199,1.9318573,16.730051,1.2498441,2.6709003,0.75299877,0.9108767,1.1577665,1.972295
37_19,2.1348872,10.9235325,1.8753092,1.7040331,2.1027284,0.89753026,1.1047602,4.290104,0.9635605,0.94063836,0.6770493,3.1041012
55_94,2.4548497,11.592559,1.4308686,0.8429838,3.8996181,1.334666,0.99232894,14.03405,0.73913354,57.926033,2.067097,74.48917
50_106,1.2090304,36.731033,1.2017252,0.819234,0.7396736,1.6489013,0.4500107,1.01175,0.47029194,0.57114136,0.57422006,0.614162
36_39,2.947606,3.0389411,12.401333,2.8892725,3.462113,0.98723215,2.3772204,4.6259713,2.0993538,1.0271556,1.0118694,1.0963982
44_70,3.5015295,3.3902535,3.1286685,3.0261111,15.479895,0.90191746,7.270721,3.647542,3.9987981,1.3857679,2.529709,1.3636483
34_81,2.3770654,9.979288,1.5704707,1.0880368,3.8481565,0.858589,0.7515924,3.3951101,0.76501024,8.585555,2.014637,6.7091265
30_18,27.639917,5.227873,1.3049083,1.0807954,1.0397682,8.390904,0.9272528,3.0921228,1.1473172,2.8198547,1.7970868,2.8344448
45_77,1.9173746,43.36617,1.3258353,0.8299985,0.88570595,1.1706791,1.0288589,8.781452,0.7674998,11.249282,2.4764457,46.6973
52_14,12.518422,2.781275,3.0997753,1.3834629,2.0299883,1.0327346,3.141982,2.683112,11.22537,1.0902225,1.4584585,0.8973679
43_56,1.7536435,36.60983,1.4013472,0.86707014,1.4941347,3.8092227,0.6790006,5.09474,0.8341737,2.6461167,2.2374463,887.9739
39_52,1.4408582,43.731506,1.3420558,0.8545376,0.8564261,0.70777863,0.58852035,0.67571527,0.57803893,1.2709048,1.0024585,0.867724
58_15,8.646825,2.6958594,12.862499,1.4057114,0.9067337,1.853589,1.4672848,3.2208242,4.316721,0.709775,1.0155855,0.62278104
42_98,9.054374,2.930553,3.3337436,2.1109295,2.4540696,3.1421618,4.029218,6.3332477,1.5329086,1.5376737,1.362495,1.23718
57_86,8.454363,3.3594234,1.7403778,1.169559,28.197325,1.5438515,1.6188933,1.8652575,0.6468851,6.187939,6.812719,1.4538958
29_88,3.1364088,3.386499,4.3874364,2.1829326,3.1536174,0.8541394,4.1646285,8.334517,1.5812786,2.4594603,1.6400439,1.7921871
11_59,2.5688062,3.9539175,3.2885518,33.474846,0.92399335,1.9729537,8.806372,5.7110767,1.8267853,0.8378152,1.4194384,1.0272175
66_6,15.372322,2.606316,3.8046365,1.6677148,2.558591,0.90073365,1.4175769,1.3806852,0.954006,1.9161797,1.6461397,1.8125688
36_50,1.4573759,47.744263,1.3915975,0.96934056,0.8960873,0.7350745,0.5691461,0.5565069,0.63976866,1.3134133,1.1953081,1.0618727
49_37,4.901038,2.5565841,21.55393,1.8275571,1.3347232,1.4314724,3.0766654,4.4650474,1.47257,1.0573814,1.2427884,1.0152258
43_89,2.260863,9.598922,1.4058247,1.4502641,5.655693,1.6277144,1.0440918,7.197338,1.014868,32.666126,1.5448662,12.247777
9_60,12.408852,2.3514013,9.293239,1.5209787,1.6010025,1.2310481,2.231189,6.0588703,3.4160929,1.3005712,1.1881732,2.0093052
25_62,1.8112745,10.562124,1.8473299,1.4812913,1.5887041,0.7822136,1.0450809,18.800356,0.81032336,2.6697211,1.0513515,12.65388
26_20,11.266678,4.3985343,1.4556983,0.787533,2.6372983,2.7848482,0.95476615,1.9568176,0.62371737,5.9208016,337.00858,2.0736318
26_42,1.3730055,48.446198,1.3282475,0.78326654,0.8425669,0.5723142,0.5423881,0.6407065,0.62419796,1.9716201,1.1712765,1.515262
54_36,3.266001,3.032745,9.82765,2.2365422,1.6538205,0.9341791,4.715219,6.134143,3.19407,1.1924447,0.91999507,1.6752414
37_32,1.4621136,66.84927,1.5394497,0.9305273,0.7730895,1.0180283,0.49586624,1.7152084,0.6542884,0.6605759,0.69444734,1.8587273
33_27,1.636899,11.953066,2.8426511,1.5059966,0.82032055,0.84880537,1.1185645,13.682234,1.2550642,0.72151566,0.7967467,2.8555653
9_34,31.882765,3.7766995,1.7070725,1.1711366,0.81882465,0.9248764,1.2936517,3.0670881,1.9493223,0.828992,1.1914636,1.2184415
11_62,10.959057,3.1817935,2.6172318,9.573219,1.0670109,1.1438366,1.7150162,4.9384513,1.7217109,1.3019615,3.3178115,1.1943985
43_39,2.8339355,2.84589,18.923235,2.0662584,1.8698386,1.3477743,4.4940553,2.7998252,2.1932569,1.3615394,1.0879879,1.074287
22_48,1.1610074,41.72929,1.2791033,0.7797531,0.62384766,0.6726051,0.39622197,0.88940215,0.427806,0.6539845,0.63141084,1.0296177
55_32,5.0435543,2.516838,44.3104,1.757369,1.5640626,1.1006701,2.5988963,2.2714977,1.0137519,1.2299769,2.4183793,0.57589096
33_73,2.0238416,6.2983947,1.9732393,1.5116433,2.8746436,0.91499335,1.7290939,23.902477,1.224662,6.3967066,1.5040909,16.170635
43_14,1.6201413,31.698753,1.5608859,1.1086171,0.59123194,0.8243711,0.5376203,5.1329374,0.57542044,1.824218,1.0252466,4.478018
34_26,0.99921775,29.018143,1.1644073,0.6697677,0.58475214,0.78024095,0.40117413,0.71343136,0.39976916,0.72787625,0.55540025,0.9281471
55_5,3.1969714,3.9493017,10.258957,1.9141324,0.89748013,0.84393764,2.0687876,15.883556,5.2878523,0.5575568,0.7433201,1.6891425
41_43,5.2889185,2.6876662,6.6406403,8.374411,1.3592963,1.1065961,6.5382433,6.4948683,1.8548957,1.7922412,2.0338192,1.5463198
33_48,1.7064887,7.034612,2.2076316,2.0612607,1.573869,0.79518783,0.9453311,13.71885,0.91208404,1.5845962,0.8686248,11.480074
40_91,3.4250083,3.3803282,2.7959003,2.5354846,14.103241,2.0315719,1.8825936,4.798944,1.2515941,2.0395005,4.0651517,1.3041766
30_51,1.0070939,33.382793,1.2316095,0.7338877,0.51768273,0.65205073,0.37992674,0.9091099,0.38466787,0.59777176,0.5363967,1.0799072
39_55,1.3267462,26.400845,1.32071,0.70317096,0.6606666,0.6094602,0.27675724,1.1704041,0.40991813,0.75674605,0.6344097,1.46156
36_41,13.473398,2.8965125,13.995293,1.6196339,1.3515459,1.4016074,3.1300964,3.2753375,3.9921293,0.86793154,1.1620132,1.3512176
39_13,9.810083,2.9288003,4.9957676,1.5649366,1.0449808,1.0894438,1.9166557,3.5535448,7.690514,0.64050263,0.93436587,0.72494686
54_98,1.1942775,45.611607,1.2300723,0.5894355,0.51891077,2.223566,0.3125833,0.6061038,0.3445517,0.6261132,0.5119323,0.8898689
39_27,1.2794108,20.453373,1.6927876,1.0366261,0.70121264,0.6663353,0.93948615,5.8620777,0.9238389,0.83559585,0.7905673,2.5073063
9_37,10.910616,2.1742926,22.945986,1.0471008,1.045044,1.4237596,1.7678956,1.161467,8.501656,0.47518,1.171242,0.40300727
57_40,29.227573,2.7789946,5.3323135,1.6739846,2.0331683,1.0895779,94.008125,1.6849582,0.94855016,2.8060308,1.7595655,1.1881372
22_27,7.1476126,3.1658058,4.9233837,1.4016451,0.9710084,0.99438626,2.6733632,2.4285812,4.446312,0.96649885,1.0744175,0.8973943
47_22,2.4355445,5.7180834,3.7943575,2.8519497,1.607532,0.67505765,1.2505412,12.471706,2.7092068,0.512932,0.6301759,1.956562
56_81,30.624813,2.437859,3.2807682,1.4439585,1.8461766,1.1340566,0.87204784,1.0258231,1.653922,1.0068858,2.442466,0.58458513
49_42,2.6504872,3.947089,2.8915207,2.614136,6.7914696,0.97391766,2.780766,10.930401,0.9179553,3.9128346,6.7428718,2.9176197
45_54,1.7629077,14.183943,1.5738523,1.0723841,0.7213329,0.8369007,0.4340397,1.72053,0.4092952,2.3643718,2.893823,1.9336578
18_36,2.2758007,4.2712564,4.892485,7.3895607,1.213531,1.0640163,13.097647,6.7493954,4.621363,1.2144862,1.2451245,1.1554152
56_19,5.949885,2.757038,16.64761,1.5488632,1.0718734,1.548606,1.9450023,3.3558645,9.976617,0.652063,1.1124575,0.6523374
18_79,7.7986455,2.8687797,2.142239,1.4835188,6.6116543,1.1752683,0.7776005,3.1095357,1.5523977,1.6783724,40.193558,1.2498456
32_37,4.2128296,2.9175794,8.959551,3.3166604,2.587426,1.0947489,5.310209,8.830372,4.0695534,0.8386364,0.891649,1.3533369
48_17,2.058864,5.665509,2.5008388,1.1499995,1.1194645,0.6930521,2.099507,22.097652,1.6279886,1.1604165,0.8759705,2.449706
47_33,3.0333738,2.964051,28.202875,1.8117223,1.247854,0.92467326,1.697228,5.3227134,2.011413,0.6152797,0.8107333,1.1433556
51_81,2.5785384,9.829721,1.380822,1.0400182,4.3521137,0.90786016,0.9351833,4.1808486,0.58254313,20.457668,18.914288,4.4337425
45_39,3.689249,2.7129333,18.474205,1.5855739,2.5661058,0.8706956,3.9068825,3.4951835,2.2396512,1.3352491,1.5107987,1.187496
58_36,8.924236,2.7060184,10.145109,3.6484475,1.5870202,0.98984563,56.82867,3.1016903,1.893553,1.4209616,1.4132113,1.4270625
30_56,1.31879,41.475334,1.3051775,0.90086627,0.77693355,0.8929932,0.54891515,1.0366361,0.49283043,1.0847383,0.76318234,1.1919862
38_36,4.0830035,3.20367,12.130318,2.813356,1.6539097,1.0228294,3.9131997,5.3990993,2.8928723,0.93595314,1.0215092,1.0289975
25_37,1.1433104,33.13327,1.2935954,0.7994611,0.60507774,0.6420222,0.3731506,0.8918766,0.430477,0.6083095,0.5387513,1.1300168
53_41,3.0392795,2.9352021,5.2217836,28.014727,4.9799995,0.73396105,2.4206865,4.4068227,1.1905228,1.0918199,2.3666146,2.4850106
26_72,2.9670744,3.5369668,3.410289,18.58581,1.329674,1.0716089,2.198109,18.417728,6.0634084,1.0558627,1.3629596,3.6010447
43_47,1.0726224,38.32795,1.4023666,0.79430604,0.5827986,0.6540668,0.45468792,1.5369056,0.4506777,0.6671501,0.59768236,1.6036229
40_67,1.300591,25.668222,1.3686017,0.7530029,0.5345773,0.64726555,0.39189044,1.470459,0.4699945,0.94982725,0.7528328,1.7244211
16_35,3.4166512,2.8862517,23.504856,1.96017,1.0593009,1.1559263,3.2557375,5.5055876,4.1821837,0.97616416,1.347301,1.0268773
27_72,2.6098146,4.320223,2.2809703,1.9295899,30.531033,1.0019838,1.3377581,8.186236,1.4978921,4.1455235,1.6668457,3.3429434
31_75,2.8196507,7.0066147,2.1265473,1.2495372,3.2103891,1.0066168,0.91923416,10.022861,0.80839974,27.38265,3.8936076,13.719053
49_98,1.2037356,37.021034,1.1698279,0.7343898,0.7259818,2.2164383,0.39994985,0.7491925,0.42324606,0.8276789,0.6432068,0.91809046
15_51,2.669951,4.433731,2.3932018,1.0814134,50.825455,0.98774046,3.0375082,10.877062,1.212452,6.0127754,2.1556475,10.945238
38_27,1.5223076,17.033867,1.5796707,1.0298231,0.90630364,0.89431375,0.56464165,3.5118146,0.525007,0.7300147,0.65698385,2.6382248
62_22,21.553219,5.712931,1.2569306,0.8597398,1.7247918,6.8622084,0.6327927,2.7404141,0.7015665,2.365664,2.0516381,3.148223
36_74,2.5730085,6.661707,1.710633,1.1355355,1.9277275,1.0304272,0.8150594,8.059246,0.8145037,1.6613215,0.87543535,3.5406582
52_31,8.382146,2.7020533,13.442948,1.9420776,2.5660748,1.1402122,5.0453796,2.913755,1.3342235,1.9181767,1.6967814,1.2422762
48_13,1.1284411,68.24336,1.4232007,0.67337316,0.5235783,0.6325914,0.45171446,1.2359403,0.46721736,0.6277593,0.6166246,0.9213761
8_49,4.150433,2.8024545,12.950465,2.9196436,0.99850595,0.91536283,13.939291,2.7387612,3.440572,1.3045636,1.2648914,1.1655538
14_30,23.169443,3.930089,1.7976999,1.8214169,0.73295176,1.5193721,0.8065394,5.7553687,1.795141,0.7582948,1.1753851,2.4787986
24_51,1.1617842,35.2285,1.0909591,0.7002686,0.5929411,0.9437524,0.5068483,0.8858377,0.42788002,0.87278074,0.63927567,0.9506398
49_27,2.8362055,3.1386983,19.433058,1.8428488,1.016749,0.972927,2.0718422,7.2841167,4.0085793,0.73128265,0.8535736,1.2503201
42_45,5.5347996,3.2768826,3.8989015,1.8275044,2.530665,1.2435424,23.99155,8.095538,1.579757,1.2106773,1.2906114,1.711739
49_50,2.7717488,4.068548,3.3072662,18.67685,1.3894318,1.604921,8.270474,4.9375286,2.4925652,2.8128736,1.2977207,1.4939314
32_35,2.6962106,3.3287003,15.460079,1.9140944,1.5020394,0.8308837,6.4163685,9.931286,2.3968513,1.3299124,1.175297,1.492489
