,Shared topic 1,Shared topic 3,Shared topic 6,Shared topic 7,Shared topic 8,RNA private topic 1,RNA private topic 3,RNA private topic 5,RNA private topic 6,RNA private topic 8,RNA private topic 10
Desi2,0.7365078,-2.0955613,1.0360625,-0.16433538,0.20315936,0.19455889,-0.05755037,0.1943828,-0.008582519,0.5035607,-0.19923659
Adss,0.36346388,-1.1161624,0.7296231,-0.009813856,-0.12937921,0.41090617,-0.008451931,-0.0005395143,-0.08432444,0.6763226,-0.040754117
Ahctf1,0.91494954,-1.1085856,0.3082758,-0.7822877,0.25941703,-0.18577948,-0.009326473,0.11805173,0.0024195642,-0.4622586,0.07577294
Smyd3,1.6484861,-2.9568741,-0.17106608,0.19853462,0.2351732,-0.27015865,-0.076606646,0.436639,-0.046612084,0.7894486,0.050127447
Parp1,0.69714785,-0.3947634,0.4972173,0.19585755,-0.9934743,-0.16226964,-0.028190993,-0.003350464,-0.43911222,0.086160526,-0.12545893
Sde2,-0.74595094,-0.26316684,0.78062737,-0.0043939073,-0.71217823,0.13586903,-0.0031847456,0.16969782,-0.024942832,-0.5877196,-0.09713805
Acbd3,0.25167266,-0.784449,0.5434406,-0.04379098,-0.18015325,-0.07626145,-0.003046089,-0.0025138028,0.005741181,0.35763404,-0.00996304
Pycr2,-0.87220854,0.71620035,-0.21142548,-0.01658449,-0.11061657,0.13571754,0.030156944,-0.18938105,0.0094692875,-0.7698239,-0.034938216
Itpkb,1.1845336,-0.7880748,-0.05423128,-0.16827856,0.19609706,-0.077406205,-0.011597104,0.1433395,-0.011642824,-0.08494672,0.106229044
Wdr26,0.21871328,-1.2957478,0.36529544,-0.102687806,0.69079703,0.18682258,-0.03167808,0.20910738,0.020902637,0.11746358,-0.09765872
Fbxo28,-0.43231806,-0.6180504,0.72790724,0.03664886,-0.03772121,0.038663447,-0.0056920615,0.013226105,-0.0010460179,-0.13488804,-0.045903124
Mia3,0.27588704,-0.5944254,-0.18633896,0.11407288,0.021910362,-0.08771759,-0.00215378,0.020304263,0.00696866,0.24490656,0.00067309925
Dusp10,1.3374026,-2.0441828,0.49807307,-0.053788435,-0.041713525,-0.05579029,-0.05462766,0.14941622,0.001517577,1.0867265,-0.045143537
Marc2,-1.8109,2.6542897,-1.137013,-0.41200164,-0.5456896,-0.729058,0.13954757,-0.6216975,-0.021625724,-0.57406837,0.4076072
Eprs,0.38284755,-1.8433785,1.0649903,0.40447956,-0.5076148,0.54514486,-0.022481875,0.4048092,-0.118929565,-0.9841131,0.06762247
Gpatch2,0.8983382,-0.88128,-0.27433455,0.0010085686,0.16286281,0.0042568594,-0.00472377,0.0800289,-0.007851197,0.14479437,-0.023096006
Cenpf,0.7436739,-5.0096927,1.3233869,0.9085579,0.1431518,0.16934752,-0.012287328,0.72853816,0.12525015,-0.07166998,-0.2868205
Ptpn14,0.706627,-0.9635477,-0.055062473,0.04586553,0.064054556,-0.10167572,-0.0016506438,0.22712356,0.016654238,-0.24215375,-0.057141323
Angel2,-0.36232245,-1.4550273,0.120492496,0.44593018,-0.24689463,-0.024402538,-0.005778526,0.035270136,-0.00019056255,-0.05981034,-0.010063264
Ppp2r5a,-0.48058605,-0.77808243,0.0633295,0.10989193,0.20514324,-0.032569908,0.004952574,-0.036647815,0.08342937,-0.060493536,0.0021862427
Ints7,0.5734329,0.24825186,-0.6936295,0.04748031,-0.18051279,-0.17892797,-0.008389289,0.046631604,-0.0033664585,-0.50267357,0.009555303
Traf3ip3,0.51758593,-1.810199,0.5364765,0.19242334,-0.07561757,0.3097747,-0.012940769,0.25489342,-0.026389277,0.0023521408,-0.019167705
Syne1,1.3407724,-2.6619864,0.58823687,0.39069933,-0.09509937,0.45080185,-0.09214414,0.22066525,0.11542119,0.18291876,-0.32596615
Ipcef1,0.29819626,1.726892,-1.8111575,-1.2587616,0.29481313,-1.0461072,0.005724052,-0.29430348,-0.1930385,0.24761729,0.1535035
Lats1,0.65597403,-1.0579677,0.27742007,-0.047987524,-0.03659778,-0.14253475,-0.004971119,0.006076024,0.009393964,-0.20841119,-0.09253335
Katna1,-0.15886149,1.5191135,-0.6845098,-0.23080303,0.024032194,0.069813654,0.010690966,-0.2667645,-0.10430073,-0.83852035,-0.07653411
Tab2,0.00017610192,-0.015886493,-0.07832777,-0.06272937,0.0019467821,-0.027606385,3.9811704e-05,-0.02665005,-0.00067341264,0.2193612,0.0050457185
Stxbp5,1.1810186,-1.496474,0.26607034,-0.100666314,0.19547276,0.04517071,-0.010323999,-0.1359635,-0.019499166,0.6237907,-0.0262161
Shprh,1.1287783,-1.5263486,0.6490039,-0.27167466,0.34443915,0.33324417,-0.012990303,0.22831494,-0.20052455,-0.6961946,-0.08305932
Sf3b5,-0.633821,0.7138014,0.34821984,-0.06659584,-0.20621501,-0.07542054,-0.0005756286,-0.25317967,0.0052180523,-0.009939217,-0.0066654086
Utrn,0.942281,0.0627894,-0.17890705,-0.6973698,-0.09395684,-0.02018687,-0.004381246,0.01723126,-0.0017491836,-0.3003803,0.025054194
Vta1,0.18828835,-1.8365815,0.9780912,0.22152987,-0.33323914,0.083719485,-0.028921928,0.20007202,-0.017760947,0.39773715,-0.116502665
Heca,0.24676724,0.7160976,-0.58710825,-0.5839915,-0.17914209,-0.79400307,0.011119534,-0.23122841,0.013259676,0.3285486,0.04825366
Abracl,-1.5795541,1.4454818,-0.18544416,-0.4604406,0.016959196,-0.011279477,0.037635297,-0.73436654,-0.063316345,-0.18120657,0.0027878545
Hivep2,1.5310165,-2.4730687,0.049405746,-0.09114971,0.41356033,0.06516456,-0.011184683,0.14834791,-0.03542197,0.7277215,-0.047015265
Reps1,0.0642669,-0.8414422,-0.13933255,0.048604514,-0.01935173,-0.007468291,-0.0005993366,-0.0058814236,-0.003780468,-0.7576486,0.009172749
Tnfaip3,-0.25290772,-0.4800948,0.5606679,-0.067953095,-0.069322035,-0.02921396,0.002106379,-0.0311072,0.00069124,0.46249515,-0.031182615
Ifngr1,0.9103631,-3.1994061,0.39147404,0.37765178,0.6190191,0.34331402,-0.03588736,0.3963114,0.2197026,0.55838764,-0.8246762
Bclaf1,0.8193917,-1.6974052,0.32328856,-0.1886625,0.25174618,-0.12533051,-0.0062074973,0.064953215,0.013500514,0.33095387,-0.026276639
Hbs1l,0.35342368,-0.5647224,0.28365064,-0.16992326,0.15960371,-0.12572214,-0.010726732,-0.20030035,0.02672273,1.0540075,-0.020377934
Myb,1.5670393,-7.2984495,1.4509264,0.6057496,0.76737344,0.91883355,-0.1241662,0.9136997,0.5710646,0.30425397,-0.3208695
Stx7,-1.4073706,2.2361152,-0.50407964,-0.72679865,-0.40641344,-0.45195457,0.010985984,-0.21157447,0.016101483,-1.0045401,0.1410066
Epb41l2,-0.8486037,1.241542,-0.97523904,0.028087039,0.012337773,-0.3532611,-0.00057365303,-0.74636644,-0.025944198,0.4261626,0.03922137
L3mbtl3,0.20249544,-0.18059094,-0.30953678,-0.048486236,-0.018689469,0.004594332,-0.001203195,-0.027829047,0.0036249224,-0.69684404,0.018996803
Rnf146,-0.77949995,-0.768339,0.109783664,0.037254184,0.6743337,-0.011720313,-0.0010016339,-0.25547346,0.12254962,-0.6620974,-0.018068958
Ncoa7,-0.95483613,2.3536384,-2.1565688,-0.3465157,-1.2104756,-0.7418768,0.054734226,-0.48285753,-0.32940903,-0.90841115,0.031484444
Hdac2,-0.6682593,-1.2227975,0.81150985,-0.012022855,0.006287146,0.3279985,-0.006741364,-0.0007891534,0.020147953,-0.4438471,-0.10186048
Tube1,1.5459644,-6.251217,1.5233111,0.46525708,0.64549667,0.587084,-0.15650725,0.9084059,0.22524165,0.1704444,-0.23373695
E130307A14Rik,1.5052476,-1.9087105,0.7766828,-0.511103,0.117435955,-0.08959632,-0.08825309,0.15304229,0.030360645,0.82229656,0.0034638802
Fyn,0.21298054,0.5920356,-0.4854335,-0.2086649,-0.025561713,-0.07171005,0.0013265786,-0.18165366,0.006284071,0.44283447,0.00915603
Rev3l,1.5570272,-2.8873806,1.0601112,-0.087717086,-0.25236553,0.35473812,-0.06676909,0.6279151,-0.08055445,0.47375473,-0.5749373
Cdc40,-0.058749914,-1.3446519,0.98777556,0.32272348,-0.00067758554,0.12401326,-0.013811146,-0.15960398,-0.2424417,-0.11565409,-0.61631274
Cdk19,0.78536844,-2.7042112,0.79681766,0.18650085,0.13718359,0.15079597,-0.07540526,0.722545,0.058335412,-0.26365146,0.006119888
Themis,1.8348553,-7.118713,0.820509,0.078466825,0.67905605,0.7325902,-0.3214342,0.3207352,0.052590847,1.4515914,0.002439013
Sesn1,0.91358644,-1.4757102,0.28443298,0.22529493,-0.06808144,-0.07364531,-0.04404685,0.12214603,0.066341296,0.8040931,-0.13034965
Snx3,0.75160116,-1.9724948,1.737462,0.0961248,-1.211904,-0.33298066,-0.2136872,0.91411805,-0.634203,-0.27697378,-0.65462995
Foxo3,1.1002614,-1.6034498,-0.20261703,0.20408233,0.24986412,-0.09203157,-0.018239606,-0.011067457,0.03996878,0.74359244,-0.026065424
Sec63,1.4435238,-1.1102538,0.38342714,-0.20449622,-0.28439045,-0.24259895,-0.02365075,0.16485901,-0.073780335,1.098465,0.017212268
Scml4,1.0375069,1.3381716,-1.6014181,-1.170055,-0.8350303,-0.7880643,-0.002745241,-0.5308019,-0.29975763,0.97899383,0.0045190225
Crybg1,-3.0250812,5.419421,-2.9840593,-1.6800134,-1.3233565,-1.1231251,0.16133283,-1.2494106,-0.60864526,-1.0448602,0.08236824
Cd24a,0.5063857,-1.1937736,0.9733119,0.054551646,-0.38011774,0.3191736,-0.053902052,0.16009878,-0.045869067,0.4741802,-0.31608778
Prep,1.3886176,-3.8042045,0.564861,0.24481933,0.41596457,0.56436145,-0.15118618,0.5658753,0.11066293,0.5843687,-0.27578115
Ascc3,1.355853,-1.8157209,0.19619879,-0.06522638,-0.17726354,0.08029679,-0.008607665,0.063399024,0.018245755,0.45926222,0.01266965
Serinc1,-0.05028461,-0.60763305,0.4690514,-0.008068325,-0.0763132,0.020149611,0.0008800395,0.058539115,-0.0073318803,-0.7420583,-0.014334059
Man1a,0.4180575,-0.5329127,-0.1683052,-0.06493303,0.042623654,-0.017302336,-0.0006946869,-0.052907437,0.012519301,0.76229626,-0.0025082391
Lims1,0.560242,-1.4961916,0.3771416,-0.01295962,0.084618405,0.2622586,-0.0004229317,0.046187494,0.0039978116,-0.90566015,-0.0030677721
Ranbp2,-0.21687892,-0.93124807,0.7085971,0.12681058,-0.11162095,0.11413829,0.003447581,9.2202456e-05,-0.009777224,-0.7602503,-0.03466659
Micu1,0.32901177,-0.5910051,0.50130963,-0.015906189,-0.12559755,0.03740327,-0.004912574,0.12296082,-0.035167743,-0.30700478,-0.04563935
Mcu,1.8654654,-1.820432,-0.45766735,-0.1157183,-0.09014985,-0.5753066,-0.011658824,0.30187607,0.061289746,1.0386481,-0.43862808
Ddit4,-1.0077945,1.5049328,-0.573387,-0.37343898,-0.24622804,-0.42511106,0.06029505,-0.6882784,-0.07561741,-0.38406447,0.16084257
Psap,-0.41604114,1.5679921,-0.3181257,-0.8997129,-0.23758484,-1.0450013,-0.0065868865,-0.2526481,0.02384565,0.7188232,-0.4510802
Sgpl1,-0.041163176,0.035253465,0.62333846,-0.04291041,-0.9359488,-0.01595023,-0.02653857,0.44600344,-0.0555458,0.160587,-0.03744623
Tbata,0.8626042,-4.4256406,1.3842083,0.4120797,-0.20522663,0.61786544,-0.17669679,0.74982494,-0.09218491,0.16332783,0.39900696
Sar1a,-0.9079236,0.39033186,-0.29912916,0.0700299,-0.053949088,-0.004754329,-0.0019501213,-0.08518244,0.002212481,-0.049181618,0.0003498551
Eif4ebp2,-0.08213061,-0.23729153,0.28525898,-0.029631432,0.0056581083,-0.00051971443,-0.0006129062,0.011076752,-0.0031469497,-0.6367571,0.0065201195
Srgn,-2.0001154,4.1435103,-1.6824757,-1.0924487,-1.5040516,-1.193833,-0.068206474,-0.9713704,-0.9409772,-1.1606771,-0.3250866
Ddx21,-1.7247415,0.34113604,0.6554902,-0.37078074,0.057952855,-0.12534416,-0.0029610265,-0.06717443,-0.0017087563,-0.9833592,-0.043591615
Ddx50,0.29104292,-0.18685596,-0.03439004,0.0044477326,-0.00027617853,0.0012428368,0.00072374847,0.0152102895,-0.00740869,-0.052793104,-0.003316162
Ccar1,0.55688983,-1.3101399,0.4069468,0.09646339,-0.05796355,0.15072775,-0.0041680303,0.20315811,-0.027659597,-0.21868317,-0.02063902
Sirt1,0.036627963,2.1063795,-1.5719969,-0.7547274,0.17225829,-0.7502246,-0.054679483,-0.2941186,-0.13958246,-0.74586165,0.007599884
Herc4,0.5637101,0.16936406,0.15514134,-0.22102134,-1.0266942,-0.08125693,-0.0012995485,0.0861809,-0.030925421,-0.16116053,-0.014852925
Jmjd1c,0.049011678,-0.9198668,0.48421764,-0.011592248,0.005591323,0.17249802,-0.0053463783,0.20173377,-0.012511769,-0.65509045,0.0026143484
Arid5b,-1.0753751,2.6345863,-1.498855,-0.82943,-0.366894,-0.8657955,0.024148088,-0.43278593,0.031794656,-0.7216577,0.69802773
Ank3,0.6314781,-0.055049658,-0.54006916,-0.0026558458,-0.11772043,0.0046212515,-0.009674383,0.12659541,-0.030921113,0.9046751,-0.04519565
Ccdc6,-0.7746737,0.7234059,-1.0368536,0.079380706,0.09601614,-0.52160877,-0.0001209965,-0.25849307,0.08620399,0.1412313,0.069987535
Ube2d1,0.08235863,-1.2952343,1.0367794,0.110280916,-0.1831235,0.3053809,-0.016901035,-0.20067127,0.0015262101,0.5039611,-0.013887253
Specc1l,0.52584267,-0.7296013,-0.10172576,0.019682484,-0.08091975,-0.050309796,0.0008687151,0.0061585438,-0.003029258,0.3993849,0.010332007
Cabin1,-0.02018395,0.3168398,0.057377934,-0.46457428,-0.042262927,0.06041913,0.0010299053,0.051863924,-0.01470474,-0.7063393,-0.0090153245
Smarcb1,-0.5391507,-1.2719367,0.5219159,0.0770649,0.092840396,-0.18126184,-0.0011256612,-0.024111671,-0.036229324,-1.0497766,-0.107696414
Pcnt,0.6795293,-1.6979727,-0.32690376,0.06315015,0.5631838,-0.13653031,0.0037404075,0.14076942,-0.02200685,-0.33128798,-0.004321183
Itgb2,-0.41706857,-0.4019822,-0.0062273145,-0.17035641,0.30978578,0.010360498,-0.009026177,-0.0037025332,-0.033658307,-0.11913029,-0.12803051
Sumo3,-2.0602803,1.2783163,-0.56511414,0.3210551,-0.24247171,-0.41509137,0.032838468,-0.19673756,-0.09053667,-1.0066671,0.020133987
Trappc10,0.18641019,0.35988212,-0.4532174,-0.32576886,0.048474982,-0.04091941,-0.008099221,-0.05273693,0.0043565133,0.3733902,-0.021248793
Rrp1,0.14818531,-1.1418936,0.8940648,-0.0023445769,-0.21819162,0.105658166,-0.011332145,-0.02815795,-0.15642321,0.31139153,-0.033238214
Cstb,-1.1359191,-1.2200274,0.66164064,0.18189692,0.30018812,0.45950994,-0.017209174,-0.20573054,-0.04494445,-0.74650395,0.35861632
Bsg,-0.42034638,0.79150224,-0.74763983,0.093717314,-0.28963822,-0.03694177,-0.0028761297,-0.47736955,-0.019817274,0.3830716,0.038790427
Ptbp1,-1.0117372,-1.1663485,0.84482515,0.17688692,-0.021992274,0.058156166,0.0096251955,0.11769682,-0.0033400988,-0.89268565,-0.030716658
R3hdm4,-2.1129024,0.5623622,-0.75912243,-0.060787965,0.8204309,-0.14985478,0.009000714,-0.41161388,0.5101769,-0.18779689,0.05181464
Tmem259,0.08151573,1.2442784,-1.8241148,-0.19226977,-0.049436223,-0.16523364,0.0008440048,-0.36908287,-0.006230625,0.20561536,0.03515586
Cnn2,-1.7089148,2.0639882,0.046360314,-1.100632,-1.1981436,-0.42702684,0.12752613,-0.792899,-0.5017814,-0.33508417,0.17145118
Polr2e,-1.5046015,1.2543535,-0.13462909,0.056367774,-0.87428904,-0.051343303,0.008797732,-0.14298406,-0.07586734,-0.863086,0.24715446
Sbno2,-0.79307973,2.5345442,-1.6084361,-0.62610126,0.123089746,-0.87896615,-0.001191277,-0.3939083,-0.04674895,-0.5384144,-0.00840224
Stk11,-0.104668215,0.06355145,-0.25008476,0.021204721,-0.006925996,0.0018463411,0.00095599715,0.0064227693,0.0015092616,-0.09010267,-0.0087247705
Atp5d,-0.46763855,-1.0884829,1.2467127,0.5167658,-0.8574641,0.5206593,-0.04993131,0.51933634,-0.030516872,-0.6168702,-0.3438291
Mum1,-0.040991426,0.8595823,-1.0094482,-0.41079393,0.17912126,-0.3583261,-0.00063209236,-0.32322043,-0.00026673474,1.1856905,0.031501282
Dazap1,0.5820055,-0.85990673,-0.39925325,0.048376907,-0.023631789,-0.11215364,-0.0047164196,0.057290386,0.012584173,0.34118846,-0.015920805
Mbd3,0.19324315,-1.1295419,0.4570654,0.16339067,-0.039554227,-0.1993594,-0.002453724,0.2726791,0.011219367,-0.3277255,-0.23161033
Tcf3,0.3698066,-1.3052543,0.3260893,0.0066433838,0.07600397,-0.015162612,-0.0037643246,0.064498946,0.007949285,-0.3965656,-0.039359264
Csnk1g2,-0.70563453,1.341001,-0.9559275,0.011568213,-0.3022915,-0.8807751,0.036578443,-0.24710882,0.08073662,-0.51497215,0.15887341
Mob3a,-0.43286324,1.4011829,-0.27072108,-0.27870157,-0.81557363,0.06342789,0.0017398655,-0.1124426,-0.19826557,-0.8417336,-0.02292167
Mknk2,-0.5133247,0.8794504,-0.023712292,-0.5137992,-0.35840645,0.064678155,0.004480479,-0.03681384,-0.032451157,-1.2030686,0.08866648
Ap3d1,0.46676302,-0.34961945,-0.24770658,-0.18211645,0.11738077,-0.017472442,-0.0027878617,0.012883545,-0.017680502,-0.42452097,-0.0026455512
Dot1l,0.5413833,-1.3198785,0.19204444,0.019668754,0.013707658,-0.11303534,-0.0034985787,0.04864134,0.0133590195,-0.5896143,0.028903041
Timm13,-1.9136074,0.2175765,0.41398224,0.19887973,-0.07805976,0.0028021478,0.004074366,-0.00805122,-0.07342706,-1.2514365,-0.32920954
Sgta,-0.6234381,1.1337079,-0.6843836,-0.006362682,0.002535635,-0.042358078,-0.0027977838,-0.1611945,-0.01276236,-0.55062824,0.033519648
Map2k2,-0.049195908,0.4142382,-0.11877403,-0.06794788,-0.14293441,-0.18621661,0.0021682712,-0.06779013,-0.02541674,-0.26933992,-0.015211783
Pip5k1c,0.56170774,-0.8446297,0.57222384,0.029508114,-0.051074896,-0.049719814,-0.012634335,0.026503034,-0.040702853,0.6768822,-0.022094456
Hmg20b,0.8577521,-0.0867891,0.25364715,0.04613926,-1.0327032,-0.26545563,-0.009412864,0.28543562,-0.027803263,-0.58276373,-0.04069815
Aes,0.3843631,-0.61498916,0.18874806,0.040968653,-0.040209666,0.04283183,-0.0016765465,0.0037251082,-0.0022996415,0.18595572,-0.00709962
Nfyb,-0.38877195,-1.4241883,1.0120425,0.22351041,-0.029205026,0.21530615,-0.0056137815,0.13975748,-0.059850503,-0.18413658,-0.024145711
Chst11,0.1028958,1.0357757,-0.8001417,-0.27856776,-0.19746287,-0.10222001,-0.0047000484,0.09424614,0.028495725,-0.3453798,-0.03322244
Tcp11l2,-1.1103266,-1.0309516,0.6064891,0.031410903,0.47033074,0.6767638,-0.008309197,-0.050806884,0.015016742,-0.84399974,-0.0356328
Cry1,0.6277066,-2.7269664,0.84365314,0.20618859,0.4162107,0.20698598,-0.037527643,0.36378205,0.04270926,0.2006675,-0.17167431
Rtcb,-0.007860422,1.6460443,-0.636942,-0.4352071,-0.28755334,-0.19343944,0.005123856,-0.12154948,-0.057081275,-0.50136197,-0.07250803
Timp3,-1.7695724,2.7955453,-1.3471749,-0.0167771,-1.2378228,-1.0387462,0.16309196,-0.60465544,-0.043983202,-1.1654814,0.19884531
Hsp90b1,-1.4999173,2.6950355,-1.3584774,-0.2974239,-0.2284194,-1.1301396,0.021106655,-0.7735748,-0.15230873,-0.6951761,0.161729
Uhrf1bp1l,0.74375737,-2.2889566,0.7673248,-0.37653473,0.3831269,0.30743313,-0.028764214,0.06190454,-0.016723145,0.4547505,-0.18233275
Apaf1,-0.2789559,-1.3706479,0.80693614,-0.06946016,0.6066735,0.20692368,-0.007856801,0.19986056,-0.0016203072,-0.88359165,-0.10328865
Slc25a3,-0.73821104,1.1066767,-0.0009857118,-0.10625531,-0.2625205,-0.21462253,0.0048262444,-0.35916406,0.0096715065,-0.26950032,-0.06263794
Tmpo,0.5578927,-2.2513604,0.575973,0.6086013,-0.009569118,0.25054964,-0.04859608,0.2081565,-0.13788886,0.69945633,-0.71180093
Elk3,0.5385889,0.8661647,-0.9438201,-0.08368607,-0.08068181,-0.3796,0.003685693,-0.1774687,-0.028056312,0.1636795,0.008391351
Lta4h,0.39201304,-0.166076,-0.086182505,0.006852062,0.04035319,0.003060609,-0.0005946108,-0.015551173,-0.002061061,0.0630725,-0.00060603843
Cdk17,0.8523164,-2.0448208,0.29475117,0.06340399,0.4590737,0.009865972,-0.03279062,0.059443004,0.3006332,0.46423328,-0.1241335
Tmcc3,-0.39918876,1.3582835,-1.1321146,0.0034757422,-0.18769483,-0.17542118,0.0010687087,-0.1405307,-0.015772391,0.23003456,0.008988764
Nudt4,-0.8109203,0.17685507,0.22180563,-0.023993935,-0.111209095,0.09407533,-0.002830006,-0.14355636,-0.009850315,-0.704799,-0.0026756695
Dcn,-0.08490214,0.5784081,-2.5240583,0.8864289,-0.6050779,-0.486782,0.025534559,-0.6006934,-0.05029144,-0.11788805,0.43916702
Btg1,-1.1896232,0.7989962,0.11557753,-0.5124096,0.07339196,-0.26325548,0.026177548,-0.44825897,0.014341308,-0.05971969,-0.028589511
Atp2b1,-0.0742853,0.32621807,-0.22983228,-0.10020421,0.013136411,-0.0046406277,-0.00039426726,-0.035622574,0.00494978,-0.4767274,-0.001402839
Ppp1r12a,0.6771489,-1.2872283,0.6102948,0.031260893,-0.3484708,0.026521768,-0.006742405,0.4789902,-0.014315671,-0.9821176,-0.027467556
Nap1l1,-1.0386424,-0.14929807,-0.10454735,0.45182067,-0.42574129,0.009619773,0.014444784,0.013901271,-0.11363726,-1.0217917,0.42454484
Atxn7l3b,-0.99837136,0.50647354,0.027419224,-0.05489608,-0.18289873,0.009842621,0.0060418937,-0.1560738,0.020173395,-0.9110003,0.00050201215
Osbpl8,1.0630704,-2.3393354,0.6551857,0.025672967,0.29999945,0.3084695,-0.08233002,0.41072968,-0.13050008,-0.34911174,0.1398265
Tmem19,-0.044508375,2.4363747,-1.2131245,-0.6596561,-1.051549,-0.7349395,0.0028028283,-0.11685186,-0.59875184,0.024337841,0.18717042
Rab21,-0.19214463,1.2522256,-0.6148516,-0.36054346,-0.028894307,-0.3222595,0.0012299363,-0.05065435,-0.035678945,-0.17734125,0.015763989
Zfc3h1,0.69375396,-0.04836555,-0.5606244,-0.031527508,0.012634294,-0.0011743543,-0.0024565891,-0.0052856635,0.0028910416,0.34593675,-0.037051897
Frs2,1.4093931,-2.706637,0.9780302,-0.17692146,-0.08928861,0.5293298,-0.045257576,0.41473967,-0.068176076,0.4211564,-0.26031676
Cnot2,1.2153909,-3.3377345,0.8483478,-0.012855013,0.2856658,0.23115727,-0.1482431,0.6371382,0.18057784,0.056870338,-0.6274599
Cct2,-0.5916935,-0.9144653,0.7682464,0.14744264,-0.4698753,0.09171991,-0.0065603848,0.008981775,-0.022876741,0.07499917,-0.0007400474
Lyz2,-2.9298556,3.6429927,-1.8695683,-0.9481791,-1.2397375,-0.60169315,0.08596927,-1.1957675,-0.44199705,-0.057531197,0.123036824
Yeats4,-0.83310527,0.5936636,-0.36663055,0.03338183,-0.021273041,-0.03747859,0.0060777613,-0.20098121,0.0065667215,-0.81184375,0.021897253
Mdm2,-0.4824959,0.26047826,0.2687107,-0.027799046,-0.059290428,0.008645064,0.0008479881,-0.019215114,-0.0026279045,-0.9473993,-1.767667e-05
Cpsf6,-0.31493047,-0.5364447,0.2226311,0.014988874,0.0015153855,-0.0070942775,-0.00032529776,0.021030104,-0.0006221826,0.06954586,0.0003265685
Dyrk2,-1.1367446,1.2630129,-1.0270209,-0.075419724,0.13197127,-0.6536169,0.003995917,-0.3144377,0.022032056,0.0297122,0.011381886
Rap1b,-1.0721714,0.84104604,-0.11164765,-0.45732334,0.13330513,-0.44008,0.013567459,-0.40642038,-0.0025854015,-0.38909692,0.12141911
Cand1,-1.2250811,0.2722974,0.14996108,0.17208686,-0.48344645,0.002182266,-0.0021387108,-0.13634473,0.0056047305,-0.30633393,-0.021382509
Rassf3,-2.8722801,4.468078,-2.0394883,-0.872489,-0.87591,-0.7991104,0.043488078,-0.6802043,-0.32849017,-0.9367225,-0.060753345
Gns,-1.2621031,1.9274251,-1.0769051,0.023296842,-0.345283,-0.46135446,0.019044075,-0.552036,-0.1000795,-0.73645395,0.18469954
Mon2,0.31566983,-1.2752144,0.56415045,-0.3787998,0.42491755,-0.107722044,-0.015651485,0.32054925,0.010950977,0.080106504,0.0274065
Usp15,1.187843,-2.7373304,0.44632113,-0.090921625,0.24263024,-0.4210191,-0.06588634,0.4668092,0.29842958,0.7748728,-0.32025543
