,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 3,ATAC private topic 9,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
2196,0.634495,0.78465647,21.77549,0.45177823,0.45930654,0.55860233,1.4857008,0.7393216,0.6407387,0.64828396,0.65365636,1.4134521,9.949297,0.6269064,0.84731245,28.427345,0.6749835,0.38160923,0.5659302,0.37165877,0.33847782,0.36789483,0.40610847,0.55241436
2197,0.6198485,0.6240967,36.061485,0.45242202,0.49871296,0.51536554,1.3659508,0.7206279,0.6421534,0.62642276,0.69238234,1.3301358,7.9939117,0.63684696,0.64771616,7.0214224,0.6360542,0.25873438,0.4923962,0.38783854,0.2836138,0.286716,0.3482777,0.4150161
2198,0.71515703,0.80440795,42.6644,0.56031144,0.5475521,0.52689695,1.2826172,1.0586417,0.67171514,0.5838858,0.6443904,1.3189791,7.9301386,0.52116954,0.681711,1.1079247,0.79713887,0.25048646,0.5621242,0.5671553,0.3040024,0.2556763,0.3394629,0.41585177
2199,0.6608391,0.7710156,34.431366,0.4988429,0.48463,0.5385015,1.2780333,0.90408385,0.67733467,0.6337522,0.79275805,1.3108064,9.524396,0.56418896,0.980335,0.7636716,1.0783823,0.28318742,0.33986187,0.47876328,0.26747686,0.23454249,0.37254223,0.29582098
2200,0.5630335,0.6537826,33.785664,0.4177942,0.459211,0.4590603,1.3765632,0.9076264,0.63729817,0.4838836,0.6294534,1.2966878,12.533119,0.6058942,0.61022496,2.8362045,0.535824,0.21726364,0.2805931,0.23536891,0.22313264,0.19572873,0.250043,0.31839612
2201,0.5967576,0.63260376,31.53884,0.43975794,0.4986838,0.5110656,1.0071104,0.8151685,0.6596718,0.62934387,0.8175198,1.3587642,9.99579,0.5313878,0.6004747,8.738338,0.5552924,0.25782424,0.40498233,0.29123536,0.26302233,0.28131476,0.30232266,0.38104555
2202,0.7220197,0.7823816,24.375801,0.54602015,0.51027906,0.55196625,1.6642749,0.9407768,0.708179,0.6158159,0.7183102,1.3287575,9.247665,0.58955276,1.027329,40.325916,0.5665436,0.4206799,0.76055515,0.5556692,0.36884078,0.49621087,0.51616436,0.77683794
2203,0.69946134,1.042338,21.967438,0.4782167,0.53345585,0.5672333,1.1546489,0.77105474,0.6415622,0.6202128,0.70424783,1.3621533,8.031419,0.6556585,0.98310566,74.435585,0.629873,0.49860927,0.9004832,0.68542165,0.4515441,0.5764836,0.6158109,0.9434192
2204,0.7681062,1.0125953,20.757204,0.53816485,0.5700698,0.58432585,1.241268,0.9172488,0.66977996,0.60118586,0.75114495,1.3231956,7.674899,0.5585086,1.0931753,112.716896,0.6874922,0.61147565,0.9116801,0.6677398,0.5135623,0.6138654,0.7247412,0.8919289
2205,0.7357533,0.98531806,22.418472,0.58497584,0.54006886,0.60343844,1.1292226,0.887603,0.66309285,0.61496544,0.7244911,1.2981138,8.2134075,0.55349797,1.0266491,159.36299,0.8973229,0.6141864,0.8364629,0.73868966,0.58907187,0.61185527,0.7526687,0.73548084
2206,0.7127806,0.80086267,21.78468,0.4420898,0.5205469,0.5468353,1.0686005,0.79849386,0.63159513,0.5662063,0.6437701,1.4525999,7.430674,0.87253654,0.99567145,185.85956,0.9033748,0.6841959,0.8305229,0.74890256,0.61281073,0.6856688,0.7384906,0.6546365
2207,0.7702311,0.8372982,20.984337,0.52633,0.5710437,0.5845792,0.9722615,0.82293135,0.6476714,0.60029364,0.6460339,1.3092961,10.595742,0.56553435,0.9291982,128.74005,1.034001,0.8222609,0.90164477,0.7410772,0.65837646,0.77916986,0.72992355,0.55775994
2208,0.7203487,0.8839275,9.548107,0.5330516,0.55719,0.6401032,0.931898,0.7688743,0.71658516,0.90143013,0.6490654,1.3324177,9.556086,0.59237194,0.8697771,11.447393,0.89487,2.123601,1.9561094,1.1020049,1.1532202,1.5019081,0.9024202,0.63816327
2209,0.8523738,1.0484169,10.269901,0.5695602,0.9537193,0.7207903,1.099354,0.9254973,0.74732673,0.8512943,0.747542,1.3189704,7.731368,0.5945289,0.8033824,10.449479,0.457477,9.773338,0.9387564,0.563252,0.62677246,0.5601304,0.7667709,0.6301765
2210,0.79553294,1.1138127,8.927774,0.53499657,0.9456055,0.73830557,1.1471894,0.9155331,0.73383546,0.95379335,0.746881,1.2278821,11.30214,0.5154035,0.8033824,10.449479,0.457477,9.773338,0.9387564,0.563252,0.6267723,0.56013036,0.7667709,0.6301765
2212,0.80390596,0.81771064,6.231068,0.7446214,0.6356199,0.7624868,1.0195588,0.9831406,0.72820926,0.7468267,0.61838007,1.2855958,27.046745,0.42345196,0.9806726,5.135348,1.8001716,1.4621865,0.9323033,0.9164676,0.52169275,0.7583412,0.95686495,0.63303655
2213,0.61328816,1.1044011,14.1208725,0.44751552,0.44891855,0.5557883,0.9617773,0.7295891,0.64467,0.57507336,0.64048386,1.2846868,12.124948,0.5592559,1.0199276,31.355032,0.75269806,0.5727145,1.0378294,1.2715824,0.7971799,0.82708347,0.7209753,0.78686315
2214,0.68167436,1.2868772,10.277081,0.5338432,0.5416521,0.6796099,0.7880217,0.7099903,0.7167487,0.6058989,0.7506867,1.4420828,8.569421,0.8660524,1.0199276,31.355032,0.75269806,0.5727145,1.0378294,1.2715824,0.7971799,0.82708347,0.7209753,0.78686315
2215,0.7628747,1.3648068,7.4040656,0.66318154,0.7629918,0.8507369,1.1420479,0.940332,0.78633636,0.7926798,0.6069429,1.2624795,9.159359,0.6600573,1.0137511,37.938423,0.7184316,0.54079044,1.1710753,1.2930914,0.79740936,0.84491765,0.72968394,0.79368526
2216,1.4810034,0.5800931,0.5422627,1.4146695,0.43713367,0.3611849,198.25142,1.6230204,2.1662335,0.38179994,0.41878578,4.591779,2.890701,1.4868532,0.8183446,0.8825888,1.2468277,1.3956169,3.0221093,0.80419034,0.9898617,1.6014787,1.1651185,3.379769
2217,1.575093,0.6687077,0.5482755,1.4046171,0.47925693,0.37725675,194.52939,1.7794561,2.194676,0.3493719,0.43412414,3.8579335,2.9373925,1.3803027,0.8183446,0.8825888,1.2468277,1.3956169,3.0221093,0.80419034,0.9898617,1.6014787,1.1651185,3.379769
2218,1.3939604,0.8625749,0.64935744,1.411228,0.564345,0.4644748,335.83862,1.7229364,2.1517897,0.4522172,0.42954534,3.7289653,2.985569,1.4299644,1.001809,1.7302952,1.0728872,1.0511427,3.2369497,0.9415643,0.9591533,1.6728632,1.0262157,1.3702703
2219,7.478162,0.43422183,0.41803747,6.1173053,0.5559405,0.4940216,1.3783107,7.920563,1.4808033,0.3619264,0.60792476,16.476818,2.9301786,1.3864398,1.0710664,1.7599763,7.09786,4.273682,0.7436806,0.575157,1.0013058,2.9493241,0.8939411,1.0279212
2220,3.2564125,1.0973463,0.37992692,4.8917875,1.6267419,0.78688335,1.1492255,2.090545,1.1021693,0.44462246,3.5946717,14.288054,3.7940726,2.0640647,0.59523785,1.4279257,5.70913,0.665084,1.3417014,0.37115413,0.6625204,8.632538,0.2996788,2.2632656
2221,3.0071936,0.8498832,0.44542137,7.104435,1.8315867,0.9008621,1.1321712,2.2608275,0.95667577,0.48945802,2.2963212,6.2521977,5.056487,1.8903301,0.50975436,1.0041113,4.7753944,0.8777682,0.9159426,0.4114844,0.66500866,8.055743,0.3515594,1.4394786
2222,1.782218,0.9948775,0.61404026,10.05014,2.2712138,2.3263183,0.93072057,0.7884103,0.7739774,0.81242365,2.1062887,2.4204636,5.4933653,2.9176636,0.5355869,0.6795081,3.8377194,1.9480306,0.6212999,0.51305574,0.9436421,4.243714,0.5551653,0.8640688
2223,1.9515778,0.710472,0.7644757,5.892353,2.1204038,2.0940747,0.8591709,2.1611876,0.6407006,0.8830563,4.3689933,1.2754949,11.481362,3.4865549,0.59833753,0.7493026,5.1645455,1.4226878,0.6934722,0.5041694,0.972994,3.8163652,0.5133421,0.91174144
2224,1.2956837,1.2457819,0.91337776,1.9572344,3.2021968,5.779487,0.82084584,1.2864134,0.4757738,0.9818711,3.5534823,0.9999292,17.401016,0.5059814,0.5570803,0.66068894,3.4500966,1.796673,0.5970066,0.50007474,1.2731444,2.878493,0.5570198,0.8519621
2225,1.3703363,1.2510343,1.0455605,1.8430998,3.1987185,9.291811,0.71283853,0.86271167,0.5219361,0.8331078,3.5428345,1.0764844,22.852652,0.5759915,0.3995954,0.56119525,0.60302216,1.7175264,0.60316646,0.5612633,3.3483722,2.7902665,0.5981664,1.1092094
2226,1.11977,0.8679056,1.2515593,1.2746168,0.96020925,7.950091,0.9678645,1.389897,0.57193494,1.1207143,1.1041892,1.159606,27.656494,0.57304823,0.5184285,0.5994706,2.5233839,0.9626647,0.4994651,0.71133333,1.3254291,1.0835288,0.7142065,0.7825961
2227,0.834242,1.5620688,1.4058738,1.165654,0.73464715,6.1941094,0.97715986,2.1655765,0.5468122,0.7704909,1.2635838,1.2592505,32.62145,0.64476794,0.7450424,0.9378484,4.496439,0.7142894,0.7987709,0.5608348,2.0168684,1.2593094,0.4483217,0.9653354
2228,0.8145842,1.6928111,1.430711,1.0592134,0.6876783,6.479108,0.96824384,2.3603318,0.5532227,0.78947914,0.94749594,1.2154796,30.921982,0.54003155,0.83483756,0.95683783,4.717986,0.78460544,0.92171276,0.52332765,2.5017703,1.1354097,0.41777176,0.90161884
2229,0.82322025,1.9510968,1.5779817,0.9682771,0.7083978,5.403413,0.85598594,2.1102548,0.503175,0.76940143,0.5729663,1.0920368,28.580559,0.44968006,0.7920882,1.0095485,4.1076374,0.6606962,1.0116405,0.45749122,2.6282134,1.2628877,0.33258647,1.0485438
2230,0.90193796,3.8520374,1.5043129,0.7345216,0.64117503,5.193438,0.86894643,1.3462515,0.48157385,0.722193,0.94573164,1.0197062,21.974201,0.4556509,0.65821797,0.9427906,2.066287,0.52310556,1.0582408,0.91057634,2.1482859,2.030596,0.462366,0.79957896
2231,0.9662744,4.1112604,1.7278908,0.68592805,0.71462035,6.317363,0.875603,1.372086,0.4709261,0.61425996,1.023236,1.054414,26.772896,0.40403947,0.6866896,1.0681751,2.8655133,0.48623094,1.1718228,1.0423768,2.3463957,1.8775744,0.46173438,0.9087634
2232,1.0734183,1.4116678,1.1748588,0.90064895,1.1206245,10.923794,0.8349206,1.1757178,0.57017845,0.777847,1.0874606,1.1551378,32.025284,0.42591038,0.5780476,0.7636851,1.2946556,2.1223273,0.578402,0.8444925,0.6023043,2.5571802,0.74215084,0.7279317
2233,1.0120486,2.1845458,1.1524733,0.9295014,0.9136598,11.207605,0.89437926,1.3473037,0.55698943,0.77863896,0.9009759,1.3468214,61.783333,0.5274212,0.66715425,0.8350052,0.93117213,1.8857777,0.6114665,0.5423735,0.67111146,3.9235513,0.5422304,0.8584524
2234,1.0928857,1.7837272,1.1568136,0.90706474,1.0981443,14.452031,0.9527022,1.2059865,0.5680331,0.80935895,1.2608398,1.0580165,26.920021,0.41102478,0.6557433,0.79597026,0.6801702,1.3024102,0.7607719,0.48489428,0.98658615,3.248368,0.46366856,0.97248036
2235,0.967152,2.2037573,1.2286656,0.6419851,1.1672446,11.766846,0.8470738,0.9520842,0.57695717,0.8143171,1.452208,1.0326813,43.249245,0.42867854,0.65332866,0.8433233,0.8404754,1.2566055,0.730156,0.4240216,1.098902,5.017965,0.42677042,0.9887145
2236,0.77461934,5.6698294,1.3202503,0.642792,1.1059537,10.461891,0.83090407,0.7320108,0.51694465,0.61076003,4.5097485,0.9131992,26.49596,0.3130395,0.62795365,1.0441201,0.87742877,0.5312215,0.92194474,0.48971754,1.3990812,4.297063,0.3585178,0.9729622
2237,0.8713792,1.4562639,1.0838423,0.6199993,2.19095,12.567171,0.86931264,0.7969065,0.5310637,0.8988237,1.6724954,0.9958962,17.294044,0.3983857,0.5563018,0.7363403,0.68572086,2.2534418,0.83084416,0.5740591,0.87318957,1.8166707,0.6485065,0.93543684
2238,1.0910587,1.0626954,1.1104434,0.61535573,3.489337,10.814386,0.7249535,0.77438444,0.542415,1.0576313,1.2376568,0.97517675,16.96511,0.38939697,0.44305915,0.60502416,0.47475818,4.0072618,0.8132577,0.7345712,0.6569346,1.2894633,1.1753395,0.8775496
2239,0.8980038,1.1466166,1.0109922,0.53442323,5.384856,9.598324,0.6933248,0.6279868,0.55729836,1.191921,2.1934817,0.9168695,13.571269,0.34650514,0.4070131,0.5597448,0.30091062,2.4041188,0.9611527,0.90395373,1.0718608,1.1364833,1.4751309,1.0033994
2240,0.7672001,1.4175593,0.96496487,0.43532974,5.8810887,10.97087,0.655684,0.63620317,0.54901725,1.1077684,2.9154284,0.8861257,13.2673025,0.33014292,0.36531293,0.5427417,0.23963568,2.2410944,0.96373737,1.231601,1.5193006,1.1779479,2.5996149,0.9978397
2241,0.7857195,1.6262225,0.92049855,0.5460523,5.5799656,11.836302,0.7281369,0.65468013,0.5592093,1.0134053,3.4148145,0.9537395,10.9045105,0.37762564,0.34156406,0.57167816,0.23324749,1.4716908,0.9341414,1.8616136,1.377144,1.2218719,2.414672,0.8811102
2242,0.84919834,1.9082422,1.0164236,0.49452502,4.1559696,12.886911,0.6941829,0.6431117,0.54161114,0.90070325,1.4464294,0.96508896,15.661913,0.36121976,0.4071647,0.6150542,0.3508681,1.5972601,1.069565,1.0965568,2.5822258,1.5156888,1.2890348,1.0266128
2243,0.7738592,1.2858391,0.98028076,0.41390452,5.4381638,11.041466,0.6401683,0.6714817,0.51569974,1.2342311,7.0156965,0.9244799,19.379288,0.3492271,0.42055818,0.54533523,0.4529765,3.1631777,0.8459025,0.88494533,1.7450805,1.199683,1.6288437,0.83819926
2244,0.68707955,1.4348917,0.8358339,0.37665418,11.911333,10.264195,0.59620565,0.51157963,0.46953332,1.4189594,22.388079,0.96046257,10.192959,0.38207978,0.36129078,0.538769,0.26183605,1.964199,0.91607213,1.0651709,1.6393865,1.0731554,1.7671636,0.975232
2245,0.75258124,1.3570253,0.8878044,0.45660585,10.815962,10.16888,0.65789926,0.60109574,0.53331655,1.1012726,20.85021,0.91819584,10.767206,0.3615398,0.35233796,0.51988447,0.29169574,2.127597,0.86476296,1.2350341,2.25399,1.050205,1.8647559,0.87965536
2246,0.76778996,2.1021852,1.0877434,0.38515347,4.8351526,8.215567,0.5806142,0.55389994,0.46596342,1.0283818,11.218638,0.89706075,11.719133,0.3425789,0.4848257,0.6583699,0.31843746,1.1949145,1.2610779,1.2085843,13.489982,2.1616106,0.7448934,1.7346677
2247,0.86682785,3.0722404,1.0907888,0.44866285,4.3338623,6.5279274,0.55292684,0.5152861,0.45376372,0.96974796,14.365466,0.9255184,12.708257,0.37078086,0.52248347,0.65829206,0.4115552,1.1273469,1.1903722,1.2848045,16.93359,2.0327785,0.71469045,1.8540744
2248,0.82001317,3.2954197,1.314521,0.45363304,3.325147,6.312817,0.59806657,0.5941686,0.43045577,0.8130218,12.890584,0.9578887,13.444817,0.3969922,0.78134245,1.0924009,0.5321656,0.83105475,2.3373642,0.81603587,40.273308,1.967854,0.5751561,3.3175182
2249,0.8510394,3.631901,1.8093733,0.47002017,2.0615273,2.7914174,0.6311728,0.60451555,0.5293654,0.7774267,1.5853313,1.1472077,89.354095,0.49522662,0.7758093,1.109569,0.46631733,0.89340705,2.6613278,0.6006831,40.161068,3.2225506,0.5536732,5.661537
2250,0.7895788,1.8313577,2.4746518,0.47867942,1.2260382,1.996629,0.73398006,0.86027956,0.5748259,1.019701,1.4419051,1.1114404,22.382273,0.49162653,1.1237483,0.7230777,0.7252122,2.1004822,1.0739834,0.88844544,12.234415,1.9335942,0.99734193,0.675186
2251,0.7181064,1.1659324,2.3420758,0.4781548,1.5539109,1.5757267,0.6964028,0.83053565,0.6283185,1.3366708,0.6361398,1.397248,19.16055,0.48218495,1.134846,0.71311796,0.73813313,2.1631565,1.0211766,0.8941325,11.743784,1.894344,1.0167062,0.63077044
2252,0.76190734,1.3083793,3.1802971,0.5028409,1.0228031,1.1771513,0.744177,0.86930627,0.70680636,0.9731308,0.7335831,1.2833805,35.06001,0.5987356,1.5536871,0.7301788,0.8870096,1.6986182,0.91543573,0.7963335,12.530063,1.4975349,0.8202854,0.61040133
2253,0.6330591,2.987635,5.1668806,0.4313162,0.75413364,1.0024922,0.8543167,0.65014756,0.5643893,0.6883558,0.7321136,1.1081722,28.661747,0.46059364,2.2075999,0.9577723,0.7254436,0.29114318,0.9745777,0.51286614,14.938059,0.89225256,0.33794054,1.0997297
2254,0.7257061,1.2815038,4.632288,0.49501553,0.81729066,0.7652005,0.81335455,0.8354088,0.6363218,0.985108,0.7332196,1.1537236,32.355427,0.51006496,7.479142,0.71065104,1.0347197,0.2162667,0.58639264,0.52480376,11.987445,0.5871685,0.23557563,0.5795159
2255,0.73075473,1.3650329,9.586206,0.5715418,0.7015643,0.70883036,0.9833536,0.79552686,0.6637075,0.6696937,0.65387523,1.2362642,9.178075,0.5177903,4.5208287,0.7760035,1.1490284,0.41587794,2.791923,0.38012365,1.3534793,2.7540164,0.35409018,3.0504115
2256,0.79059947,1.1635287,15.585136,0.5970141,0.5204234,0.6766098,1.0647213,1.1146793,0.64432555,0.5072591,0.713336,1.265852,7.4206314,0.5464446,1.9975977,2.2366729,0.50572616,0.43106303,2.3493404,0.3164557,0.56809825,0.6500096,0.3518648,1.4666727
2257,0.7254491,0.892812,21.56092,0.48630524,0.56180215,0.57698506,1.2152511,0.9933828,0.6663842,0.5614593,0.69793564,1.2697768,8.489386,0.52408844,0.80313414,19.152803,0.68342036,0.50071216,1.0733812,0.46699458,0.40353924,0.3796617,0.43712896,0.59362596
2258,0.71286243,0.9109987,28.66603,0.41345602,0.48567885,0.50407207,1.8391608,0.8359256,0.60349584,0.4608524,0.73019975,1.358541,9.832736,0.5913111,0.72607106,10.249401,0.6214952,0.2719495,0.6482808,0.3342341,0.30957112,0.25538224,0.3143263,0.4365791
2259,0.63756776,0.7347129,22.368849,0.4528934,0.50643176,0.5569529,1.7753098,0.80576026,0.6100764,0.6400267,0.71957827,1.3785176,9.643819,0.5582835,0.6306103,12.348647,0.67298645,0.28262118,0.8209374,0.41408807,0.3574849,0.28042817,0.3298406,0.47658053
2260,0.6312483,0.576156,34.54306,0.45589024,0.5238182,0.4878797,1.938332,1.30655,0.62910223,0.49738237,0.72325987,1.3806276,9.30506,0.6094626,0.76510584,2.426207,0.7462442,0.2570997,0.55968934,0.4606521,0.3016124,0.25129485,0.33104274,0.39914405
2261,0.68889356,0.63759816,12.782591,0.62226117,0.4555174,0.6609454,1.4417516,0.88185894,0.7696378,1.027705,0.6638495,1.2930791,9.755305,0.58288306,1.9340177,0.6064046,1.0581839,0.243367,0.64634323,4.009952,0.39231613,0.2993467,0.47099674,0.40901923
2262,0.5234597,0.7124726,11.231283,0.6380174,0.40439218,0.5772697,1.6927203,1.0287492,0.7036854,1.5247996,0.68052715,1.2886238,42.522827,0.57765335,3.208671,0.6387852,1.588035,0.19516625,0.6450212,5.974576,0.37402,0.324514,0.43230674,0.39256692
2263,0.6349033,0.8173175,16.808914,0.5817791,0.44448406,0.55070484,1.3846383,1.0482632,0.8237588,0.9772703,0.6610204,1.2639805,17.010216,0.5259694,1.2822449,0.6578368,1.1411844,0.23590474,0.69543177,1.1773678,0.3118695,0.29587966,0.36086044,0.47499537
2264,0.69437623,0.91130334,27.945673,0.5782931,0.50582004,0.54013765,1.4293299,0.99584484,0.75290275,0.64574146,0.6949618,1.3532906,16.325642,0.60682404,1.1599659,0.8112314,1.0833423,0.24095993,0.6220098,1.1506373,0.32006505,0.28467017,0.35699698,0.42919302
2265,0.66849613,0.8625635,27.66312,0.55084497,0.4793387,0.5208994,1.5212004,0.9324617,0.706269,0.6328074,0.6789008,1.3708785,9.719592,0.80334747,0.74313027,1.6116401,0.8625111,0.24650694,0.3622708,0.6244875,0.24158636,0.21574911,0.30893415,0.3326998
2266,0.80195236,1.083829,15.317253,0.5420606,0.57578385,0.602795,1.8986266,0.7760411,0.6987718,0.54422104,0.78322643,1.430222,10.628362,0.5924126,0.7941167,19.21776,0.5901811,0.2905659,0.58933944,0.4614963,0.29165828,0.35024145,0.39507124,0.54449916
2267,0.8523409,0.9572662,24.604328,0.5863534,0.5341134,0.5585849,1.774151,0.868477,0.71317595,0.5599694,0.7657737,1.3308015,8.753927,0.54764783,0.8735854,49.178513,0.5988408,0.4108087,0.93056124,0.606759,0.39896157,0.51710385,0.5261744,0.6708821
2268,0.71980417,0.78816295,23.84078,0.5912,0.63673663,0.56861115,1.3846599,1.0007361,0.6701672,0.6512819,0.74760896,1.3437316,8.48506,0.6304205,1.1303453,183.67584,0.66088563,0.48651206,0.92773473,0.7140401,0.4638218,0.578655,0.6898374,0.7477933
2269,0.7410346,0.96645564,23.086246,0.5263796,0.54853034,0.5409286,1.3966264,0.95047426,0.64008754,0.6656535,0.7672882,1.3288524,9.261486,0.6250326,0.9646438,161.0889,0.7019942,0.6664669,0.75117224,0.6973451,0.5628385,0.5982344,0.71650016,0.8153353
2270,0.7807256,0.8601637,21.431927,0.49561027,0.56639916,0.5615179,1.0481337,0.78035665,0.6312877,0.62528425,0.6558866,1.4144429,7.916403,0.6952194,0.9995503,175.69086,0.79423326,0.688403,0.8331845,0.76272017,0.5578236,0.6928774,0.73116636,0.67435026
2271,0.8114995,0.88245285,17.635952,0.508762,0.66646254,0.59305525,0.8990871,0.77341723,0.66945946,0.6798514,0.7228657,1.4076601,7.8725095,0.68909377,0.9965543,133.67418,0.7621492,0.73231983,0.8469696,0.76514167,0.5906854,0.7345797,0.7410486,0.78173786
2272,0.7080617,0.8317765,17.876955,0.4847029,0.5316882,0.5864326,1.0801598,0.9243775,0.66419214,0.64885855,0.67837554,1.2856758,8.200188,0.5495044,1.0366119,103.90034,0.87290394,0.7077039,1.1284463,0.8076863,0.64954627,0.7432066,0.7505097,0.7353865
2273,0.620891,0.74998033,7.7731676,0.45731282,0.49040845,0.75078106,0.97143674,0.6773412,0.6822113,1.3031229,0.6641807,1.344104,8.415555,0.5946034,1.1409105,8.091623,3.5781395,0.55166566,1.3523417,1.2340376,0.5418028,0.90239835,0.9965608,0.7945998
2274,0.6961783,1.1799208,7.1841063,0.5726302,0.57132095,0.71544695,1.001908,0.7101023,0.74170285,0.9255871,0.6550123,1.2573903,10.159874,0.5693069,1.1098855,5.4540157,4.5732274,1.0,1.010035,1.4750364,0.6168852,0.9387053,1.1004707,0.80174816
2275,0.75140184,0.9754082,9.2959,0.45287862,0.7948014,0.754771,1.2565105,0.6543746,0.6429362,0.89450896,0.7247639,1.1680253,10.844599,0.454435,0.89056903,12.826905,0.76688445,8.231716,0.93261445,0.6511242,0.6250709,0.6083416,0.87513196,0.65804666
2277,0.7810357,0.8190397,14.725996,0.47940215,0.508071,0.51768625,1.0729411,0.9758406,0.72714317,0.60318184,0.5977794,1.308764,8.64144,0.5639906,1.1776632,36.911217,0.6758295,0.9064628,1.0162349,0.63350475,0.6184804,0.5043664,0.77571183,0.749537
2278,0.701668,0.77862424,9.484576,0.49267533,0.518307,0.5752583,1.0723213,0.893262,0.6922338,0.84199727,0.7617918,1.2737005,15.642129,0.54624677,1.1327388,37.653023,0.9654588,0.7761906,1.162182,0.7197565,0.6285399,0.6206212,0.7293902,0.7470914
2279,0.66114724,0.6080102,6.8695726,0.5216985,0.47838578,0.59507006,1.071425,0.96016526,0.68481016,1.344218,0.77437973,1.4599133,27.037956,0.62615937,1.5889665,5.6777406,6.677068,0.98839307,1.3690966,1.0461245,0.6142127,0.7805748,1.184159,0.49730873
2280,0.6577933,1.046973,11.598241,0.5585567,0.46211922,0.46277243,1.2756166,0.8241391,0.65742975,0.5509038,0.63952655,1.3268794,12.566669,0.6975602,0.9156831,50.35907,0.68810576,0.8134224,1.568087,1.1064888,0.83007973,1.0567302,0.70760626,0.9574729
2281,0.7013862,1.4905037,8.665631,0.60193825,0.627215,0.82390106,1.2267344,0.9914011,0.7296848,0.82250226,0.56674355,1.2918277,8.72339,0.7395715,1.0118569,38.208275,0.7171591,0.5382397,1.1592234,1.2902361,0.79713094,0.84375083,0.72440773,0.79324836
2282,0.7332634,2.0005581,6.4364467,0.7019279,0.45401537,0.61070144,1.5536783,0.91710484,0.74853486,0.63429797,0.57748145,1.2798203,9.960502,0.7962696,0.9157773,51.629314,0.6988671,0.74237275,1.3664542,1.0640447,0.80812395,0.9669718,0.6845522,0.94496757
2284,0.8110213,1.842561,4.0488324,3.6741111,0.5284172,0.43216062,1.4164968,0.88137454,0.837275,0.50190616,0.46654153,1.4658318,19.72693,7.3357825,1.4919671,4.8172317,0.7303652,1.0039698,2.545774,1.1126229,0.57354575,0.99545056,0.61876476,0.8741001
