,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,Metabolin private topic 2,Metabolin private topic 3,Metabolin private topic 4,Metabolin private topic 6,Metabolin private topic 9,Metabolin private topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
379,1.8964975,0.82075125,0.38364875,0.3572757,0.20445102,0.38556647,1.4787502,2.8987136,8.467032,12.761408,1.9684153,0.5356093,4.2907486,38.708538,0.6343387,0.630419,0.38943344,0.33863825,1.0072929,1.2044194,0.34527695,3.6255312,0.7809317,1.4103093,0.9081737
380,2.788788,0.65216315,0.39249635,0.34188563,0.1883734,0.3873164,1.5440385,2.8797674,6.2620144,10.812091,1.9144602,0.49526632,5.1618185,40.94465,0.59702444,0.6196241,0.3706798,0.41130215,1.084887,1.0394772,0.35217804,12.126062,0.9544134,1.2227225,0.94950646
381,3.4024749,0.9455075,0.5922563,0.36125308,0.19715843,0.53095174,0.88723576,6.17959,2.6901855,3.310588,1.9113957,0.5181479,5.408837,40.16746,0.6366615,0.58079404,0.790922,2.1020818,0.7729758,0.74662113,1.8873252,13.025057,0.97213006,1.050346,0.99242747
382,1.4563786,1.204546,0.7856685,0.5376542,0.4270491,1.0099325,0.93695253,3.7139893,1.7071667,1.4330589,2.1842945,0.5293592,6.5612288,13.505081,0.87720615,0.8547954,1.1873577,4.376744,0.651248,0.67213315,4.2006564,8.088096,0.9192383,0.9697999,0.9803287
383,1.5117338,1.6201138,0.9864156,0.7415687,0.88309443,1.0085704,0.85457027,5.0101767,1.0759594,0.71253085,2.3109565,0.57834274,1.6788958,1.7752401,1.5539956,0.7194373,1.1936997,3.0344899,0.49362767,0.6451426,2.5211565,1.443273,0.7688148,0.68206877,0.7249625
384,0.9680768,1.1832917,0.8661632,1.0293936,3.0107737,1.2896051,0.7896464,3.063491,0.83727384,0.72084486,2.7098234,1.1696148,0.7861017,1.0795785,8.814855,1.938882,1.3148643,1.9331632,0.5540874,0.77714247,1.7857976,1.4116585,0.66980726,0.7520462,0.70657796
385,1.0380414,0.63319916,1.7395704,2.1532712,4.1062813,0.89078313,0.57354486,0.9482119,0.7467325,0.67382395,4.418896,1.8649966,1.0138309,0.7122559,6.3205433,7.0463786,0.96793985,2.5591285,0.5132557,0.69919354,2.0477798,2.159788,0.69177014,0.43701294,0.711129
386,1.4978797,0.91756094,1.5338445,3.5894082,5.479144,0.6431581,0.5730209,0.42861664,0.71660733,0.4923964,5.9630585,4.2925134,0.98463124,0.564377,0.90645885,6.4248304,0.80421555,2.693016,0.478808,0.6828133,1.4838656,1.2301716,0.7007898,0.42312586,0.7149831
387,0.79128903,0.49087173,2.330614,1.8246675,5.226501,1.4242013,0.49669778,0.5629726,0.61402255,0.6288599,6.5239263,9.145745,0.8874884,0.6509098,1.0760082,8.88254,0.7430151,3.0409403,0.48117617,0.6786656,1.3198133,1.029424,0.7333606,0.4301496,0.7501838
388,0.6695874,0.6121984,1.6524432,1.4852011,6.0465283,1.7933916,0.55349565,0.75464404,0.62070185,0.67467976,4.6772823,3.7691133,1.104945,0.707685,3.464826,1.9330685,0.85823554,3.5869691,0.50636977,0.660685,1.0815481,0.74402547,0.8181754,0.48090693,0.8182576
389,0.6807227,0.42837477,2.747872,1.3426142,4.293235,2.310804,0.53317684,0.48093355,0.65973854,0.65533936,3.9370186,3.3770576,0.7669898,0.83862174,4.6134725,1.1239622,0.83482295,4.373564,0.56320566,0.6610153,0.94063216,0.46331537,0.9489031,0.50789434,0.94673806
390,0.776733,0.47549957,2.3159971,1.1559341,4.4533205,3.505104,0.57493854,1.0592897,0.6230936,0.6639626,2.8262157,2.3663034,0.5412022,0.9176337,1.8491263,0.63281524,0.9295574,4.5919843,0.5655297,0.6957417,0.9684718,0.4439321,0.9721227,0.5486205,0.98931676
391,0.6866349,0.654773,2.1465633,0.9877999,4.675297,3.7699363,0.60629416,1.4804733,0.66370213,0.7108246,2.7557633,1.5658706,0.650137,0.9141827,2.5682843,0.7531968,0.75447655,3.7677834,0.54601014,0.6809787,1.2117871,0.5125021,0.9115481,0.4942953,0.9066023
392,0.6861203,0.9869993,1.5690906,1.0631499,5.5875216,2.4089522,0.6551138,1.0601734,0.68713355,0.70837545,2.3800006,6.309033,0.7158295,0.9546427,2.3614526,0.5372298,0.64647615,2.867838,0.5662218,0.7068877,2.303361,1.1103649,0.7922494,0.46271548,0.8147444
393,1.1232299,0.6207981,1.4092889,1.5234821,6.978154,1.3672552,0.5718193,0.92277414,0.66023153,0.74313307,3.8621387,12.634583,0.9653895,0.7600118,4.547282,1.3303643,0.56267273,2.8861096,0.658262,0.77777827,2.5943592,1.3058605,0.8241215,0.4703652,0.88909066
394,1.7896485,0.6247237,1.0206435,1.6446502,5.7561707,1.0511116,0.5654129,1.0451933,0.60233283,0.76878715,4.796788,18.592976,1.0213697,0.74197227,2.0764544,1.3991032,0.5996897,2.2709036,1.039047,0.89761776,4.705981,2.7038574,0.99033844,0.5568716,1.1243815
395,1.6555789,0.591879,0.8674675,1.6189599,5.0682883,1.1611104,0.5306407,1.402355,0.61237645,0.8382528,4.0486712,21.821428,1.1253704,0.82682365,1.7723994,1.1439373,0.6382665,2.3245165,1.2076284,0.9204,6.935703,3.407392,1.1222886,0.61163193,1.3116899
396,2.4323535,0.70389104,0.7821165,1.4985164,4.225738,1.1871672,0.5306045,0.8639288,0.62735546,1.0875496,4.098864,16.857124,1.2227001,0.7374809,1.1535386,2.2325869,0.50521946,2.8486648,2.1342916,0.9495762,8.380313,6.280101,1.4795254,0.6879832,1.8903872
397,2.0432932,0.7671799,0.65726817,0.91132283,3.1555326,1.2692486,0.61727446,0.5552734,0.8192998,2.7708325,6.416123,21.060768,0.9834601,0.7319563,1.3898476,6.117034,0.5654847,5.174657,29.448751,1.3369771,3.7415476,0.78452444,3.9589028,1.4424347,5.6662707
398,1.7926838,0.88218427,0.58854884,0.9541557,2.7033074,0.6270178,0.8779905,0.33880162,0.9257318,3.4045978,3.8612661,17.06152,1.0777683,0.78490144,2.6933513,11.970616,0.760683,1.7632631,241.02187,1.3754767,2.1844497,0.67948115,2.2749457,1.2179217,1.8919986
399,1.6038301,1.0027659,0.6549312,0.956167,2.7987373,0.85966307,0.7172452,0.44891578,0.882354,2.751521,4.2370825,14.398854,1.5164284,0.77154905,2.0985858,9.602035,0.5885288,1.5011481,35.45685,1.2985543,16.909956,0.78960115,6.1698713,1.3605177,2.7656593
400,2.8068798,1.2205648,0.7525218,0.7763469,1.8925908,0.74058783,0.89077556,0.3707248,1.1864481,2.37279,8.579428,2.745744,6.1806626,0.72742605,1.9029883,2.2827759,0.5706328,1.8190542,19.857904,1.3391776,23.3225,0.6578911,6.4781413,1.3057892,3.1547947
401,3.82328,1.3562801,0.66103673,0.84750664,1.8428137,0.7898696,0.85884607,0.37219626,1.1226184,2.0742407,11.210487,1.2643359,10.881444,0.74908864,0.9976279,9.413075,0.6945857,1.7330168,12.2738695,1.3178966,21.374454,0.6607791,4.441908,1.2331626,2.6049829
402,4.038124,1.0095743,1.0231199,0.8046008,1.1938436,0.8118447,0.6599419,1.5035031,1.1338173,0.87740684,9.204089,1.2386194,18.479399,0.7903731,1.6824812,2.674199,1.3920162,1.1398705,1.2202773,0.850334,15.71846,1.1320338,1.1669345,0.98225677,0.91244316
403,2.6860666,1.053447,1.0705011,0.6536602,1.0188463,1.2187713,0.6524089,2.194109,0.99929726,1.2316276,6.949072,0.94425046,10.174815,1.40243,1.2708514,0.6718741,1.0751147,2.0193288,0.9396994,0.84547096,12.715588,0.7530434,1.0522965,1.0074714,1.0723692
404,1.8325466,1.6297643,1.0749199,0.580222,1.1966851,2.1452968,0.70884013,1.133052,0.96418536,1.1162674,6.5219536,0.9263445,6.55606,1.6310118,1.1618223,0.4233675,1.2626871,4.439182,0.49300328,0.5999755,7.0052705,0.54504,0.9853727,0.7360093,0.8880407
405,2.2415323,1.9393125,1.0054417,0.568469,0.96838903,2.1808782,0.8049398,1.0327275,1.1144383,1.4735062,6.5449123,0.91954446,6.9868665,1.6377059,1.1313466,0.42725614,1.3573661,15.373688,0.9758974,0.6024622,1.0681813,0.3722397,2.601295,1.1864995,2.3057673
406,1.3545444,4.1285453,0.8357253,0.46048683,0.76933515,3.715794,0.97769475,0.5459712,1.2585194,2.7349153,5.8463306,0.8513701,7.218898,1.6687304,1.0636009,0.35371402,0.8948434,36.691483,2.2264137,1.1577181,0.6601531,0.49019703,2.3455732,1.623602,8.12309
407,1.0402443,3.9128923,0.82132185,0.4387503,0.65711164,5.0830545,0.9690732,0.562353,1.2674932,3.2042236,4.2722893,1.4792651,2.3514678,1.4689554,1.721694,0.37791985,0.6542561,63.76365,7.6513906,1.2531836,0.5797328,0.5712966,3.5648856,2.2132456,42.305878
408,0.5997074,0.8609921,0.6129166,0.52466965,0.3791594,0.7086785,49.005013,0.7021667,1.8667219,1.1189777,1.6921189,0.44701305,1.9659928,5.684191,0.6142378,0.56610394,0.57495517,0.8534346,1.006649,1.1347936,0.46932253,0.56209236,1.0446595,0.82535815,1.2246519
409,0.59679854,0.8758149,0.60619235,0.54900885,0.37425026,0.68402666,74.891594,0.67643404,1.3939981,1.016106,1.4967262,0.37413165,2.2678921,4.5432224,0.54793847,0.58123744,0.57521474,0.7721873,0.9622206,0.9592699,0.47798264,0.5444391,1.115873,0.9623246,1.2574058
410,0.5570924,0.82756907,0.61554366,0.50097716,0.32347584,0.6304102,65.78645,0.55569935,1.3180835,1.1737005,1.9661968,0.43578506,9.113516,1.8121364,0.55374014,0.6309896,0.65888137,1.035743,1.1944753,1.0876646,0.5408092,0.6340981,1.4073789,1.5362651,1.4104563
411,0.55125946,0.9229653,0.5842127,0.52772975,0.32160616,0.63204575,61.116837,0.60368216,1.7990019,1.0673975,2.146903,0.47385398,18.909468,1.7232224,0.5334651,0.6630938,0.5753413,0.98210096,1.2322943,1.1235123,0.48433292,0.57365155,1.2681236,2.0047703,1.3926234
412,0.64298034,1.1591032,1.0229105,0.5555117,0.57349503,1.1733736,14.469764,1.6521119,2.0066073,0.5864258,2.1499205,0.5335028,22.948196,1.4265119,0.53505385,0.49585187,0.88154054,20.142633,2.6914058,1.2215691,0.68700993,1.2350086,1.0713996,1.0400693,0.986567
413,0.7348843,0.8788267,0.76748157,0.57371503,0.4445789,0.6700895,1.2472556,1.127229,102.969894,0.78721714,2.0786393,0.5503407,2.3832235,1.5224667,0.60569656,0.5276972,0.8377667,0.4316694,0.91822207,0.90432,0.62194294,0.6943093,0.6960914,0.70898,0.7268492
414,0.90323454,0.99323654,0.95943785,0.54645383,0.49448863,0.72080207,1.1045603,1.2385452,63.501404,0.9094637,2.1919112,0.7307434,3.293262,1.6354973,0.76616126,0.56886667,0.8377667,0.4316694,0.91822207,0.90432,0.62194294,0.6943093,0.6960914,0.70898,0.7268492
418,0.61590797,0.98884714,0.5670227,0.40526712,0.28708035,0.6118443,2.1932616,1.4743378,55.580532,1.3258479,1.8627889,0.41608605,3.217875,4.760556,0.4790693,0.5704546,0.41738227,0.27801913,0.824774,1.1952279,0.3678614,0.5046119,0.9391922,1.3915317,1.3727862
419,0.762545,1.1029319,0.50834125,0.40734267,0.26787946,0.5844265,2.0073624,1.4184089,34.640884,1.0755972,1.8747616,0.3730004,3.5865314,5.50118,0.45453298,0.5869711,0.33722833,0.25855082,0.9550302,1.4104486,0.3442342,0.45567364,0.77820766,1.3326135,1.2693805
420,0.74242294,1.2977154,0.45699605,0.35410255,0.23458481,0.5366232,2.3247058,1.7105962,29.08228,3.1998286,2.0155149,0.49119478,2.2197928,21.999477,0.54548347,0.60170484,0.4027633,0.32108137,0.9058269,1.481227,0.3782772,0.7107744,0.8524881,1.5145981,1.335839
421,1.152735,0.94722724,0.34499347,0.35910437,0.19464812,0.4014622,2.0922098,2.0639305,12.142298,8.409734,1.900198,0.5456515,3.0415933,44.717796,0.6247903,0.61685973,0.34937885,0.27492106,1.0494528,1.3131377,0.36089903,0.7105083,0.76880074,1.2000495,1.1151667
422,3.3795984,1.0742624,0.44219947,0.37420243,0.19589773,0.42485356,1.0387177,4.946121,4.3496847,5.6237392,2.1048486,0.5887213,6.505118,35.6304,0.7549417,0.69801784,0.4370269,0.44095632,1.0769318,1.165293,0.35691845,10.344159,1.0026268,1.4054127,1.0246994
423,3.3604548,0.9318019,0.6010957,0.3694619,0.2133444,0.5851236,0.89278483,6.6360497,2.631657,3.1938252,2.1221135,0.58092546,12.882411,29.167976,0.8016926,0.7150991,1.1056706,4.1643524,0.7413106,0.71200407,4.2328043,14.350184,0.96426374,0.78613555,1.1426039
424,2.372738,1.1024016,0.66434467,0.41712,0.27049977,0.6759583,0.86272824,5.239241,2.260406,2.2528982,2.2775545,0.5578969,9.795787,28.670237,0.7629273,0.8209573,1.3264971,5.9056454,0.6476573,0.66111785,6.424496,11.120944,0.9035416,0.79402244,1.0489705
425,1.130198,2.1006827,0.96830744,0.7151544,1.8641968,1.3222241,0.7737857,1.9482462,0.9684789,0.6977962,2.4859943,0.64092165,9.145957,3.150885,0.9423297,0.71022683,1.5066155,3.659898,0.5859439,0.7138751,6.13315,1.3194774,0.8805749,0.70299053,0.8669168
426,1.016534,0.7656851,1.2570193,1.0173508,4.056647,1.4540573,0.65282476,2.2560773,0.73875356,0.7027005,2.8865104,2.0770545,1.0973784,1.1545836,14.042326,0.9054909,1.0065994,3.4554372,0.5662245,0.7391739,2.2381103,0.9459624,0.8189969,0.5239365,0.8426939
427,0.88570225,0.7324464,1.4820278,1.7083375,4.925253,1.4897294,0.5858599,1.2016903,0.6890527,0.67069554,3.7925663,2.2495706,0.9148856,0.7565589,6.3889127,5.617889,1.5419755,3.861025,0.5117544,0.73035055,1.3314716,0.6143593,0.85714704,0.56051624,0.85321987
428,0.98184764,0.56127805,1.3447766,3.612853,4.2531796,1.2818518,0.47929835,0.3721699,0.6453823,0.63394904,34.499603,2.37939,0.85153484,0.5523622,0.6483731,3.2534685,1.0960271,3.9970276,0.50824976,0.68504685,1.0621787,0.5365361,0.8855922,0.5276122,0.87098056
429,0.615164,0.51355964,2.435353,2.179608,4.315152,1.5219946,0.46003184,0.3897475,0.5202495,0.6032195,27.532848,2.9564793,0.8742538,0.5816362,0.6788148,4.189327,0.9436231,4.2483354,0.53033286,0.68960077,1.0382677,0.5481428,0.8991675,0.5161856,0.90906405
430,0.8694938,0.44580594,1.9922428,1.599833,4.425991,1.7936008,0.4887212,0.6364016,0.5790453,0.62062097,64.22348,2.5408955,0.8498281,0.5370788,0.6399539,2.4879982,0.78826916,4.243705,0.5699418,0.6580617,0.9238711,0.4733302,0.93704045,0.5050194,0.9315304
431,0.61312854,0.5033555,2.571385,1.954685,4.5801287,2.2331378,0.48212895,0.3939367,0.56615776,0.6075222,47.986385,3.7284713,0.89604217,0.5342499,0.6532338,2.831668,0.82447815,3.965438,0.5599337,0.6644144,1.0158519,0.48059735,0.94196117,0.50257397,0.92131114
432,0.57085955,0.4431648,1.9440997,1.3833392,4.319276,2.8727522,0.55549407,1.1410336,0.61125565,0.69857156,6.871793,14.436477,0.75348055,0.614872,0.97011405,2.7222948,0.8646188,4.369711,0.6168584,0.6865857,1.0189688,0.44470584,1.0067025,0.539106,1.0032222
433,0.8916561,0.58379436,1.2492423,1.4868951,6.9562607,1.8128926,0.5867437,1.2322851,0.7206378,0.7004093,3.9895213,8.532379,0.8801393,0.746662,7.716,1.6005281,0.6745312,3.9601748,0.61932707,0.67313474,1.2168198,0.46179783,0.99470294,0.50941867,0.9809681
434,1.2944882,0.63375354,1.3196774,1.6093832,5.7015777,1.1510303,0.5643932,0.8674109,0.65062207,0.7347209,4.622948,7.1078,0.8149184,0.7715626,8.251058,1.2930624,0.6004169,2.7582955,0.5557689,0.701435,2.9651551,1.1137966,0.79013216,0.4705603,0.81719446
435,1.1617811,0.74793077,1.1197317,1.5582914,5.4567857,1.4073772,0.5876236,1.0189619,0.6865355,0.80868626,3.7352567,6.823972,0.8902203,0.7623899,5.687463,1.2858351,0.6906748,3.1396914,0.6917426,0.76869035,3.6315918,1.584283,0.90586483,0.527402,0.92408454
436,1.4004638,0.7550094,0.95278084,1.2249427,5.2112236,1.2576971,0.5831232,1.0478752,0.65799725,0.9092293,4.5156045,15.09278,0.9190774,0.75707716,3.6475513,1.5259644,0.5909734,3.2531774,1.7115504,0.97107756,6.480991,2.4117181,1.170729,0.6966609,1.4140617
437,1.5834798,0.6649945,0.8147242,1.5022004,5.015647,1.2848932,0.5283544,1.2107003,0.65141296,0.9939039,3.986545,23.7386,1.1202031,0.8284706,2.5175247,1.393798,0.56751096,2.9317045,1.7457533,0.96203196,7.971559,3.7229576,1.2234195,0.7095899,1.4949604
438,5.4218674,0.5290402,0.7052777,1.3596016,3.8080752,1.547182,0.45620763,0.6394769,0.57773817,1.518555,9.165513,28.573664,1.1454884,0.7376299,0.8302353,3.0025606,0.57612985,6.3054447,3.7567458,1.1455119,6.468033,5.3266845,1.6629438,0.8166694,2.487056
439,3.3583431,0.54253316,0.7535652,1.1364565,2.8290646,0.86643374,0.61867213,0.4974191,0.68904984,1.8258185,8.37804,21.610262,1.1052073,0.67136717,0.8735355,9.197434,0.51972157,2.9954305,24.414938,1.307324,2.8587222,7.5059896,2.2967184,0.8880273,3.9958355
440,2.8342886,0.5366242,0.50094604,0.88266075,2.5925536,0.5422834,0.96208405,0.40462697,0.8296925,3.7896488,7.4548044,18.03761,1.1237051,0.6742141,0.981426,13.221012,0.7753765,1.6368642,289.2276,1.390743,1.9138752,0.7153004,2.1483142,1.2330983,1.6529725
441,1.8873296,1.025286,0.5760907,0.8307799,2.2874792,0.6273073,0.83958733,0.35385972,0.90885174,4.3593,3.477308,13.504034,1.1870493,0.8266161,3.6876364,13.091037,0.78735834,1.6069677,328.1879,1.3773841,1.8166496,0.7234956,2.0596845,1.2138388,1.6001742
442,1.472471,0.89383113,0.6507259,0.8214847,2.5155184,0.64006436,0.7843373,0.3507982,0.9763385,5.390787,4.8273582,8.585043,2.8662376,0.70039034,2.3240573,7.336306,0.807607,1.4470234,370.50272,1.3756784,1.4650956,0.7934924,1.9489284,1.2760831,1.6912519
443,2.7424674,1.0187438,0.6845271,0.6764158,1.5117829,0.5295175,0.9717759,0.29216704,1.3581177,4.1651087,13.536325,3.5580072,5.8431764,0.70245934,1.9676632,4.8425045,0.6337418,1.856884,33.356026,1.2663248,12.418653,0.8424995,5.581877,1.4613367,3.606309
444,11.647806,0.70216334,0.74139667,0.89973575,0.94263256,0.6953515,0.6636397,0.599266,1.5135673,1.3007869,33.68165,8.233654,1.6117874,0.7207127,0.9926394,1.5521575,0.78729135,1.8825393,7.814017,1.1778747,22.188202,0.77759707,3.4944704,1.1519263,1.9442644
445,6.27367,1.1206701,0.8842264,0.8269591,1.3129992,0.9048639,0.63277245,1.4574894,1.1819385,0.96496964,15.415365,4.141787,9.283061,0.71874565,1.7551408,2.0018034,0.8919623,1.7356908,4.787467,1.1235971,28.23399,0.8014149,3.0854716,1.1283904,1.9275054
446,4.6285925,1.4480612,0.9744779,0.5339249,1.0121228,1.105464,0.76561743,1.8629761,1.0396684,1.3540533,8.3666315,1.298655,7.7941084,1.0472594,1.0820379,0.77532,0.85320973,2.2186792,4.663858,1.0266234,25.791367,0.84359634,3.1149845,1.1098953,1.8533443
447,4.157644,2.411353,0.8717289,0.46557242,0.8755523,2.2798488,0.7908331,0.5692582,1.2781467,1.8052721,11.493317,1.8904076,18.333979,0.90128297,1.310925,1.3565438,0.98702484,13.65055,1.7363113,1.0570852,3.0962665,0.52319616,2.9203386,1.7122903,3.3782482
448,1.3398697,4.24148,0.9263048,0.4999329,0.75347126,4.8372703,0.9981357,0.72319627,1.1157793,2.6993127,6.0570617,0.694784,9.677815,1.7932496,0.842984,0.37711757,0.8593447,57.65089,2.3306785,1.1285784,0.668573,0.4374057,2.7278183,1.6234756,9.605524
449,1.224093,6.1473308,0.77569425,0.4717229,0.8340863,6.6688185,0.9510658,0.5647843,1.1707873,2.4677129,5.642956,1.3708768,1.38741,1.2061478,1.3879955,0.48497495,0.8593447,57.65089,2.330679,1.1285784,0.668573,0.4374058,2.7278183,1.6234756,9.605524
450,0.80557865,4.7642756,0.7350186,0.49743015,0.86092997,11.623079,0.9634206,0.5236834,1.1262683,1.7140703,2.3287365,5.854767,0.61172444,1.0112363,1.7530203,0.54194057,0.8229247,35.196835,2.7837284,1.3114185,0.6187649,0.67319304,1.7351475,1.7209164,10.093692
451,0.67235124,0.815354,0.6309551,0.5630981,0.39628386,0.64812964,93.63487,0.5932708,1.3626521,0.98915625,1.7245855,0.4585922,2.395485,2.3822913,0.5824343,0.55677295,0.5696865,0.88377815,1.0531242,1.1619205,0.47105992,0.5658102,0.9006817,0.9642732,1.01633
452,0.6247649,0.80123997,0.61118007,0.54747033,0.35670036,0.63932025,85.57715,0.575227,1.3038895,1.0959901,1.9157364,0.45258972,2.8239305,2.408072,0.5667252,0.562714,0.48474294,0.5423288,0.88309205,0.9460036,0.42051983,0.4469096,0.97358155,0.87866944,1.150821
453,0.60590994,0.8274228,0.6176474,0.5435523,0.36440316,0.6268134,85.93782,0.5418165,1.4823403,1.0132077,1.8363664,0.4530401,6.250288,2.2016098,0.55729216,0.6021733,0.41949117,0.62898296,1.093397,0.9996087,0.3728754,0.38051847,0.833334,1.018684,1.2368509
454,0.5389155,0.98047996,0.5933541,0.50636506,0.33329803,0.6274679,61.17277,0.6471561,2.7798066,1.013934,1.742128,0.4143256,7.7497854,2.7935255,0.43358418,0.501237,0.612809,0.9734283,1.0960803,0.9859138,0.48155504,0.5220207,1.2822989,0.8341098,1.3308948
455,0.41689438,1.0678048,0.6124946,0.39556703,0.29218888,0.5216989,13.290162,0.61006063,16.149097,0.7003921,1.8250726,0.45428768,18.074135,1.6148301,0.43616876,0.47787964,0.7445891,1.0250108,0.98270464,1.2806503,0.51330227,0.492038,1.1418955,1.1811419,1.3299857
456,0.6965675,1.2476568,1.0670124,0.5064346,0.5047107,0.8376057,2.0756526,0.8594752,6.6400723,0.53586054,1.9606447,0.4946967,35.98518,1.640542,0.5354492,0.74365306,2.9189994,0.80255455,0.7003177,0.8516569,0.79681724,0.4799982,2.0651877,1.327978,1.9204862
457,0.8003089,0.8833507,0.5862874,0.5151243,0.35655758,0.53317684,4.427637,0.59327835,49.33953,0.9776123,1.8411444,0.44248635,6.4932137,1.7098786,0.50780827,0.47964698,1.2348998,1.407143,1.2224462,0.73647076,0.9770504,1.1844447,1.2235417,1.0452579,1.6428775
458,0.672134,1.5407696,0.8613499,0.42120245,0.38278055,0.6456525,2.2039812,0.76152766,23.366165,1.3568847,1.8554372,0.43664107,12.70032,1.5780828,0.49686578,0.54026574,0.757756,3.0248866,1.2375236,0.7354392,0.574655,0.6683333,0.74431354,1.3270862,2.7258463
459,1.0796545,1.0535686,0.9527955,0.5556716,0.4303813,0.7643912,1.2606027,0.8287425,66.13636,1.3317455,2.097671,0.6211641,5.0797396,1.1831156,0.69821954,0.7033585,0.7550233,2.875715,1.143583,0.7741174,0.61406773,0.74172354,1.4232241,1.3230706,2.382231
460,1.125404,1.2682955,0.8825376,0.48782927,0.4419254,0.7466625,1.2547427,0.9774556,54.324337,0.96582294,1.9383869,0.54501843,3.1367526,2.1245453,0.5675223,0.42401052,0.8723215,0.5797931,0.9609547,0.87636983,0.6323237,0.71967596,0.70311105,0.7771616,0.87579584
461,0.8593568,0.96572787,0.83401525,0.5488595,0.45315483,0.7149611,1.2115076,1.0730783,81.64464,0.8706919,2.1916804,0.71627533,2.8220472,1.6287835,0.7459431,0.5527685,0.83767825,0.44669667,0.92346275,0.90113294,0.6215634,0.69381374,0.6967045,0.7166408,0.74426556
463,0.81507933,1.1845001,0.78378916,0.449482,0.37005746,0.66499066,2.3107638,0.8079441,45.867386,0.9438574,1.9540875,0.49020404,1.894712,2.865749,0.48810887,0.46451348,0.8060442,0.6603546,1.1026902,0.8752136,0.6838386,0.7742711,0.88705146,0.79438907,0.9682762
464,0.675621,0.9250745,0.6019405,0.49747193,0.33937287,0.69815093,1.7075622,1.6606302,57.70999,1.0221189,1.8363857,0.4434476,1.519511,4.2496448,0.45043486,0.5140536,0.50408405,0.39422807,0.9874608,1.0130359,0.48485038,0.47369727,0.8251088,0.75384784,0.9186141
465,0.58661425,1.4651151,0.52445894,0.40922832,0.27766258,0.62960535,3.79571,0.84964764,38.899994,0.9465214,1.9101644,0.39272925,4.4711137,10.619489,0.47506735,0.6503862,0.58165044,0.4618022,1.0277551,1.3148929,0.48381984,0.5026197,1.0411958,1.2554541,1.3146522
