,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
LSM14A,-0.6803891,-2.418919,0.3404943,0.5610293,1.0397556,0.48931605,-2.4145086,0.4479733,-2.3390143,0.24728225,1.2093363,0.3450456,-2.0723116,-2.4478416,1.058672,-1.0286331,-1.1299386,-1.4050499,-2.1587617
GPI,-0.04676239,0.33674213,-0.35558432,-0.8700797,-0.9279776,-0.34698996,1.3032576,-1.2490742,0.85280824,0.33413854,-0.6213148,-1.0176913,0.12193421,1.025928,-1.0369353,-0.4677412,-0.35467982,0.9008121,0.5114261
HPN,-1.8099607,0.79125565,0.17050391,0.13882507,0.2059722,0.061650336,0.49709365,-0.7149502,-0.3771572,-0.7275624,0.7585075,-0.20514743,-2.4630516,0.1439643,0.27354226,-2.3473384,-0.45289484,0.13497853,0.79026526
FXYD5,1.1887661,-0.8932164,0.015976049,0.62676954,-1.6015916,-2.404286,-1.9939704,1.0786315,-1.7807391,0.44859147,0.03761667,-2.3987908,1.347501,-2.246336,0.35732555,1.7220967,-2.3717306,-1.6147726,-0.7599268
USF2,-0.19611274,-1.1802952,0.52665526,0.5276371,0.5200277,0.09161095,0.13712542,0.576653,-1.1241138,-2.1525352,0.35025817,-1.0897118,-2.5323806,-2.3476918,0.5078661,0.8160081,-1.4719884,-0.6721506,-2.1691585
DMKN,-1.553406,-0.14900658,0.29068077,0.94579047,1.3223349,-0.3175764,-2.5325084,0.26117906,-2.1460464,-0.10789545,0.63544065,-0.73828614,-0.7704728,-2.3531675,1.0306755,-1.7671158,0.53074855,-0.11577689,-2.283548
TMEM147,-0.022684015,-0.94908583,0.6975438,0.6710635,0.6025298,0.18912308,-2.5640829,0.44528133,0.1425332,-2.4972892,0.7327996,-0.46733403,-0.3675825,-2.5454729,0.32910416,0.5872336,-2.5592759,0.3943977,-2.620056
COX6B1,0.08757138,0.3621152,-0.62104726,-0.55876094,-0.6349057,-0.21628481,1.129463,-1.0140244,0.4323199,0.9310285,-0.17973858,-1.5020968,0.62123424,0.20616752,-0.82801896,-0.434456,0.39725846,0.55938447,0.9934385
PSENEN,0.21181525,-0.30801746,0.38414738,0.5487304,0.6354009,-0.55603325,0.84254473,0.27090037,-2.7665923,-2.7216892,-0.19637662,-1.6525148,-2.1760778,1.3877388,0.49764737,-0.20847958,-2.4961216,-0.67163354,-0.07277463
TYROBP,0.29765236,-0.21074004,-2.343651,-0.6160344,-2.121756,-0.8968237,1.4863296,-0.09888787,1.178531,0.4834807,-0.6709854,-2.6464043,0.43565226,1.6099801,-0.9636702,0.5682898,-0.18307555,0.28350186,-0.11630422
POLR2I,-0.06452533,0.099198475,-0.47817403,-0.044349495,0.08795811,0.025443548,0.9202767,-0.020963168,0.34091574,-1.4002227,0.5562918,-1.0405967,0.11687811,0.043764,0.24755023,-0.21930668,0.39108542,0.22552441,-1.0892956
TBCB,0.14385289,0.18540844,0.08544915,0.42185387,0.60920715,-0.30983177,-2.967236,0.75854045,-0.44778994,-0.4446604,0.7783599,-0.80742764,0.23321252,-2.5150535,0.95036113,0.563992,-2.3836837,-2.5136712,-2.7417102
CAPNS1,0.15531404,0.1014768,-0.57023764,-0.6341663,-0.94598716,-0.5148738,1.3887882,-0.6787421,0.70664936,0.20314543,-0.41942763,-1.1126738,0.41562977,1.2043129,-0.97808826,0.13977443,-0.2202018,0.5655055,0.2792606
COX7A1,0.05094503,0.17321412,-0.9344582,0.040369913,0.14192544,-0.004468907,0.6164667,-0.19656432,0.17388257,-0.14156997,0.5556288,-0.012989968,-0.13156092,-2.2770677,-0.3823783,0.32016626,-2.519429,0.6246293,0.22116734
SPINT2,-0.2820734,0.48899198,-0.0674251,-0.46203393,-0.26192266,0.03702317,0.9531893,-0.8795402,-0.23757741,0.7959074,-0.1470493,0.22006561,0.48267117,0.60952646,-1.0856348,-0.28675473,0.6983359,0.53532416,0.2573555
C19orf33,-0.038515415,0.58089006,-0.6951845,-0.32992038,-0.052972544,-0.45894286,1.5242038,-0.7065518,0.60549927,-1.0000452,0.34368685,-0.6735487,-0.31486192,0.8486676,-0.78611094,-0.21032624,0.11172484,1.1478758,-0.7642262
PSMD8,0.45193595,-0.040159717,-0.15490663,-0.018897042,0.20910645,-0.17057832,0.7325952,0.041739278,-0.19591647,-0.87163705,-0.123332195,-0.17472243,0.12779713,-0.117830984,0.09459254,0.6974098,-0.3630589,0.66234124,-2.6784253
EIF3K,0.20164753,0.36700317,-0.3603659,-0.029209364,-0.0012141748,0.15882732,0.58554655,0.045520063,-0.6167655,-1.0126687,0.35086548,0.42401472,-0.24299671,-0.15652336,0.19562763,0.44013378,-2.7367942,-0.35271397,-2.8678732
ACTN4,-0.0065974407,0.5638306,-0.21870072,-0.40015268,-0.6262593,-0.07846396,0.6892269,-0.5946023,0.7682412,0.7684272,0.1633162,-1.2171173,0.4389741,0.72738576,-0.8475201,-0.1707826,0.3612894,0.78063905,0.60973895
CAPN12,-2.2030866,0.4985058,0.9494572,0.5920944,1.1749496,0.48086414,-2.4355884,-0.9157802,-1.9850229,-1.9543725,1.0550421,1.1152487,-0.63059634,-1.8727264,0.041813567,-2.1740024,-1.5946723,-2.4425538,-2.1614456
ECH1,-0.7921108,0.50589085,0.14947939,-0.10028029,-0.036042843,0.09968639,0.42438033,-0.4447716,1.0131599,-0.8635595,0.68353844,0.08039003,-1.6313372,-0.1684321,-0.10317654,-0.36493197,-0.37732026,0.31951743,0.82576376
HNRNPL,-0.12981524,0.24039754,-0.026388908,-0.0057204687,0.14507547,-0.2855586,-1.1978229,-0.11298734,0.87021154,0.3803015,0.67413116,-0.59184206,0.33739775,-2.555934,0.37328812,0.22271924,-2.8446543,-0.7497659,0.25788602
FBXO17,-1.9311929,0.590917,0.4135608,0.12219019,0.6616307,0.35853758,0.3349067,-0.5865064,-1.6141763,-1.4679033,0.88391876,0.8493057,-1.6629392,0.36785966,-0.57780486,-2.1180995,0.11413398,0.40582928,-1.1148295
GMFG,0.04767822,-1.3783228,-0.58310395,0.615536,0.459419,-3.0169487,-1.8707494,0.85848117,0.89737165,0.4823126,0.2758613,-2.0708272,0.010214423,0.0452147,0.38874504,1.3474038,-0.8800451,-2.7185206,-2.4164977
FBL,-0.52518845,-0.5752715,-0.16340362,0.36543962,0.11172321,0.2620173,-0.86592895,0.27787316,-0.43161482,-0.073576525,0.08355612,1.0274135,-0.8549492,-2.5715008,0.6718519,-0.7743327,-2.6447985,0.14720032,0.5399979
PLD3,0.34087417,0.27770486,-0.6777212,-0.53297496,-0.76707226,-0.78889143,1.478876,-0.14243883,0.4615905,-0.1356039,-0.37380135,-0.3268146,0.020866087,1.2970146,-0.889024,0.40656742,-1.0868067,0.4802748,0.34089294
BLVRB,0.32200497,-0.007257765,-1.111319,-0.033335153,-0.0019297772,0.018779928,0.22205403,-0.51298684,1.3966216,-0.79136413,0.63749593,-1.2770964,-0.8992128,-0.116126664,-0.089151114,0.3873258,-1.0865383,0.42920083,0.2878121
AXL,0.9057039,-1.2923881,-1.3132768,-0.029059436,0.52137154,-1.503246,-0.29626152,0.59272474,1.0504999,0.2590437,-0.22773653,-1.278923,0.5607327,-1.7077891,-1.284654,1.4467815,-1.7286059,-1.7043287,-1.9940798
HNRNPUL1,0.22948907,-1.0924532,0.25773695,0.04950917,0.007355511,-0.26570743,0.8238753,-0.03668434,-1.6995035,-0.17702454,-1.0019264,-0.9461434,-1.1302558,0.2677588,0.31563222,0.19754392,0.43139535,-0.23611285,-1.4709076
TGFB1,0.3510069,-0.90326095,0.6709435,0.56270516,0.35267287,-0.38352254,-2.5197496,0.7495673,0.8425162,-2.1393356,0.6798171,-1.3551466,-1.3371904,-2.4610493,-0.32241455,1.2325774,-2.5759387,-2.4335904,0.08700329
TMEM91,-0.02304467,0.42559135,-0.2082383,-0.16267237,-0.39122823,0.12721743,0.81619084,-0.7547523,0.13920248,0.5734567,-0.31029177,-0.13637608,0.5076463,0.5942639,-0.070282795,-0.48750708,-0.95004714,0.9121519,0.08070683
BCKDHA,-0.70513755,-0.5504887,0.19924603,0.56889564,0.50689423,-0.04402993,-2.0662143,0.5286422,0.05329064,-0.3920212,0.7182557,0.054661896,-2.679692,-1.8781183,0.47107545,-0.27744806,0.23638771,-0.16706863,-2.424377
RABAC1,0.49600077,0.56554717,-0.13459115,-0.29478213,-0.42989296,-0.24749024,0.6069947,-0.37381268,0.84743804,0.38547474,0.35228127,-0.79547733,-0.8810095,-0.5500019,-0.57892716,0.63482374,-2.6242442,1.0939847,-0.5442307
NECTIN2,0.83122534,-0.08970805,0.1038547,0.46572483,0.054576952,-2.5690913,-2.8354397,0.780292,0.68144065,-0.2447209,0.34471953,-1.123393,-2.4772184,-0.61025125,0.37178555,1.3185692,-2.6242716,-0.32385695,-1.617627
APOC1,0.015280421,-1.0507326,-1.1986289,-1.3127662,-2.8730414,-0.47757605,1.5300808,-0.65491205,1.4244283,0.81903493,-2.6644983,-2.3567193,0.48547396,1.4461807,-1.1000265,0.15002751,0.69972384,-0.22806168,0.70162404
SNRPD2,0.29062986,0.12837796,-0.36429104,-0.30731466,-0.20906195,0.028174665,0.03706148,-0.3179955,0.4227965,0.891068,0.17656833,-0.58979464,0.4831707,0.96824217,-0.10964367,-0.0016606047,0.06750232,-0.08281653,0.53248286
CALM3,-0.1468744,0.31075987,-0.08385179,-0.17206675,-0.20294042,-0.49925235,0.91355556,-0.40198857,0.4092112,0.8874328,0.14213523,-1.3421974,0.38979024,0.515852,-0.31452867,-0.1075426,0.581003,0.62317795,0.20295249
AP2S1,0.5857448,-2.067206,-0.15129663,0.06466036,-0.66562223,-0.6248862,0.9399336,0.4869387,1.0860311,-0.8051467,-0.032873157,-0.9642438,-0.12716861,0.883675,0.017810168,1.0345832,-2.7671914,0.7220691,-2.0424488
NAPA,0.37786984,-1.9133825,0.42445648,0.65191513,0.7840013,0.5421437,-2.8181157,0.60835874,-2.9583502,-0.2998242,1.2061238,0.67256296,-2.5610752,-0.24080971,0.5898097,0.22754525,-1.6237924,-2.260438,-2.3173678
EHD2,0.5672081,0.42881984,-0.29711708,-0.19029413,-0.12547395,-0.5021858,0.07578196,-0.05167196,0.26972145,0.36828288,0.19730791,-1.7369685,-0.7128264,0.4236078,-0.14061727,0.40768456,-0.2899452,0.7708963,0.6884032
NOP53,-0.28105307,0.3497311,-0.9711441,-0.7986105,-1.023315,-0.42245558,1.1572438,-1.1922517,1.094013,0.93348783,-0.90600145,-1.8551043,0.49653375,1.4001215,-1.3765075,-1.4271623,0.76059306,0.7293147,0.73941666
SELENOW,0.079670794,0.3129916,-0.6876056,-0.64018697,-0.8750827,-0.61722726,1.2906591,-0.9021445,0.7256563,0.7164226,-0.60693836,-1.7059135,0.49146384,1.1588056,-1.0509622,-0.26036075,-0.91647536,0.8306403,0.69675434
EMP3,0.6361162,-1.996008,-0.33033663,0.15994966,-0.7979954,-1.6105509,1.0741919,0.5396841,0.8158266,0.24980822,-0.7466097,-2.6009781,0.31721145,1.5584778,-0.44385862,1.1083598,-2.4884102,-1.2943674,0.6163593
KDELR1,0.3211459,-0.5925188,0.50153524,0.5952978,0.6674979,0.45445085,-3.1196058,0.25322536,-2.818315,-0.021445598,0.0868113,1.1417851,-1.4454864,-2.6413705,0.76024,0.5521664,-2.4331434,-2.8855271,-0.55130786
HSD17B14,-0.8269214,-0.23669906,0.23324011,0.88317305,1.2653311,0.4786903,-1.1459712,-0.22543538,-2.4644635,-2.9357362,1.0515102,0.2731609,-2.5633876,-2.1990085,-0.23060992,-1.8283541,0.5534887,0.89325404,-2.0667117
PPP1R15A,0.18046805,-0.5193007,-0.2957495,0.28227368,0.8927839,-0.08396491,-2.2127256,0.62042093,-2.8785,0.12448332,0.73020494,0.8354858,-0.2875349,-1.9540373,0.6707131,0.44025916,-2.417823,-0.8627726,-0.48091808
NUCB1,0.060338754,0.5831772,0.008273974,-0.084054574,-0.1732412,-0.21430816,0.8826156,0.033304628,-0.71458733,0.4621249,0.15322809,-0.35521877,0.8988134,0.52403444,-0.35952455,0.17529339,-0.57382476,1.0027665,-1.8597512
SNRNP70,-0.11615302,0.5581059,0.011396194,-0.090515785,0.43257526,-0.15376775,-2.7677467,0.048273973,-0.02068424,-0.47176167,0.40954947,0.5055303,-0.76435167,-2.2204459,0.108169615,0.2732453,-0.49241516,-0.04764142,0.034037456
FCGRT,0.007851313,0.45194718,-0.7591616,-0.6333604,-0.56886464,-0.74318665,1.1378099,-0.5325244,0.92729616,0.37710696,-0.37824878,-1.8127587,0.068546705,1.5029261,-1.0033069,-0.063986056,-0.18686056,0.8215698,0.21927966
RRAS,0.23954214,-0.79981387,0.31008014,0.43831983,0.053690415,-0.038312234,0.024324186,0.7470879,-0.1830541,-2.502394,0.43081373,-1.7508074,-2.7725065,0.71438384,0.7862166,0.806879,-2.0837529,-1.3557266,-2.73236
PRMT1,0.2525786,-1.4491565,-0.27885008,0.5761125,0.6388502,-0.67507505,1.2089807,0.5877441,-2.1171777,-3.0878794,0.5850507,-1.3691828,-1.5451909,-1.6215347,0.8427958,0.6112541,0.3632224,-0.966782,-1.8887861
PTOV1,-0.46425408,-0.06553783,0.47075868,0.35238588,0.5001385,-0.47732276,-2.1516292,0.1419348,0.29226097,-0.33266518,0.51360124,0.1578652,-2.1880457,-2.7874053,-1.3220625,0.5759198,-2.737319,0.7530876,0.36780322
EMC10,0.49465662,0.007414134,0.26315767,0.16146821,0.20550011,-0.21481264,-2.7919168,-0.24053194,0.68891186,-0.31244743,0.5505245,-0.2537174,-1.0255533,-2.3115642,0.40513995,0.5034968,-2.133746,0.4546952,-1.5107079
ETFB,-0.12405696,0.48490596,-0.09237744,0.44556168,0.44860435,-0.14243743,-3.081912,0.16939613,0.5010696,-2.4195173,0.733292,0.34005848,-2.847591,-1.30909,0.3387257,0.35114914,-0.059952483,0.45057344,-2.6192114
PPP2R1A,0.28090307,0.5512537,-0.24478294,-0.14670533,-0.36322677,-0.0784287,1.0200053,-0.0080857165,-0.33732644,0.027871082,-0.03511914,0.09794149,-0.2100558,0.20166938,-0.0070953993,0.38287807,-1.3201082,0.9774757,-0.827165
NDUFA3,0.21207877,0.64970493,-0.008720499,-0.1412861,-0.41612092,-0.17291468,1.209204,-0.032364,-0.441793,-0.074076034,0.49517164,-2.0642357,-0.50442827,0.7046599,-0.9517112,0.6336109,-1.3972967,0.773759,0.006966204
ISOC2,-0.6891126,0.22340642,0.29089472,0.6731468,0.8967653,-1.6866394,0.07644974,-0.11563735,0.34416276,-2.585426,1.4452881,-1.1601255,-2.931217,-0.9952377,0.07886696,-0.9218989,-2.5919282,-0.032164242,0.403257
EPN1,0.50942767,-0.25622255,0.30131632,0.16474767,0.42203525,0.007293876,-1.468849,0.35386825,0.093637526,-2.6519048,0.7746813,-0.98056287,-0.9013427,0.1457261,0.6496748,0.5125942,-2.7699182,-1.067099,-2.1087174
TRIM28,0.21201588,-0.15221146,-0.19367948,-0.0118180495,0.4174441,-0.21292306,0.19343235,0.53448266,0.68596447,-2.4894836,0.7118796,-0.58972895,-1.1074641,-1.0110347,0.57138044,0.62665474,-2.6318307,-0.23406135,-1.4121746
CHMP2A,0.550902,0.21102963,0.20720324,0.31097406,0.41609538,0.16765568,-1.5183927,0.15564887,-2.7583175,-0.6089164,0.85323477,-0.17691778,-2.7815273,-1.6352125,0.5938151,0.4618899,-2.055161,-2.5120478,-0.69870716
UBE2M,0.32514587,-0.41352686,-0.06455591,0.6351819,0.21257247,-0.37208635,0.63329375,0.5240208,-0.14375633,-2.8424473,0.7046611,-1.6857297,-2.7813966,0.66758853,-0.21551527,0.7113791,-2.6037726,0.0014526665,0.025813686
RBCK1,0.14174947,-0.8436848,0.36636004,0.37278977,0.64410204,0.020741006,0.16186044,0.03851099,-3.0632775,-0.86337554,0.48319876,-1.0769447,-0.14780292,0.5485533,0.48013383,0.2989116,-0.34980264,-1.1936437,-0.4896144
PSMF1,-0.45733136,-0.4990029,0.074471384,0.07393488,0.48746437,-0.53821534,0.7745089,0.48123866,-2.3301256,-0.72515404,0.53908575,-0.11251916,-1.1566135,-0.14064232,0.13325183,-0.07598691,-2.6516614,0.4020039,0.21328023
FKBP1A,0.56554556,0.13177472,-0.32731587,-0.28018343,-0.4722776,-0.2957707,0.6055875,-0.11145425,-2.3577054,1.0642036,-1.2229478,0.37517306,0.48197004,0.27970442,-0.5715699,0.58293444,0.5345995,0.4680637,0.5990139
SIRPA,0.27775285,0.09520569,0.6993781,0.60703826,0.3592428,0.14636415,-2.4573765,0.11872044,-2.721696,-1.9443165,-0.21688624,-0.26982707,-2.2493553,-2.36748,-0.11744093,0.808855,0.5962814,-0.41189894,-0.34256005
SNRPB,0.51796764,-1.2073455,-0.074252054,0.03455011,0.52491194,0.12456722,-2.0470068,0.38894984,0.2612888,-0.5743296,0.5024355,0.9549083,-0.5473548,-2.7331161,0.3152021,0.65625685,-1.8198386,-2.7440248,-0.7148421
IDH3B,0.07826602,-0.98476076,0.40383223,0.7450337,0.61846846,0.5766591,-2.8143563,0.28809267,-0.20023823,-2.7812972,-0.85491604,0.88834524,-2.4520857,-1.4935813,0.5575799,-0.16107386,-2.286298,-0.96612495,-0.1381073
MRPS26,-1.1760061,-1.7490608,0.76383096,1.1060326,0.9718097,0.13216262,-2.2285385,0.69433767,-2.269737,-2.7947857,1.2592223,-0.25427347,-2.5390654,-1.0979322,0.7643993,-0.59954935,-1.0655082,-2.5812712,-2.3681514
DDRGK1,0.6372885,-0.58754635,0.38050452,0.69848925,1.0197613,0.09636964,-2.6805801,0.059185423,-2.3394122,-2.4975069,1.0804476,-0.7175889,-0.26359218,-2.0373337,0.45693153,0.7404743,-2.2953253,-0.09512183,-1.8561839
PRNP,-1.0219806,-1.7153376,0.10175968,0.12120458,0.16478488,-0.29443333,-0.226887,0.8248424,0.4578427,0.37331814,-1.4928594,0.7666838,-0.8790826,-2.4893403,0.7440519,0.6150748,-1.6086317,-2.1670454,0.23589443
TMEM230,-0.27458537,-3.073674,0.243067,0.09185401,0.3729707,0.004278295,-2.7827802,0.27249736,0.48048833,0.15489809,-0.8153705,-0.3844111,-0.09707252,0.5966992,0.18026376,0.5887492,0.29064056,-1.3731357,-0.15494497
JAG1,-0.25787085,0.43442348,-0.524102,-0.20746961,0.41979748,-1.0193845,-0.34368005,0.00067589054,-0.18738563,1.3030951,0.48296398,-1.2779377,0.770165,-2.5325446,-0.009068602,-0.38771877,0.66288984,0.515394,-0.2766375
SNRPB2,-1.3203562,-1.1705563,0.21288808,0.4246041,0.74222887,0.5013123,-0.78015363,0.71107763,0.34907305,-1.7029124,-0.6381673,1.473722,-0.98460644,-2.2039921,-0.44990128,0.63824666,-2.1697333,-2.7315824,-1.4756256
DSTN,0.021301934,0.50464094,-0.472704,-0.327389,-0.06774692,-0.20616145,0.58289284,-0.7616704,-1.1258167,1.2246284,0.058830574,-1.0568712,0.5529418,0.5830542,-0.9666051,-0.74708533,1.1516142,-0.012887406,0.7956866
RRBP1,0.40155253,-1.574458,0.77795815,0.3830986,0.34223026,-0.24257717,-1.4083589,0.53954774,-0.23323141,-1.0474424,0.532329,-1.1055079,-0.56754696,-1.5306624,-0.10558109,0.8265144,-2.2044418,-0.4006472,-0.09621336
SNX5,0.05898072,-1.6447,0.37499738,0.20537032,0.64614046,0.5118598,-0.7878881,0.009852658,0.28896207,-2.6758544,-0.13512616,0.10088503,-0.8028157,-0.18887824,0.436698,0.22042377,-2.4304006,-1.5973953,0.009894244
SMIM26,-0.96788037,-0.1175652,0.053541724,0.124091804,0.30278078,0.09568521,-1.5790975,-0.13747625,-0.22303995,0.63118714,-0.6610011,1.0188456,0.9301513,-2.671229,0.34565642,-0.9265457,-0.5242822,-1.591852,-0.97372174
NAA20,0.14422898,-2.7679648,0.8760619,0.71890956,1.1254039,0.03273934,-1.214886,0.42785403,-2.3695426,-2.642714,0.0402877,-0.08103745,-2.4810212,-2.3350844,0.3905873,0.29690042,-1.3807737,-0.15382901,-0.25244972
CD93,0.5938694,-0.17602617,-0.4073934,-0.26471162,-0.9721024,-0.94569904,0.62583464,0.5478289,0.48612267,0.7027831,-2.4982145,-2.14489,0.48544052,0.79280406,0.6774579,0.9836619,-1.0863826,0.42359072,-2.2605789
HM13,0.79352707,-1.027825,0.4188948,0.43960762,0.22016369,-0.35547495,-2.8662052,0.37501025,-2.6301885,-0.07866663,0.4181848,-1.1073287,0.6460826,-2.5050113,0.110545374,0.8271866,-1.3872603,-0.60755527,-0.010513237
COX4I2,-0.9876402,-0.5698528,-1.8682463,0.21620871,0.29479337,-0.28512472,1.3788797,0.3934963,0.1298597,-1.1317877,0.6135723,-0.4503979,-2.17614,0.37030166,0.23154251,0.19756697,-0.32963577,-0.019966155,0.16327184
BCL2L1,0.51689386,-2.7321415,0.27470204,0.6542579,0.6737242,-0.9085465,-1.2360253,-0.09881778,0.7813877,-1.1238154,0.20869592,-0.69689643,-0.74042326,0.8755052,-0.29714984,0.1289153,-1.3763281,0.20000109,-2.6305685
RALY,0.25806245,-0.16327797,0.079489335,0.36864156,0.5039111,0.03829992,-2.280977,0.27202457,-0.4322223,-0.8098151,0.74752724,0.3767695,-1.1595443,-2.4960196,-0.12215788,0.36780447,-2.545114,0.27991447,-0.53613985
EIF2S2,-0.016932735,-0.46965203,-0.30930862,0.19214857,0.16562493,0.096250065,-2.3364363,0.056490272,-0.086616606,0.52636445,-0.6722591,0.6005893,0.03587102,-2.042361,0.662779,0.45731375,-0.33779138,-0.9144722,-0.7661006
AHCY,-0.43764058,-0.139938,0.559125,0.56678796,0.5471174,-0.03337831,-2.8017075,0.411887,0.5039408,-3.1508348,0.37425148,0.62449163,-2.5907605,-2.454822,0.31963575,-0.26337546,-2.0691948,0.26494518,-2.6943953
DYNLRB1,-0.38534153,0.62845886,-0.31821507,-0.28777835,-0.13193202,0.07213483,0.72051984,-0.6672211,0.62061703,0.4761676,-0.13499758,-0.106654644,-0.1559356,1.0006464,-0.79606575,-0.50865614,0.4000987,0.7121301,0.7038251
MMP24OS,-0.34864408,0.47200778,-0.09313655,0.012372035,0.28931695,0.18564709,0.3020762,-0.19063665,-0.38591352,-2.8658283,0.59663093,0.40773058,-0.121249154,-2.6340935,0.11538518,-0.49645475,0.09622598,0.012206825,-0.6850707
EIF6,0.040530007,0.12363662,-0.14398023,0.06200018,0.26482552,-0.16918196,0.14561123,0.053162407,-0.00819154,-1.6421584,0.6548224,0.19552442,-1.6602612,0.8569558,0.29756477,-0.04058405,-2.960016,-0.29486975,-2.3774412
ERGIC3,0.43094566,-0.062304314,0.11884618,-0.0052884994,-0.1902044,0.020550467,0.26006693,-0.058223583,0.016206851,-0.37196386,0.34666494,-1.4575987,-2.609586,-2.4432645,0.5924925,0.4616086,-2.2622461,0.27652833,-0.8448702
SPAG4,-0.3368766,-1.2272708,0.7719014,0.9719907,0.54961383,0.47176763,-0.098716766,0.09367241,-2.874303,-2.789406,0.6964118,-0.76211584,-0.49376872,-0.31118825,0.47579184,-0.31674513,-1.1403499,0.16735908,-2.4147384
ROMO1,0.3415486,0.43866178,0.028871879,-0.14824337,-0.124787934,0.0128436005,0.675377,-0.24804254,-0.90402466,0.03188728,0.27355853,-0.8515822,0.67362314,-0.8906311,0.006174325,-0.1118391,0.21676803,0.46184444,0.2064469
RBM39,-0.034573987,0.65980077,-0.34062624,-0.4672862,-0.19746457,-0.17674853,0.9125668,-0.60838336,-0.36412358,0.9372047,-0.2037587,0.31852248,0.6496208,0.68011177,-1.325686,-0.19143516,1.1689912,-0.14865115,0.5472206
SCAND1,0.0010575675,-0.033408362,-0.20262714,0.05783069,0.3140149,-0.019692922,-0.44495913,-0.16455714,-0.18625042,0.1325308,0.74737966,-0.36674953,-1.6906692,-2.8451018,-0.47555432,0.07413507,0.5583253,-0.17463169,0.6354497
NORAD,0.22624637,0.3684398,-0.4420679,-0.29873788,-0.08038981,0.106968984,0.56534517,-0.5959384,-0.35105157,0.9038974,-0.118904345,0.31019092,0.3308883,0.43221384,-0.6205445,-0.046160515,0.7583238,-0.21818961,0.26671758
MYL9,0.18168756,-0.336268,-1.2421261,-0.8930626,-0.8967239,-1.0426408,1.1150028,-0.3872972,1.6016243,0.22887531,-0.17875248,-2.439594,0.22519195,0.84598947,-0.7963881,0.24640147,0.53609353,0.9409115,-1.3235515
TGM2,-0.028418072,0.12574889,-1.4595598,-0.84686136,-1.0895352,-0.785614,1.1630647,-0.7904916,0.88635594,1.1209736,-1.919105,-1.946583,0.62544656,1.0851653,-0.8319696,-0.5378185,1.1053059,0.82324314,0.25811103
SERINC3,-0.09619093,-0.01030124,-0.031020312,-0.25800174,0.19454749,0.17668764,-1.7111245,0.30851945,-1.9201399,0.95835495,0.16065964,-1.3900189,0.6163883,-2.8228662,0.32613984,0.3528226,0.14964862,0.2881716,0.5606239
PKIG,-0.46206588,-0.20767269,0.055169445,0.3997805,0.40778592,-0.779179,-0.20144185,0.47498378,0.7568046,-2.449508,-0.2911955,-0.7595105,-1.4028543,-2.0256925,0.55964804,0.3824461,0.71681625,-0.06395585,-2.9879613
YWHAB,0.4358223,0.3200311,-0.19619401,-0.10441307,-0.39787456,-0.042422194,0.5613651,0.15514028,-1.8061476,0.6620455,-0.6710922,-0.6067571,0.6682902,-0.13157995,-0.19511972,0.6077284,-0.62724996,0.73228407,0.46183404
SDC4,-0.82621753,0.35023934,-0.23610257,-0.030601636,0.16942555,0.25015193,0.53597873,-0.2901287,-0.006023964,-0.101363845,0.39791614,0.6585321,-0.13462298,-1.3404657,0.16438363,-1.4636257,0.38791582,0.688966,-2.3661873
WFDC2,0.04007229,0.21376416,-2.345385,-0.7067963,-0.6277,-0.026557432,0.597834,-0.2185858,1.5246698,0.35494417,-1.0388597,0.58362836,0.09240933,1.2259998,0.3492131,-0.07036906,-0.97038376,0.0834611,-0.19984363
CTSA,0.5893422,-0.3341681,-0.13204329,-0.1558319,-0.030683327,0.02352799,-0.4483095,0.33923456,-0.06457004,0.63755876,-0.12401401,-0.73461497,0.7832222,0.26824397,0.0075556245,0.55395114,-2.8198078,-0.77548414,1.1073843
SULF2,0.6672981,-0.21348101,0.1435948,0.36330783,0.49897417,-0.10905011,-2.748925,1.0662032,-2.809171,-1.1891397,-0.54323816,-1.3597543,-2.4064727,-2.3224633,1.3010615,1.196754,-2.4202719,-0.25616455,-0.6348816
STAU1,-1.9488419,-0.2707712,0.53395593,0.4434427,0.33368266,0.12103181,-0.9484637,0.41906846,-2.9637225,0.6752196,-0.20654315,-0.6565508,1.1680746,-1.3020107,0.73778594,-0.98462677,-0.14599265,-1.229524,-0.31505305
ZFAS1,0.14054683,0.39088243,-1.2877396,-0.34736398,-0.25236657,0.23507538,0.65604603,-0.6559063,-1.4832345,1.1495773,-0.8421676,-0.057255175,0.6621525,-0.48003554,0.06342935,-0.33930576,0.7716842,0.2974919,0.71137375
RNF114,-0.63863975,-0.6455193,0.67423517,0.7628889,0.9640488,-0.48111424,-0.31931344,0.44156468,-1.9074004,-2.3047407,0.3552376,0.66511476,-0.35620677,-1.8790141,-0.64544106,0.11211856,-1.980314,-0.035502117,-2.4417198
UBE2V1,0.13159259,0.24910703,0.42773497,0.47383702,0.4661849,0.2617029,-2.85659,0.36716506,-2.8427765,-1.4283068,-0.4162343,0.3765482,-2.5615332,-0.386858,0.76207775,0.38864866,0.7402133,-1.0056105,-1.8138231
