,Shared topic 1,Shared topic 3,Shared topic 8,Shared topic 9,RNA private topic 1,RNA private topic 3,RNA private topic 4,RNA private topic 6,RNA private topic 7,Protein private topic 2,Protein private topic 4
112_50,22.507975,2.3704307,1.1787465,0.7567124,0.5239878,16.918297,1.0065571,1.1066463,0.7842849,2.9976597,0.6868758
80_23,2.555224,18.587616,0.5509988,0.6607513,33.227898,2.192792,1.8064177,0.8107374,1.6116276,2.375966,2.0577335
41_48,34.675415,3.0748024,1.8448035,0.88620096,1.1149029,3.2113373,9.927848,0.6882373,3.239057,3.5841131,1.4061934
48_18,46.061325,2.5861058,1.5438471,0.9046167,0.5226912,6.535645,1.3554554,1.1991336,0.6201568,4.43978,1.3488979
28_39,13.114689,3.0994787,3.0399723,1.8802427,1.5936956,5.895093,11.896367,1.092882,58.085823,13.384922,0.8327807
53_14,5.7049103,4.339498,3.4684482,2.882398,1.84759,3.3710403,947.918,0.8495465,1.8180561,13.765249,0.99595016
32_42,2.626608,30.963406,0.6014379,0.7024467,3.8552148,1.7620288,0.95980746,0.44193408,0.7996041,4.6833105,25.531141
106_52,25.283546,2.82866,1.0647792,0.73782825,0.60323536,39.099606,1.27328,1.9990952,1.1154149,3.0684304,0.81160843
33_30,14.738476,3.9767249,1.494873,0.8972028,0.6266931,13.41973,0.85928625,1.1595639,1.6745529,2.5562367,0.722572
65_16,8.239697,3.9616208,0.79056144,9.1254635,0.82888407,17.452309,2.5402982,4.861616,0.9790792,17.030884,1.0385906
65_38,34.692467,2.746377,1.7831075,1.0431305,1.1360469,16.508076,10.38456,2.0747643,5.1222987,7.9882483,0.78864413
68_32,5.428402,4.6808314,0.86613584,5.299201,1.9495599,6.633155,1.189755,1.8788211,7.001266,7.4773507,1.1304362
50_43,28.03105,3.0112495,3.6679823,1.3298681,0.79227614,6.101941,1.2017912,1.0984523,1.7150191,4.3980417,0.5822465
111_31,11.078254,2.730204,8.8235655,0.93059665,0.5955551,6.5653353,0.8392273,1.4514146,0.6257427,7.972875,0.94638944
13_48,13.777755,3.628224,1.8984096,0.6209756,0.78805774,14.714478,1.0774661,1.0164106,0.8987853,6.5659914,0.59847736
50_20,15.903998,2.9559672,1.2242543,1.6331885,1.0604727,9.607624,1.5761155,129.07234,1.2602113,6.498984,0.9498637
105_44,11.977983,3.1156454,0.98422533,1.0366173,0.76470226,38.823036,1.3434757,3.034568,0.9932714,10.351249,0.6818727
47_26,3.078136,12.322371,0.7413932,2.9217129,2.972881,4.176927,1.0666109,0.81639934,4.779126,15.036376,1.2257748
11_41,77.016975,2.3090012,3.8018458,0.7351284,0.5123442,3.3512025,1.492463,0.84431875,0.70775574,30.81918,1.0477669
58_17,12.49114,2.9893527,1.116212,1.8591645,1.1246954,7.586908,2.261455,77.21055,1.1468979,5.4446626,0.85859936
93_15,6.526163,4.8438253,0.87044305,6.1126533,0.70044565,23.289131,2.7144792,4.099549,1.0786772,3.3045864,0.7815537
118_54,4.544472,8.158158,1.0579635,1.7795808,2.766384,3.3097444,1.0077198,1.0514665,3.0107217,3.4255333,0.609467
22_49,8.895447,3.7494335,1.0140419,1.378936,0.9097388,21.06112,1.5244516,0.89788747,1.2913444,8.852873,0.9029034
98_17,7.997515,4.309423,1.176399,6.291005,0.75953645,17.564198,1.6867734,4.669257,1.3717728,21.025047,1.0165538
94_58,45.075455,2.3185558,1.8361944,0.7385578,0.5357354,9.467403,1.1125731,1.2223866,0.69234407,3.8649662,0.96262723
42_44,2.541065,42.159588,0.5930767,0.57816386,3.1151924,1.7862395,0.6460988,0.5573598,0.7324839,4.3472123,32.4342
115_46,2.8999274,56.780426,0.6031892,0.6585256,3.0029008,2.2113688,0.76707107,0.5292934,0.75257117,2.0790963,2.7000775
37_46,2.5783792,41.65007,0.50830936,0.66810846,2.4163032,1.981897,0.67191535,0.56931424,0.791205,22.654343,3329.1165
87_56,9.920733,2.7118402,8.488239,1.0412698,0.54047704,4.449161,1.76967,0.97591203,0.73296744,21.401598,1.5457389
47_18,27.70363,2.2278736,1.4824808,0.6287906,0.5046895,9.664501,1.0318435,0.944407,0.8244397,4.4734383,1.2164333
81_48,21.546272,2.8016386,1.1663584,1.2209945,0.9501941,12.590725,1.2789223,2.9322894,1.5621135,14.925204,1.1035814
8_44,20.038805,2.840328,4.5747366,0.8269365,0.62568676,3.5913403,1.0732005,0.5970298,0.82201064,5.689479,1.2544969
123_69,20.661697,2.3146262,1.8858821,0.5797349,0.8471654,9.090757,1.3601894,0.88194525,2.7698228,3.900042,0.97059655
83_29,3.486693,6.553468,0.9476263,7.482393,2.8717606,3.568235,0.94169307,1.1726328,2.4050605,102.44409,1.3521507
110_32,15.27964,2.696661,1.3673687,1.7564018,0.6331767,23.501287,1.0510454,2.2820835,1.0505549,10.418217,0.6416254
67_40,7.8283463,4.158431,1.2381923,18.995735,1.5022987,8.346624,3.1583033,0.4977629,1.3380536,18.282158,1.0580016
74_7,16.129387,2.7479992,1.0896703,1.2713913,0.72412676,15.236204,1.0677791,1.1343582,1.0389677,5.1513987,0.7142373
92_34,11.062666,3.4801922,1.1883326,2.880119,1.0206834,14.016384,1.0071707,13.579908,0.8694564,9.875796,1.2554481
116_37,20.347744,2.3620827,3.4896502,1.1859388,0.5854738,10.303186,1.2375581,1.5302181,0.723621,9.404119,0.6977399
43_40,2.4292538,48.51092,0.5751595,0.5746507,2.1825678,1.7729528,0.6458154,0.5330074,0.7845833,2.0473008,5.027675
20_39,18.84701,2.5806901,2.4312572,0.5250629,0.61106795,7.3672333,1.2375473,0.85920817,0.90079945,8.139851,0.74408615
102_54,29.705887,2.5717294,1.5503583,0.82704365,0.5997142,24.424952,1.5854977,4.23276,0.8814189,4.685177,0.6161087
44_17,10.206821,3.3268926,1.5674663,1.1028739,1.212514,3.7517395,652.2651,0.9530867,2.2054346,16.459965,0.74825746
94_37,10.836316,2.9925022,1.4206685,1.7263019,0.6532015,41.772446,1.5720183,8.918581,0.7991063,14.345447,1.1375813
30_49,4.303445,5.7926435,1.3562181,2.8836298,8.641522,3.9351363,1.5681812,0.906369,130.93625,15.280523,0.72577906
98_14,27.306211,2.5707953,1.0096085,1.0549579,0.6574555,16.490685,1.487895,2.1799953,1.0975384,4.1401925,1.0133103
109_51,19.579895,2.9820507,1.2976599,0.7678498,0.87952536,26.934422,1.0851023,2.714423,1.0332428,4.3341055,0.82210594
19_52,23.493141,2.7941697,1.9392173,0.77108586,0.5867502,11.910099,1.3252217,1.1161413,0.86598253,7.824779,1.0334898
89_35,21.428879,3.27972,0.8865769,2.2874362,0.81740254,27.3518,1.1783199,2.7422526,1.294631,5.256489,0.5264837
100_10,9.872065,3.6867545,4.625652,1.1379185,1.3164393,1.8002938,248.2418,0.6914963,1.8697895,12.835037,1.0912879
106_24,24.038433,2.3764565,1.3357278,0.81530166,0.5654095,11.861011,0.89156216,0.7319165,0.73314345,9.312275,0.55998445
95_13,9.739533,3.7389483,0.8261935,1.737293,0.9257989,29.859596,1.8421432,7.506405,1.5532695,4.8764257,0.6575193
91_21,2.4315114,41.578136,0.5593929,0.53781575,15.004872,1.624788,0.83833194,0.44337606,0.8056494,3.5354495,1.5478755
111_55,20.534737,2.7591615,1.7760589,1.2316158,0.6130929,26.517212,1.1424493,1.4918317,0.8560793,8.928385,1.2856902
104_38,2.6649616,80.56554,0.5727833,0.5401839,2.2913003,1.9370719,0.7787342,0.45534483,0.67584425,2.3783984,4.287402
15_41,12.458623,3.1278558,1.4229383,1.4820783,1.0520631,13.008312,1.8007987,1.9524409,8.69735,6.0609903,0.61641186
77_28,2.498972,35.6202,0.51223266,0.6270894,10.733841,1.4694651,0.8224687,0.5109238,1.0574429,3.4427447,2.3208597
83_45,4.8454137,4.86744,1.2107288,4.7395573,1.239697,11.470755,3.5783434,1.5283052,10.437276,4.8815446,0.84616625
45_32,3.874024,6.26632,1.9993899,3.3556676,3.1853883,1.8577337,4.013692,0.6830823,3.457914,18.711987,1.9135377
92_17,3.3604288,33.14038,0.6307852,0.87573075,3.1802125,1.7836208,0.6344664,0.51810163,0.69239426,2.573028,1.8970655
83_0,4.127278,4.4157157,24.871607,0.92718613,2.0674605,3.1886754,1882.4482,0.9382737,2.2971256,32.64602,0.8461309
81_40,2.4079585,33.184124,0.6895643,0.7066697,4.301864,2.0728488,0.88997936,0.4965508,1.8828739,3.84462,2.3832803
42_24,16.121628,3.093865,1.2802852,0.6353363,0.69510627,18.32161,1.0532652,3.3905327,1.4539056,4.063119,0.57502425
120_61,3.4277573,26.09708,0.7368659,0.7142235,1.6651826,3.6960797,1.0680214,1.0874765,0.8171491,3.108109,1.833426
118_38,8.797288,2.7848265,3.8879554,0.8003231,1.0446423,4.3996453,10.7241125,35.55592,0.3684055,25.224213,1.6848271
54_30,4.0338793,14.265432,1.1255502,3.8611379,2.167029,4.779975,2.493433,0.84837025,6.6978374,11.763181,1.2339164
122_50,32.668243,2.4170113,2.0599217,0.57195634,0.4972034,5.1561956,1.1772264,0.67540777,0.8861853,2.9602132,0.83272094
82_38,3.2942553,11.5108385,1.6289451,0.9977225,2.4072356,4.069745,0.98414874,0.8504062,20.01982,20.802536,1.0937366
80_32,3.40637,9.43829,0.74479854,7.2446995,2.6066496,3.992962,1.9095526,1.4305805,1.4900492,3.1549602,2.535903
123_61,14.044019,2.593399,1.9759173,0.8286468,0.692873,12.491689,1.1965885,2.011414,1.4866843,5.672757,1.001025
98_31,5.5359645,5.770368,0.75122833,1.7924956,1.2789092,6.485466,0.9870117,0.94213444,0.8070589,5.3047957,0.8733807
91_6,9.493311,2.4896178,65.83234,0.8897935,1.2579751,4.934774,5.0604606,1.0139437,1.9115866,8.026583,1.2551472
82_32,34.594475,3.0885077,1.0391576,3.1745596,0.8376776,11.2908,1.6758794,3.1023269,2.951018,13.27884,0.91563755
54_14,7.8089533,3.6598458,10.431187,2.6151147,1.7693639,3.3676393,2.6832309,0.383625,3.1906996,13.433937,1.2282941
55_20,5.447834,3.6147828,1.0889509,27.620718,1.235525,7.3813543,3.5805535,2.8649888,5.0576434,16.54573,0.9431897
30_46,2.6134562,44.800365,0.5514084,0.6951011,3.2273114,2.012427,0.615274,0.5563936,0.8450417,4.8166633,4.3556595
76_29,2.519279,40.476776,0.5252989,0.60146976,4.061928,1.492173,0.66184425,0.46203092,0.9880345,2.4801702,2.3615727
59_41,20.239473,2.9254081,2.89506,1.4380307,0.76362574,9.70575,3.6194994,3.8045766,0.74017036,14.405043,1.2415292
24_41,21.033089,3.0608215,1.9792933,1.2487576,0.7445759,20.197489,1.7797698,1.7730163,4.3200502,8.348924,0.6608242
110_34,14.253424,2.6388302,1.0266492,1.1675129,0.6997729,17.025578,1.1589973,1.6167808,1.4704489,10.743595,0.6185124
94_24,2.5007293,43.016674,0.5602864,0.56639385,2.3378334,1.5581391,0.62133646,0.44975358,0.6559603,2.6562147,2.4420888
48_43,3.215917,12.724941,0.6465366,0.8612566,3.1495602,3.534738,0.8829675,0.9360269,3.8097613,3.2340596,8.759294
108_40,4.3024077,59.469,0.7538126,0.63284755,1.4165287,3.9079683,0.8447605,0.65868497,0.79130405,2.3268306,3.4670026
97_31,4.4600887,8.346387,0.70076776,2.208718,0.7571509,7.583721,1.1500014,2.8788652,0.67657495,3.3221507,0.7880912
74_46,13.063931,2.4792943,1.6433489,1.4941177,0.5870503,23.430998,1.0394827,4.038909,1.2312328,9.451651,1.2575291
41_39,2.4614854,46.20261,0.6060627,0.6679045,1.9847133,2.0150456,1.02769,0.57426375,0.86534524,3.416504,8.767419
88_21,2.5408583,56.86764,0.5452534,0.6468841,2.5266273,1.8348368,0.6372649,0.5520279,0.7478898,3.34445,1.5509919
99_35,2.313664,44.735386,0.45545638,0.54248446,3.2326012,1.6311553,0.6140321,0.52537864,0.61282194,3.3219836,2.4210699
30_42,2.3481143,29.021597,0.5334037,0.5866101,3.7682557,1.8300041,0.71409196,0.5090118,1.017172,2.8574395,5.5245996
82_36,23.880692,3.332684,1.0279686,1.6580985,0.7953472,22.47509,1.9275619,1.5964593,5.3249116,11.271985,0.68120927
56_37,24.0412,4.6119957,1.4043596,0.6437197,1.7446811,6.5610447,0.85095084,0.69520074,6.703163,3.1812046,0.5590444
110_48,28.165127,3.7118433,1.5435957,0.56989306,0.7055845,22.560524,1.2067802,2.204134,0.9541227,4.7887144,0.5717133
54_35,4.4376616,9.183752,0.77720714,0.9887051,4.2234654,3.1251721,1.2886124,0.7889079,24.804653,2.9591846,0.7581873
100_51,30.479269,2.6393502,1.0308266,0.88866585,0.6486915,27.742245,1.2804446,1.4279516,0.89411503,3.2636242,0.756631
94_22,2.1742954,39.699047,0.41664457,0.5156654,2.0392091,2.0582793,0.6056713,0.622198,0.64322025,2.4297838,2.760932
30_41,2.4811332,21.408062,0.6849281,0.94284415,23.585855,2.2520618,1.3147225,0.58830965,0.95953846,16.57442,0.9025625
39_22,7.6953387,2.8499153,31.482372,0.92317885,0.74168015,5.672638,1.7663575,0.5858306,4.517572,7.972876,0.94638944
55_38,12.391768,4.721916,1.2969406,0.7760083,0.9433692,7.8710833,2.415162,1.3862638,8.002028,3.402002,0.7225601
96_32,4.423174,5.724286,0.6348022,1.6539268,0.87569547,14.696426,1.0870878,2.670646,0.6951306,3.5376844,0.6172043
122_52,20.0286,2.5347195,1.4534512,0.7485231,0.63033277,14.6402025,1.2971047,1.8375976,0.8071914,5.8977356,0.6138732
49_20,11.788702,3.0041716,1.0203953,1.1713717,0.98493165,10.821389,1.7896168,42.67623,1.0827132,8.2345,1.0889843
18_48,3.7226057,9.221751,0.9739852,2.1382554,1.3409783,14.388689,1.3379363,2.5289357,0.72908235,6.342796,0.8861725
107_47,10.508471,3.7160401,1.2758543,1.207675,0.7577723,25.29775,0.9804536,2.4386945,1.2532674,5.0304914,0.76781106
47_23,13.863231,2.790567,1.3180456,0.8999105,0.9637947,26.566261,2.2712815,13.688519,1.4749311,4.563467,1.09416
83_20,2.3376346,47.17697,0.5345298,0.6568357,3.21022,1.4988842,0.6386341,0.4541091,0.7417983,2.3798869,1.6161535
98_29,8.544638,3.2998464,0.9250437,1.2930005,0.9234239,40.667187,1.6981914,3.4751263,1.7016399,9.020229,0.7431623
55_42,37.099014,3.3942807,4.2897243,0.8472389,1.0545667,9.155813,6.8196554,1.5798304,3.4407554,8.2212715,1.5410107
101_54,24.271273,2.4523065,1.128898,1.0188068,0.66446817,26.813519,1.3266171,3.084704,0.9545476,5.1918197,0.80766284
75_13,5.671212,4.739789,0.9347656,14.541521,1.3209184,9.463941,1.3389547,36.350956,1.2621831,6.324428,1.0493053
117_40,14.604786,2.5055473,2.0484858,1.3399165,0.6671844,6.5751023,0.7949883,1.0844625,0.9598437,11.318877,0.8406263
72_11,12.182605,3.0378053,1.1250927,2.0101833,0.5729259,19.377678,3.1901412,12.248288,3.3135052,6.9978404,0.8470973
6_42,3.6794083,4.807725,19.375622,1.1479511,1.2505566,4.749463,27.398388,1.784593,2.268254,81.05815,1.564536
110_50,16.139605,3.2012022,0.9457704,0.6032369,0.8148259,20.297112,2.1750667,6.470353,0.79158163,5.8207955,0.6169657
83_52,21.162815,2.6322956,1.9421637,0.9811839,0.5491229,9.275269,1.1927778,1.3515838,1.2607504,4.2458477,1.3961204
54_27,3.870388,6.1444426,0.8745817,9.903688,1.8152925,2.3692322,1.7777822,0.9994221,1.6120542,4.6248264,1.0576743
43_36,18.368214,3.9759254,1.7863266,1.0178509,1.2014524,5.072384,1.3788629,1.3146644,16.189533,7.9576855,0.6085059
80_27,4.7880473,6.5277033,0.8100946,3.770513,1.7706963,4.4192185,1.0551809,1.2785523,4.181603,3.67343,0.9849483
91_22,2.2808366,50.32914,0.5148808,0.6072967,11.121827,1.543539,0.7597305,0.40451187,0.7375934,2.795701,1.8494846
92_39,14.108104,3.3673944,0.9815739,1.8162391,0.70895964,16.945137,0.95623296,6.420747,0.90807545,11.730961,0.91421545
89_25,3.515646,10.013021,0.8019581,2.626372,5.640844,3.525206,0.7452398,1.5735466,11.833773,11.028442,0.5888474
91_13,9.741199,3.1950865,1.0909786,1.6571999,0.88420457,22.112854,1.8910939,6.366344,2.5032885,4.00323,0.56980675
12_40,4.819794,3.5470843,60.91743,0.639256,1.4662358,2.256076,2.8524234,0.4253237,2.7935889,102.43742,1.3521343
65_31,2.4660163,30.765354,0.5245476,0.7550988,5.7331944,2.4652224,0.98133546,0.70019764,2.7463367,3.3060827,1.9094931
114_38,14.454386,3.1449072,1.1814111,1.0153801,0.7041842,35.326096,1.0625547,1.6904911,1.0515671,6.2788534,0.700377
97_18,4.676432,4.436046,0.99101067,9.87095,0.87423766,9.234791,1.2954048,4.1631217,0.87459415,21.026436,1.0165222
89_41,16.798487,2.3560514,1.2886846,0.8558682,0.9114713,16.203,1.8699421,23.381996,1.2533792,6.494154,0.6977393
25_34,3.747485,5.174105,11.932442,0.9675204,1.8700854,3.712164,1488.418,1.0936474,4.6976323,71.85112,1.2358358
76_33,2.493451,55.992607,0.5661429,0.5734928,1.6640356,1.7754626,0.7426987,0.5269088,0.9336644,1.8771515,1.9050055
101_35,2.5561676,16.783232,0.5331879,1.0225468,2.733887,3.1525772,1.0045221,0.8257763,4.1258407,2.867014,2.0335395
29_54,21.638523,2.6648762,2.4940662,0.60392356,0.82972145,17.086517,1.0874645,2.6389756,0.9905462,4.3655367,0.7091
79_50,16.83088,2.3440316,6.554268,1.2063599,0.54431385,7.1592264,1.3600072,1.0585103,1.1510229,4.3376436,1.9258711
20_49,10.174028,3.9722438,1.2103746,1.9480047,1.3459966,8.965234,1.4345824,2.0123708,2.264382,6.25688,0.7699533
86_38,27.123936,2.6624856,1.2418504,0.9389254,0.73151886,19.699986,1.8073721,2.665963,1.1891567,5.9027414,0.69561774
113_57,20.63976,2.769753,2.1015518,1.0127852,0.71254677,16.242989,1.2531234,1.908145,1.0190907,5.0767517,0.95049185
31_32,5.3759313,3.685254,5.6057334,1.7061946,1.7612557,3.0149999,0.8064953,0.5190185,7.8994126,4.1926913,1.7516952
116_49,2.6821253,18.2889,0.747996,1.0185691,2.055621,4.5032988,0.8258574,0.7603149,1.3317201,9.865416,1.0750552
96_54,37.266926,2.514487,1.1753392,1.1545289,0.7223327,16.737968,1.3944468,2.0437422,0.94268674,4.585225,0.5263553
23_53,21.641478,2.7473032,2.0102897,0.5454012,0.5619138,6.246909,1.4370075,1.0114435,0.6450966,7.0595984,0.69788194
79_21,2.2428396,45.717834,0.51536155,0.4893525,7.225757,1.8383241,0.82117647,0.45852518,0.5922194,2.6035833,2.214133
89_40,20.755348,2.6688697,1.0699847,1.2040074,0.79838914,23.933605,1.8423333,5.8320837,1.3453789,3.1357307,1.1443257
99_50,33.014996,2.9620569,1.0741127,1.1278855,0.8023025,21.245026,1.3042521,8.540923,0.750542,4.1118517,0.8890579
10_43,27.700731,2.4707909,4.701852,0.7580234,0.5705087,8.208813,1.4033884,1.3307056,0.6391853,8.818434,1.1606649
23_41,17.144226,2.820649,2.048974,1.1681958,0.6620356,12.659012,1.708567,1.3398458,2.6000347,10.251278,0.8080457
92_10,19.31591,2.6950912,0.8410741,1.762466,0.91243064,11.887816,1.5798731,5.48226,1.0924166,5.845558,0.8051293
34_44,2.5281253,86.549164,0.4944836,0.72444427,3.9495428,1.4760935,0.8564484,0.5000399,0.67715967,22.922699,3441.778
55_35,3.220603,12.559294,0.7381232,1.1428623,44.522694,2.4953213,1.2285273,0.665667,25.296757,7.3633075,0.8592832
98_7,5.514144,3.8221526,1.7610731,1.5361623,1.309274,5.3215356,5.228548,19.076742,0.6120114,7.9728756,0.94638956
90_44,17.51286,2.7208996,1.1048377,1.2939119,0.7346926,15.067318,1.3734995,5.9097943,0.94756985,10.506936,0.6290321
91_46,17.184853,2.9713504,1.1149036,0.7592164,0.73335814,12.229016,1.4328524,33.123867,1.187705,5.250065,0.5991453
81_46,11.020201,3.415743,1.057488,3.6747193,0.66875285,19.929554,1.6476405,3.3139105,1.0178877,22.108221,1.0258095
57_42,29.483955,2.9356456,2.0863717,1.2641946,0.79895365,2.7140124,12.148411,0.6596682,1.0617391,6.911849,0.7698675
69_7,15.277329,2.271227,4.819684,0.7930781,0.44789037,7.634536,1.894313,1.2064804,0.8596934,6.455821,0.7799715
81_33,5.9541483,4.162002,1.002606,4.2790346,0.7014215,23.448204,1.3279504,1.4727056,1.5294963,5.3229585,1.1803875
84_3,46.75527,2.3278513,1.4084847,0.75992525,0.62815833,8.19939,1.1691773,0.95873755,0.85266644,5.0515165,1.023712
49_31,7.9684935,4.9265714,1.380841,1.5015148,2.7162836,5.9666214,1.1146885,0.95052063,10.8375025,6.2981935,1.0070264
50_22,20.598186,3.2304623,0.73390466,1.9912839,0.7181614,9.657196,1.7462173,1.3859563,1.3446369,3.9225602,0.89968604
95_56,21.473595,2.7373219,1.1558411,0.69836414,0.6431616,16.064817,1.3552208,3.0394626,0.98065007,4.54743,0.60255283
39_47,4.644377,5.5896783,0.8251014,10.699177,1.9478868,8.092316,1.1437122,2.4815338,6.1127977,6.676461,2.9130728
65_12,13.973047,2.8285224,1.9009984,1.6582131,0.7536769,20.924593,2.0140586,14.484181,1.1094487,7.850053,0.7671575
76_43,4.085016,6.1380243,1.5816209,5.5889406,0.917959,18.38708,2.388538,4.8649845,0.9669513,4.64491,1.5097405
83_25,5.7251787,4.4160705,1.0213559,12.254637,1.4723016,13.417814,1.7373972,1.6746613,1.616127,11.028698,0.58887506
90_40,16.843855,3.1474257,1.2537006,3.013557,0.7862513,20.613829,1.5961529,8.783496,0.8476681,6.045624,0.7533914
112_54,16.605064,2.7771025,1.1787419,1.0005804,0.85303867,20.805336,1.2467619,2.4904475,0.89705896,6.2931266,0.68327695
12_41,39.26782,2.4390917,3.6779804,0.4228061,0.5728014,2.6026301,0.7395201,0.49943194,0.7760397,11.513816,0.67485523
84_50,11.127936,3.3409185,1.1950924,2.1752768,0.69694406,20.101517,1.8400396,5.405036,0.9145684,21.942083,1.0509703
49_45,31.57939,2.6330652,3.404951,0.82864064,1.0460539,5.5740676,2.1061459,1.1891993,2.7642038,11.73673,1.1075755
117_38,68.00811,2.3164148,1.3686197,0.7747781,0.64348066,4.2397957,1.2218653,0.7838889,0.6496826,5.419792,0.6676075
41_35,39.478065,4.0678115,2.3379078,1.0346318,1.1732723,8.160803,1.0983859,1.5554183,7.2640386,3.4148006,0.6902393
32_32,7.220455,3.5766895,3.17051,1.0767472,0.99109495,4.908238,1.0375395,0.615741,2.537855,3.9289894,1.3740453
103_35,2.4396312,61.200886,0.49288437,0.5653363,3.197795,1.7334795,0.57224786,0.5344793,0.70623523,2.2208295,5.838593
33_26,13.870689,2.630959,3.0808418,1.320719,0.7249492,9.91113,2.047788,1.4204656,0.8900697,5.639337,1.5073059
87_35,23.738953,4.484295,0.7900288,2.2018433,0.7836768,19.37353,1.351051,2.988902,1.281938,15.465061,1.3107375
17_41,9.204909,3.5863206,4.383223,1.5134563,1.4901183,8.620682,1.660205,1.2291089,6.569531,8.549833,0.65059257
99_36,2.5396957,88.082016,0.56260604,0.5110662,2.8998039,1.7868465,0.8368454,0.48258144,0.8124334,2.8249724,4.855698
30_30,9.893389,3.133328,2.512628,1.0310848,2.0134811,4.6235056,1.042569,0.55949354,8.515808,2.5135207,0.90736294
40_35,15.004608,3.5932302,1.8920896,1.2203066,1.1326768,9.858692,1.7234935,1.524644,16.807,6.2847476,0.9977914
59_20,4.6424785,4.8791223,0.9275378,16.801006,1.0707542,10.622805,2.0227084,3.312247,1.7178996,11.865268,1.1910565
90_55,21.764097,2.3698804,1.1348453,1.0911604,0.7302676,17.193182,1.0437816,3.2572975,0.85958344,4.0982075,0.84023595
119_57,5.7617426,8.721164,1.0185813,0.7819072,2.3918056,5.8233366,4.843277,0.93676054,468.68414,2.27877,2.4961913
80_18,2.2208436,42.27609,0.38492674,0.6972787,3.1753016,2.427889,0.6542814,0.8361338,0.8371576,2.409564,2.5015337
69_26,2.79352,23.777992,0.5904338,0.63492686,113.57613,1.7956029,1.3493371,0.62699324,1.3573314,4.119931,1.8325757
89_18,2.726631,44.75618,0.5611625,0.5645335,2.8353646,1.8082325,0.5902823,0.563129,0.6838668,2.9861693,3.882324
