,Shared topic 1,Shared topic 3,Shared topic 8,Shared topic 9,RNA private topic 1,RNA private topic 3,RNA private topic 4,RNA private topic 6,RNA private topic 7
Stx7,-1.1881726,1.575597,-0.27192274,-0.13265339,0.060616635,-0.11727554,0.46120855,-0.12551297,-0.2592213
Epb41l2,-1.1347485,1.9557049,0.27657935,-0.6516378,0.8986732,-1.092616,0.007242843,-0.78715885,0.035785615
L3mbtl3,0.94305134,-1.2111738,-0.11158646,-0.20176487,0.34297165,0.14568216,-0.89639765,-0.108766206,-0.09916798
Rnf146,1.1043001,-1.5079659,-0.21516347,-0.10776213,-0.08416026,-0.13008873,0.038160525,0.15244082,0.2270546
Ncoa7,-1.924448,2.150662,-0.43730825,-0.72076136,0.012927588,-0.70528495,0.1950255,-0.94422996,-0.10867369
Tspyl1,0.107019,-0.1522921,-0.9352114,0.062494867,0.18998371,-0.03142716,-0.6612881,-0.04301937,-0.7300794
Hdac2,0.29536194,-1.0352591,-0.6826407,0.17025983,-0.44793704,0.025598794,0.06293246,0.16769706,-0.61478955
Tube1,3.667147,-6.803702,0.40152794,0.44610256,-1.128868,2.1501765,0.09810694,0.29104042,0.16986492
Themis,2.6431718,-7.0034094,0.88175255,0.22263743,-1.7666792,1.8699856,1.0585544,0.31692338,0.42993486
Fyn,-0.4625153,0.3691154,0.29245004,0.0021773395,-0.2849752,-0.056246866,-0.32685518,-0.2895369,-0.9811276
E130307A14Rik,1.7400764,-3.3640146,0.8855588,-0.40431997,-0.6771626,0.37035275,0.50544983,-0.04783931,-0.63603747
Rev3l,1.7000309,-2.5729647,0.58497083,-0.5209081,-0.69219226,0.5277193,0.2283268,-0.09900573,-0.16304424
Cdk19,0.7191578,-1.7420077,0.52180016,0.15097046,-0.45305043,0.01758821,0.35743666,0.17274137,-0.45682165
Cdc40,0.92058223,-1.7363901,-0.7247058,0.6908309,-0.38577938,0.08412768,0.08924654,-0.23559004,-0.65945596
Mical1,-0.25273812,-0.061673716,0.04907363,0.0036130007,-0.69426966,-0.10044256,-0.7360041,0.056623716,0.15078121
Cd164,0.60687983,-1.7055104,0.25501183,0.021631882,-0.39681935,0.16963972,-0.12389535,-0.014790391,0.08934413
Sesn1,0.91383564,-2.215314,0.12396995,0.119007185,-1.1593807,-0.10019456,-0.19515157,0.13518731,-0.16769807
Foxo3,0.8539063,-1.3488841,0.44725606,-0.009354913,-0.13942838,0.019944716,0.41449174,-0.01504766,-0.08337788
Ostm1,1.2309433,-1.9559424,0.34400395,-0.11114592,-0.4515746,-0.014274679,-0.31328487,0.16311908,-0.090797484
Sec63,0.7160307,-0.8560948,0.44977435,-0.17164622,-0.16332492,-0.054136813,0.07689182,0.011720757,-0.12674846
Crybg1,-5.894272,4.8478665,-0.59244233,-0.71398956,1.5046687,-4.0026407,0.58812934,-1.0714368,-0.3646704
Cd24a,1.550003,-1.6999185,-0.18339625,-0.7100165,-0.5808522,0.3624778,-0.47133866,0.34519196,-0.14283021
Prep,1.3204108,-3.019727,0.6792341,0.1146045,-0.67400205,0.06971827,0.010317853,0.638184,-0.59582126
Ascc3,1.806037,-2.5683491,0.20415479,-0.453998,-0.32362553,0.76526105,-0.12368589,-0.11205646,0.10119878
Serinc1,0.04422638,-0.6112982,-0.28108463,0.09619549,0.34187865,0.027292173,-0.42519224,0.07304126,-0.41548243
Man1a,-0.07216939,-0.8295766,0.42377764,0.08878006,-0.4408279,-0.016096927,0.21255071,-0.09255,-0.02806009
Gcc2,0.96633804,-0.70324874,-0.47868,0.0031954793,-0.02186084,0.011418026,-0.7860633,-0.027888821,-0.062140957
Lims1,0.7833664,-1.2465125,0.44272658,-0.09634593,0.04616522,0.07316005,-0.59916854,-0.044124454,-0.0073501403
Ranbp2,0.99791,-0.8810954,-0.26552668,-0.15865323,-0.0010603974,0.076712325,-0.49200878,0.0022238714,-0.1743424
Mcu,1.0981808,-2.7110486,0.9526711,-0.15610315,0.11032491,0.046909887,-0.30413648,0.0041500484,0.014061083
Ddit4,-0.71745425,1.733637,-0.61258245,-0.27838618,0.30561906,-0.4857039,-0.8772585,-0.09242795,-0.4632626
Ascc1,-1.3373477,1.6277931,0.15054154,-0.3068243,0.5463168,-0.6130229,0.52420795,-0.18383251,-0.6530604
Psap,-1.31303,1.5361595,-0.021019626,-0.03088491,0.07810647,-0.32091194,0.17577416,-0.18498473,-0.5845847
Sgpl1,-0.32442433,-0.9459204,0.25644946,0.25747675,-0.77175397,0.031196916,-0.10351027,0.06167276,-0.6125456
Tbata,1.0562515,-4.6649466,0.7051332,0.43113956,-0.86429065,1.458466,1.0715187,0.74839276,-1.038407
Eif4ebp2,-0.16805977,-0.4199023,-0.44573003,0.14428158,0.27203208,-0.014585959,-1.1263049,0.04157705,0.0103356615
Sar1a,-1.5776881,1.2180969,-0.16970019,0.23529528,-0.058445722,-0.19711515,-1.0748858,-0.008536081,-0.27090365
Vps26a,0.44688267,-1.6278255,-0.2831337,0.19606982,-0.86045736,0.036981657,0.22328189,0.10370776,0.15775637
Srgn,-4.592022,4.7241936,-1.1641457,-1.6080108,0.9942497,-3.5238628,-0.6112115,-0.4126771,-0.86794764
Ddx21,-0.45820296,0.44584915,-0.29091755,0.0063537406,-0.64802027,-0.13765322,0.8495446,-0.031395234,-0.43538094
Ddx50,0.0035301894,0.074386194,0.09242482,-0.008336761,-0.060792446,-0.003807427,-0.28548917,-0.0060718358,-0.001122627
Ccar1,0.7448763,-0.97780526,0.0633525,-0.03954313,-0.011291874,-0.002881242,-0.7418808,-0.031208273,-0.20577793
Hnrnph3,0.9438231,-0.9974358,0.58168817,-0.26325512,-0.2899964,0.069045246,0.1196853,-0.061240617,-0.3875653
Herc4,0.68212354,-0.92493296,0.3269506,-0.23616715,-0.07720493,0.0742139,-0.8470649,-0.05449988,0.09117847
Sirt1,-0.90186894,1.5351799,0.056386493,-0.08876246,0.6885652,-0.22224867,0.20916474,-0.4610825,-0.35196778
Reep3,-0.1300748,0.1376813,-0.38477567,-0.17630972,-0.46652508,-0.028096851,0.37308538,0.0116020385,-0.23869662
Jmjd1c,1.2217853,-0.97368807,0.3432144,-0.4877904,-0.42913127,-0.025279243,0.6618872,-0.07616487,-0.3836218
Arid5b,-1.7951199,1.9803109,0.38944823,-0.24106257,0.39476067,-0.45994118,0.20900369,-0.62615424,0.12460782
Ank3,-0.46743324,-0.2082645,0.4673531,0.050355706,-0.090303615,-0.01869946,-0.09105352,0.0032106745,-0.08215999
Ccdc6,-0.30299288,0.2056805,0.0020279519,0.011108173,0.1346318,-0.015839558,-0.35207552,0.0015869808,0.022969287
Specc1l,0.010274142,-0.32927626,0.27153698,-0.011776201,0.07843613,-0.021895513,0.3601106,0.0062948726,-0.10267943
Cabin1,-0.7474234,0.36661068,0.39685726,0.044659514,0.54789793,-0.080429,-0.53669494,-0.061887562,0.004398253
Smarcb1,-1.2563093,0.81618667,0.09481037,-0.05703303,-0.16645026,-0.044784863,0.23376626,0.012275221,-0.0081115365
Pcnt,0.9991761,-2.4213967,0.38318986,0.11677907,0.23638459,0.14008497,-0.40770596,0.03210434,-0.1828885
Fam207a,-0.33924326,0.42186785,-0.828812,0.1203831,0.0039899815,-0.12405109,-0.58697486,-0.0174571,0.39477885
Sumo3,-1.65217,1.35421,-0.9077794,0.16196853,0.6986669,-0.23152086,-0.9602967,0.4145896,-0.61458784
Trappc10,-0.22236131,0.8144,0.088885166,-0.13121192,-0.36990097,-0.035499465,0.06726875,-0.05251853,-0.12483167
Agpat3,-0.03707733,-0.9596763,0.6000479,0.13426258,-0.6246359,-0.09461998,0.3281705,0.01737794,0.08906131
Rrp1,0.5501094,-0.94093,-0.66421163,-0.03445152,-1.0048432,0.05809374,-0.35511768,0.46386358,-0.28234887
Cstb,-0.44783664,-1.1020842,-0.30393428,0.23104751,-0.6030338,0.28207445,0.3242517,0.21628545,-0.6069493
Bsg,-2.4027297,1.5259268,-0.20906168,0.6585517,0.6329556,-0.725347,0.3229364,-0.37513402,0.08680459
R3hdm4,-2.0308416,1.4807758,-0.2649308,0.41411465,1.0734099,-0.94924253,-0.43655118,-0.6491434,0.6833363
Cnn2,-2.0136561,2.8252454,-1.0056891,-0.87694705,0.44485584,-1.2504538,-0.8855857,-0.330051,0.16683275
Polr2e,-1.3654459,0.68374825,-0.4796584,0.5116165,-0.76825976,-0.32339394,-0.27614108,0.3925413,-0.19879831
Sbno2,-2.7779698,2.540823,0.3670304,-0.3461851,0.6429997,-2.1800957,0.49887505,-0.1828899,-0.037338052
Stk11,-0.24448182,0.365891,0.103521,-0.006050573,0.5621113,-0.02031069,-0.07348753,-0.008532859,0.03002307
Atp5d,0.12899923,-0.7207889,-0.19630675,0.04305883,-0.1683382,0.07977487,-0.690311,0.16886549,-1.1997176
Ndufs7,-0.819048,-0.54624504,-0.06697435,0.16869526,-0.42798522,0.030718997,-0.44361982,0.067854166,-0.16168024
Mum1,-0.9936248,0.46635136,0.38397366,0.06663858,0.14843616,-0.049459234,0.19938691,-0.029561745,-0.03054336
Mbd3,-0.106701255,-1.228013,0.29439136,0.16315675,-0.62597966,-0.044145204,0.20194656,0.14613388,-0.87275165
Tcf3,0.90984553,-1.1587533,0.23329306,-0.24970907,-0.10714687,0.044574887,-0.32072273,-0.0010194883,-0.07218688
Mob3a,-0.53958,0.57196665,-0.40391052,0.051296156,0.20365675,-0.005022237,0.064539805,-0.009033105,-0.23024307
Csnk1g2,-1.4516648,1.7377803,-0.32819074,0.05735965,0.8439674,-1.7105042,0.35303462,-0.9063514,0.4501399
Mknk2,-0.28708464,1.3701591,-0.48344272,-0.22797866,0.5485249,-0.12613073,-0.77273965,0.005806788,-0.29942614
Plekhj1,-1.4643065,1.3488048,-0.6588384,-0.025186012,0.36438006,-0.19757107,-0.8403843,-0.054892424,-0.23318532
Timm13,-1.3669169,1.2772932,-1.3201295,0.39906922,-0.9463867,-0.40766668,0.026499106,0.0074405214,-0.22975083
Pip5k1c,0.60179335,-1.3622365,-0.10242182,0.07544324,-0.34840384,0.17106207,0.34571972,0.10921483,-0.3362956
Nfyb,1.0245769,-1.8494349,-0.16204092,0.052528232,-0.34811157,0.06035413,-0.7367641,0.49767697,0.073815346
Txnrd1,0.040773623,-0.2258653,-0.058806244,-0.02539272,0.14668398,0.007737333,0.5504198,-0.022490896,-0.33984432
Chst11,-3.0213332,1.6997888,0.6715158,0.5006019,0.17942996,-0.8812264,-0.6213797,0.022014992,-0.7186431
Tcp11l2,-0.2697224,-0.23722869,0.030594341,0.005408633,-0.123401225,0.00019206118,-0.09362953,0.002890584,-0.009961684
Cry1,1.9637492,-2.28966,-0.36293188,-0.39146537,-0.2038256,0.3323678,-0.74941874,0.22212715,-0.38763744
Btbd11,0.05259181,-1.0445181,0.61707336,0.010896357,-0.3969452,-0.04580772,0.75709426,-0.015348883,0.07619603
Rtcb,-0.5648138,1.0059417,-0.3960992,-0.2698756,0.24406423,-0.28030425,-0.5623357,-0.046234146,0.062082693
Timp3,-5.2721863,3.1184893,-0.43338668,0.6674575,0.8061417,-2.3068345,0.03499568,0.33602187,-0.4307011
Hsp90b1,-3.646641,2.8413012,-0.2823219,-0.10329825,0.82131004,-2.6083174,1.8374154e-05,-0.65367067,-0.2106865
Uhrf1bp1l,1.4049215,-2.0043006,-0.37790367,-0.057940762,-0.6292058,0.13418016,-0.98411006,0.25865093,-0.62734187
Apaf1,0.38701087,-0.5133377,0.2344693,-0.2764954,0.5377164,-0.049397975,0.69967204,-0.08492055,-0.09258025
Tmpo,0.8321017,-2.6629171,0.18642738,0.47694677,-0.6618963,0.47508815,-0.18025683,0.6497456,-0.86392426
Cdk17,1.0959606,-1.9939361,0.44642738,0.13287668,-0.14636204,-0.072691575,-0.44099125,-0.51795447,0.8690871
Metap2,1.0380061,-1.7809753,-0.1397847,-0.14062954,-0.5705389,0.3794607,-0.8505287,0.029817281,-0.007205768
Tmcc3,-0.5314852,1.1363201,-0.06927004,-0.40038386,0.47613966,-0.36223817,-0.98514843,-0.11002188,-0.12949358
Nudt4,-1.0876479,1.3975887,-0.7278668,0.21547492,0.5530145,-0.38342828,-0.26229396,-0.010824278,-0.7563414
Dcn,-4.65485,0.4850386,0.8486738,1.0311317,-0.8238792,-1.9699078,1.4192083,0.17305498,-0.88886565
Btg1,0.10755862,1.4585096,-1.8307607,-0.42418897,0.02852108,0.23895536,-1.5677794,-0.53193086,-0.4710544
Atp2b1,-0.45210552,0.12364046,0.42709848,-0.059517957,-0.5522957,-0.04611179,0.6128822,-0.013713029,0.041758318
Ppp1r12a,0.69754684,-1.3960443,0.16504334,-0.05984101,-0.5640552,0.09012141,-1.3509778,-0.015704535,-0.1958116
Osbpl8,1.5493579,-2.9006822,0.19693337,0.07453918,-0.47031736,1.1075633,-0.32268775,-0.36063373,-0.3900443
Atxn7l3b,-0.6161766,0.7088291,-0.82817805,0.06333794,-0.17492741,-0.3578714,0.019180126,0.015177663,0.18234916
Tbc1d15,0.65568316,-1.0269692,-0.044721145,-0.14515288,-0.04685861,0.029637586,-0.3530652,0.039816774,-0.14659935
Tmem19,-2.1252236,2.2216825,0.35377017,-0.34514797,0.65413004,-1.1945503,0.29224414,-0.31149608,0.15662353
Rab21,-0.46815053,1.460744,-0.6681874,-0.09442276,0.44327542,-0.10007585,-0.47026956,-0.14289266,-0.40375853
Zfc3h1,1.0232515,-0.7321911,0.7165771,-0.41225278,0.040122233,-0.060631663,-0.6824454,-0.10231877,0.25447187
Cct2,0.596087,-1.0859609,-0.45145273,-0.04931488,-0.0543389,0.07052501,-0.7963252,0.08308128,-0.68405634
Frs2,1.1505226,-1.7077713,0.48119286,-0.65151244,0.2728385,-0.068221256,0.19474986,0.052444357,-0.1590205
Cnot2,1.7344012,-4.0836277,0.56519294,0.07728565,-1.2591517,0.791306,0.62173444,0.051455997,0.05810385
Yeats4,-0.96625316,1.111126,-0.69506896,0.09314798,0.09398841,-0.027789827,-1.1349852,-0.022304442,0.1650429
Lyz2,-5.176302,4.270409,-1.1361426,-1.0451726,-0.50667506,-2.644929,0.29049492,-0.40562138,-0.9918212
Dyrk2,-0.69838125,1.1702731,-0.6746917,-0.10732114,0.48342317,0.007730022,-0.52042645,-0.35209957,-0.042615775
Cand1,-0.2746253,-0.02378352,-0.59873134,0.2805615,0.30353168,-0.09656317,-1.0629889,-0.0022559792,0.3579653
Lemd3,0.46991152,-0.27915847,-0.0549072,0.011758955,0.2547839,-0.010257119,0.2532424,-0.006447592,-0.13369545
Rassf3,-3.953888,4.374654,-1.197035,-1.0317512,1.543292,-2.23314,-1.069338,-0.82539624,-0.60870886
Mon2,1.0541713,-1.7048466,0.5277711,-0.37656155,-0.71336704,0.12614779,-0.5209885,-0.053408626,-0.54257745
Usp15,1.127772,-2.8650422,0.5758653,0.1378018,-0.63843095,0.56983566,0.6935247,-0.049844306,-0.6295948
Ppm1h,1.2360185,-3.4311347,1.0109798,-0.20031574,-0.1853649,0.38839036,0.6295181,-0.5885331,0.231205
Cdk4,-0.9334506,0.5887903,0.09316428,-0.59068304,-0.13818215,-0.51919746,-0.027238095,0.53492737,-0.93160516
Ctdsp2,-0.9007318,0.3182673,-0.23212187,0.25812152,0.34282085,-0.079024866,-0.7199543,-0.010122739,0.23521635
B4galnt1,-3.783981,3.1099496,-0.25180706,0.07833604,0.64235365,-3.0646505,-0.5985924,-0.46986902,-0.045435064
Dctn2,0.24653333,-0.65161264,0.45027602,-0.052959215,-0.8965338,-0.5086836,1.0417789,0.016193379,-0.93178797
Arhgap9,-2.8184254,3.1263764,-0.874538,-0.16697392,0.69980526,-1.0130968,-0.4409168,-0.75257504,-0.21773468
R3hdm2,0.61186486,-0.6680697,0.084268995,-0.19672664,0.27750498,0.061954215,-1.0315192,-0.018146,0.026586505
Stat6,0.2019805,0.48193428,-0.12866633,-0.7900163,-0.5363854,-0.22469433,-0.76840794,0.044693038,-0.6381472
Nab2,-2.1557431,2.9045494,-1.1819793,-0.16224964,0.96403027,-2.063293,-1.202545,-0.7400446,0.9550217
Baz2a,0.7955862,-1.5240035,0.73071826,-0.08042403,-0.6807439,0.12657881,1.0057582,-0.509787,-0.10852925
Cs,-0.30615988,0.6451777,-0.2168141,-0.04743044,0.1140745,-0.043237995,-0.15373339,-0.016613541,0.05153406
Smarcc2,1.2152771,-1.7169226,0.21918221,-0.11241376,0.030127313,0.07233998,0.21644653,0.04178092,-0.21831577
Dnajc14,-2.0875053,2.1702063,-0.6809405,0.17498255,0.21530959,-0.6475544,-0.55354327,-0.34603047,0.3587062
Sarnp,0.38745624,-1.7722093,0.10201289,0.25358313,-0.70336455,0.21401928,-0.82045335,0.12294246,0.08127252
Rdh5,-0.5028182,-0.029208742,0.1728202,-0.0850796,-0.32886717,0.03252748,-0.61592793,0.045540273,-0.3769749
Cd63,-5.393445,4.649143,-1.4216499,-0.37622023,0.06078328,-2.2665255,-0.114360675,-0.20000039,-0.9622158
Tespa1,2.4237168,-4.524775,0.5150969,-0.4382266,-1.4308723,1.6160786,-0.12177208,-0.07263138,-0.9609875
Eif4enif1,0.24059598,-0.52768266,-0.12017919,-0.013619438,-0.050184425,0.015492277,-0.27825078,-0.05249876,-0.06178217
Pik3ip1,0.31892747,-1.1347052,-0.28183305,0.11302974,-0.4276294,-0.001519559,-0.10668374,-0.038328167,0.25241596
Sf3a1,-1.12079,0.84578025,-0.09879888,-0.05156978,0.4512082,-0.08962528,0.48476422,0.013384944,0.043730773
Uqcr10,-0.26747277,0.2269651,-0.7557042,0.035187393,-0.5236395,-0.007487035,-0.5178109,0.08230187,-0.17140238
Ap1b1,-0.7952107,1.2509751,-0.8308204,0.1388812,0.37615693,-0.13990897,-1.2857752,-0.16722526,-0.07721848
Kremen1,1.734714,-4.477064,0.7177777,0.3328148,-0.50290453,0.30808425,0.40301934,0.03160051,0.7651789
Xbp1,0.787135,-1.061275,0.01002458,0.15450478,-0.5538694,-0.08858299,0.012314006,0.11290337,-0.9575923
Znrf3,1.1235365,-2.4540172,1.0209833,-0.8440556,0.24647395,0.03690841,0.61961263,-0.010846266,-0.23335335
Mrps24,-0.7573007,-1.3751111,-0.26512188,0.39326617,-0.2822047,-0.013514567,-0.054891612,0.044135198,-0.15698537
Dbnl,-1.6976004,2.0432067,-1.1542087,0.3351606,0.8275848,-1.0159572,0.07486503,0.08910798,0.26378027
Ykt6,0.037356243,-0.8852199,0.36531022,0.04489212,-0.46945083,-0.051491138,0.08294498,0.0400241,-0.064360306
Nudcd3,-0.08913061,0.21731976,0.5392398,-0.040431436,0.3570935,-0.061559744,0.07463579,-0.051608793,0.10154087
Ogdh,0.09132253,-0.21827734,0.383538,-0.010693455,-0.06521748,-0.0038480149,-0.013496405,-0.0017899156,0.17814519
Purb,-0.16905285,0.18194285,-0.66579425,0.0060175452,0.053114425,-0.062424026,-0.17244741,-0.0024709187,0.17673959
Myo1g,-0.6820941,1.8929894,-1.0446335,-0.54695493,-0.62500435,-0.07812079,-0.9896546,-0.036790073,-0.6189214
H2afv,0.53135,-1.810864,-0.5496698,0.56356883,-1.0755066,0.5953319,-0.59089994,0.6263249,0.12419295
Ccm2,0.90719676,-1.4603066,0.5257531,0.04011528,0.1158518,0.053164434,-0.057193086,-0.48455968,0.06891946
Tns3,-0.6738695,-0.62150776,0.8791211,0.1732368,-0.44281003,-0.44624573,1.4139625,0.02646815,0.18619658
Ppp3r1,-0.16890222,0.040412575,-0.35275275,-0.05312085,-0.18875723,-0.016174074,-0.8929207,-0.004854885,0.12455623
C1d,-0.26516384,-0.62018234,-0.6270438,0.50322664,0.071327634,-0.2304926,-0.7939738,0.08051459,0.25783542
Spred2,0.86508286,-0.617442,0.71872133,-0.78058934,-0.4602043,0.12727226,-0.64519215,-0.1704522,-0.29401332
Actr2,-0.09905574,0.12730454,-0.6959133,0.015441669,-0.25388432,-0.049852546,-0.4107892,-0.067071795,0.04988423
Rab1a,0.8208371,-1.6022276,0.021242384,0.14653614,-0.61763626,0.082423896,-0.15084414,-0.110917784,0.29401395
Aftph,1.0948588,-1.0407355,-0.022483027,-0.48247933,-0.04266437,0.27377465,0.07880313,-0.12472182,-0.028770743
Peli1,0.6306621,-0.860067,-0.08018678,-0.019514173,-0.044538762,-0.012276444,-0.35607877,-0.01768086,-0.07231065
Vps54,0.83360744,-2.07597,0.79439616,-0.2321372,-0.31717676,0.10566988,0.24748835,0.043813955,0.11218352
Mdh1,-0.7497959,0.040259466,-0.55341315,-0.063813664,-0.13351153,-0.09662827,-0.39052573,0.32960132,-0.5668629
B3gnt2,-0.15376562,0.47175473,0.09201889,-0.03579979,0.21764033,-0.01122833,-0.43976957,-0.044767927,0.2205521
Cct4,-0.3303254,0.15411207,-0.82158875,0.02165699,-0.04493977,0.0030646196,-0.6771447,-0.00026715721,-0.10336026
Xpo1,0.98690414,-0.5192587,-0.31940556,-1.106004,-0.13463238,-0.21341924,0.0073675867,0.12814444,-0.39138395
Usp34,1.4535996,-1.3551037,-0.34580025,-0.18723847,0.08820129,0.27441472,-0.5448049,0.13642249,-0.03686134
Rel,-3.7065904,3.6517658,-0.44640356,-0.7485542,0.97451574,-2.5672379,0.60597044,-0.80850214,0.0896104
Vrk2,0.19635269,-0.4811383,0.14629962,0.0035678304,-0.21133523,-0.00065871316,0.27946562,-0.00837599,-0.11745519
Ppp4r3b,1.1557482,-3.2126856,0.39433303,0.14141256,-0.6768242,0.5983693,-0.6737582,0.2847184,-0.44849867
Rtn4,-0.2631995,1.3613374,-0.04228549,-0.40683863,0.81248826,-0.23619565,-0.39239842,0.022492822,-0.7147549
Psme4,1.5599045,-1.7243861,0.4261071,-0.66981786,0.13125306,0.31913805,-0.54363465,-0.06027227,0.0072674807
Sptbn1,-0.3851686,0.76680017,-0.081640445,0.009125194,-0.016510326,-0.21319084,-0.6995916,-0.028181074,0.6044098
Cpeb4,0.42871377,-0.6221492,0.23139074,-0.084234715,0.049407534,0.038500734,-0.76285815,-0.034217723,-0.26416332
Nsg2,0.97597885,-1.535411,0.1871833,-0.10902614,-0.40645337,0.23779434,-0.18123753,0.025594428,0.016234245
Stk10,-2.2839491,2.414752,0.06824522,-0.41503993,0.61160594,-1.0886633,0.019884579,-0.3409506,0.123677425
Fbxw11,0.13631019,-0.25242668,0.34169185,-0.032370426,0.34907532,-0.05811403,0.77927935,-0.02953277,0.1319204
Lcp2,0.887579,-1.2884854,0.421343,-0.1625856,-0.21846884,-0.08160944,0.22628522,-0.033232953,0.26180843
Rars,0.16491915,0.7852641,-0.58603156,-0.18598704,-0.22421141,-0.0589983,-0.8619622,0.023483122,-0.37051558
Mat2b,0.06304231,-0.026702102,-1.3021928,0.0067604193,-0.05804489,0.07278509,-1.2409335,-0.01820068,-0.2292112
Dock2,1.0597496,-2.3451993,0.80835164,-0.12692031,-0.3685802,0.46111882,0.6089636,-0.7108679,-0.1197011
Ccng1,-0.40071738,-0.73270893,-0.4544432,0.2449957,-0.48763996,0.064627305,0.07741706,0.03973714,-0.66891426
Pwwp2a,0.82999104,-1.4754413,1.0083435,-0.12514111,-0.85283786,-0.004203679,0.36825743,0.020284677,-0.7149596
Clint1,1.0623219,-1.0565335,-0.22304042,-0.65949386,-0.7731361,0.21792057,-0.2993937,0.032235123,-0.4727509
Cyfip2,1.4699532,-2.0067742,0.02651789,-0.3713866,-0.38873848,1.1092517,-0.30569553,0.15015922,-1.2670416
Itk,0.9445698,-1.3091183,0.4002334,-0.29651138,-0.23953477,0.23442376,-0.537979,-0.030768795,-0.07980265
Ifi47,-1.9080423,2.6257277,-1.1968393,-0.21641305,0.47201258,-0.95672077,-0.76386225,-0.49231702,-0.0418671
Mgat1,1.2649672,-2.0830934,0.7079807,-0.16900726,-0.53096765,-0.21732749,0.9316481,0.04234653,-0.7365061
Zfp62,1.2220609,-2.3594537,0.10352082,-0.20827356,-0.7749997,0.6578051,-0.10290618,0.09758884,-0.8152627
Cnot6,1.370981,-2.4674459,-0.3709386,0.2763633,-0.4578891,0.70424056,-0.2843584,0.13409494,0.52821916
Rnf130,-0.2583049,-1.4794626,0.8515437,-0.18421003,-0.67564917,0.08334778,0.5011156,0.013250258,0.38809016
Sqstm1,-1.9490335,1.2521942,-0.16962199,0.2738945,0.56155354,-0.27909827,-0.052644167,-0.06182227,0.110535175
Canx,-1.8401786,1.7787007,-0.48989034,0.3453991,0.2501646,-0.6643379,-0.3402919,-0.4058925,0.18699455
Clk4,0.18856573,-0.31189588,0.8294046,-0.21510445,-0.25809494,-0.10736698,0.1316275,-0.030799503,-0.00086928
Nhp2,-1.4321594,1.4592031,-0.27700886,-0.31097174,0.40368533,-0.62374294,0.10235727,-0.020634692,-0.28025332
Cdkn2aipnl,0.67250615,-1.9167044,0.11890838,-0.11542078,-0.345776,0.42537606,-0.61912847,0.31712046,-0.17885567
Ube2b,0.08319129,-0.3784563,-0.6389213,0.020768667,-0.062145505,0.029361844,-1.1389697,0.005123057,-0.07716068
Ppp2ca,0.28475657,-0.8157657,-0.22918068,-0.017039094,0.43200153,0.002376048,-0.2028997,-0.0074067814,-0.07649818
9530068E07Rik,-3.6199875,3.3885071,-0.9650524,-0.06572587,1.1544071,-2.122739,-0.93248844,-0.92271113,0.3595743
A630014C17Rik,2.7415972,-5.5857334,0.48065946,-0.5882059,-1.5385468,2.1328738,0.26415008,0.45572993,0.09209573
Hspa4,0.18079664,-0.356064,-0.18113367,-0.0022470162,-0.12224998,0.0003766677,-0.23737954,-0.0042295237,-0.06346506
Uqcrq,-1.3444166,0.43755072,-0.4203081,0.3796749,-0.41537791,-0.29310292,0.4338989,0.09109964,-0.06793047
Irf1,-3.764482,3.5468895,-0.34761867,-0.6398103,0.89954615,-2.516322,-1.1751553,-0.5114487,0.5785583
Rapgef6,0.22060814,0.4681593,0.11850291,-0.50535345,0.0147887925,-0.01847129,0.4237415,-0.072240405,0.017263332
Hint1,-2.2320688,1.0879055,-0.44854724,0.4092138,-0.5656065,-1.2173468,-0.21871538,0.38912877,-1.0929741
