,Shared topic 1,Shared topic 3,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 10
CAPZA1,1.1492581,-0.20492901,0.22713117,-0.6403212,0.5069465,-2.2359233,-1.3644259,0.14472626,-2.8354464,-2.9475398,-2.849807,-0.6459212,0.63119346,-0.028348863,0.5015264,1.0032854
RHOC,-2.1910696,-0.56025845,-0.84702355,-0.21458545,-0.18383946,1.3126185,1.2594979,0.56001484,0.93364733,0.75876474,1.5145293,-0.2802321,-0.6842331,-2.2643113,-0.40012333,-1.3299586
CSDE1,-0.31813622,0.124639064,-0.16892423,-0.49833888,0.070652984,0.44865033,0.7691658,0.30400932,0.7673838,0.79475343,-0.4211253,0.41865516,-0.08712521,-0.9056915,-0.007901289,-0.26569
ATP1A1,-0.030832212,-0.4032564,-0.0073946486,0.11263885,0.3126321,-1.4052835,0.57403696,0.750503,0.6284472,-2.2698903,-2.2421198,0.20443797,-0.10609735,-0.07458783,0.27632216,-0.09666392
PDZK1,3.7061973,-4.731476,0.55521613,0.34882814,-3.8187547,-2.9713812,-2.8047192,-2.707758,-2.98395,-2.8209033,-2.6674838,1.5605454,-3.1048052,3.056604,-0.27581158,-2.2456584
RBM8A,0.031710558,-0.7636641,0.4844552,0.010567011,0.5260168,-0.5593954,-1.8944119,-0.073437154,-2.7917206,0.13941765,-2.0302474,-0.010074645,1.0449647,0.27669397,-1.0008981,0.87710035
APH1A,0.12522295,0.75860775,0.45278448,-0.43086934,0.19430979,-1.7794071,-1.4803724,0.14367938,-3.076207,-2.5520675,-2.8364,-1.5276037,1.0061278,0.831345,-0.7477933,0.9006607
MRPS21,0.06092713,-0.005758103,-0.09889703,0.0029172958,-0.10265677,0.60703444,-0.57715786,0.8047221,-0.4356236,-1.2536329,0.07736879,0.44040695,0.28615317,-0.053155348,0.006807319,0.096308194
MCL1,-1.631314,-0.3022234,-0.5385752,-0.27939466,0.38151988,0.85598224,1.0834641,0.48966315,0.88137925,0.5930741,0.13981281,-0.037804313,0.3934715,-1.3672333,0.2546989,-1.2776222
ENSA,0.1442885,-0.62339467,-0.045667335,-0.02601017,0.039622925,-0.006089536,-0.24222364,0.12168794,-0.5670432,-0.4443083,0.15817751,-0.6264729,0.8373503,0.6076434,-2.1402767,0.022197772
CTSS,-1.041182,0.53909653,-0.87464845,-0.0028616635,0.33294055,0.28936678,-1.6479644,0.76638865,-3.3984234,0.30879045,-0.8910095,-0.08164092,1.0609779,-2.297987,-0.345115,0.68207
CERS2,0.8344872,-0.44011047,0.04446026,0.1849173,-0.39168665,-1.8166175,-0.18612112,0.047828924,-2.6152785,-0.07860246,-0.21498445,0.9222194,-0.83166933,0.37678206,0.08448129,-0.13873571
PSMD4,-0.3366491,0.22946766,0.052430373,-0.21919408,-0.05682146,0.26316443,-0.04492107,-0.5886479,0.15759657,0.6869383,-0.53758854,-2.1133306,0.23950544,0.24842766,-1.915326,1.0018636
PSMB4,-0.26888058,-0.16389412,-0.40141642,-0.012510859,0.22422408,0.5688538,0.7787634,0.06074685,0.10317754,0.27181116,1.1894147,0.28350708,0.61068165,-0.5690177,-0.2966876,-0.4707953
RORC,3.3811321,-6.0350266,0.65057606,-0.9989251,-1.7526408,-2.3008664,-2.6476333,-2.5283172,-2.542346,-2.5714924,-2.3050203,1.0155066,-1.8897629,3.4643512,-1.88158,-2.0217166
S100A10,-0.7474317,-0.76278096,-0.5998962,-0.3247246,-0.48369607,1.0886438,1.1997331,0.21789612,0.6187267,0.9216483,1.5006671,0.30331975,-1.5721304,-1.1141573,-0.6507731,-1.7575088
S100A11,-1.4907639,-1.1971891,-1.219086,-0.46144214,-0.47691938,1.2433484,1.3217633,0.053015128,0.9886083,0.9805416,1.6915277,0.09621621,-1.8585359,-2.5907264,-1.2380602,-2.1858535
S100A9,-5.5797234,1.7829742,-1.1841544,-1.4006995,1.4665729,0.35670745,-1.505604,0.2503766,-1.8519831,-1.4362077,-2.3318834,-2.7225204,2.223875,-2.5279882,-2.5701811,0.973199
S100A4,-2.225039,-0.97769177,-1.7790691,-0.5431947,-0.18016954,1.038665,1.6840597,0.5404616,1.5711715,0.71794015,1.2351502,-0.26847717,-1.2643343,-3.8860798,-1.5265276,-1.991162
S100A16,-1.0572555,0.33327755,-0.22661023,0.07900067,0.41977158,0.07526063,-0.5671246,0.7479292,-0.63414145,0.5717559,-2.5948343,-0.62086684,0.78757006,-0.6638539,-0.049879164,0.27178267
S100A13,-0.5030528,0.034794144,-0.30008107,0.04202764,-0.42952,0.54103845,0.9879787,0.549146,0.4646803,0.88555557,1.0958953,0.3017247,-0.61390173,-1.164885,-0.19092569,-0.5028723
S100A1,4.1111107,-4.035052,0.77105474,-2.3137083,-3.4751654,-2.646278,-2.6593668,-1.8127478,-2.6020138,-2.0837655,-2.3535855,0.11770757,-2.8537035,3.2574887,-2.8204026,0.111080766
ILF2,0.019653708,-0.498737,0.5124136,-0.63860786,0.5666545,-2.0710557,-0.024913236,-0.9710729,-0.33043727,-0.28601614,-1.5654278,0.14837764,0.6302068,0.48515788,-0.747796,0.8643179
SLC39A1,-0.0067531615,-0.15168008,0.15182279,0.17416742,0.17442757,-0.40032133,-2.5510368,-1.2393825,-1.148617,-2.2028785,-1.0514704,-0.116974175,0.36306256,0.48498195,0.42050633,0.5655839
JTB,-0.53091073,0.14577079,-0.022458041,-0.16003363,0.3337221,0.11549527,0.19710569,0.51057726,0.28710982,-1.4317361,0.16072783,-0.42917147,0.7696419,-0.14128242,-0.04700162,0.18061231
RAB13,-0.009443134,-0.12881891,0.18384226,0.13027383,0.27078015,-0.19648091,-2.4201477,-0.06171216,-3.477665,0.37329254,-2.4990323,-0.35829714,0.62960726,-0.0690369,0.15682918,0.61336833
TPM3,-0.5418916,0.43765417,-0.26700598,-0.17541501,0.37589633,-0.5588767,0.25122157,0.6347932,0.03147001,0.25592113,-1.6545627,0.29563114,0.78863394,-1.0606999,0.29174942,-0.51564074
C1orf43,0.5805603,-0.011594938,0.3061568,-0.012512072,-0.053216625,-1.2690265,-1.6149491,-1.7517503,-2.3646207,-0.2639583,-2.7135134,0.6350463,0.31257248,0.652936,-0.66604096,0.7099156
ADAR,-0.33488297,0.06305438,-0.055081856,-0.15222077,0.20865895,-0.5160212,0.3748407,0.43597475,-0.61406225,-0.2243068,-2.0141463,-2.058138,0.7959712,0.03475897,0.14398044,0.27539992
PMVK,0.2829262,0.07932407,0.21374556,0.11984016,-0.2544211,-0.89818835,-2.4416316,0.8248374,-2.93719,-0.45144776,-0.9325732,-1.8692586,0.2816183,0.8191624,-1.6752241,0.9767889
PBXIP1,-0.7066157,-0.12801889,-0.26476943,0.24756025,0.32188416,-2.5760534,0.07299331,0.81794953,0.20144965,-1.6250533,-0.450479,-1.8468403,-0.014710222,-0.45158026,0.43354484,0.5394461
SHC1,-2.258475,-0.0021071136,0.009161947,0.0633893,0.5551122,0.4782254,0.35310403,-0.123056434,0.41304666,-0.1505468,-0.6679838,-1.0360926,0.6511086,-1.149195,0.6662764,0.4658155
EFNA1,-0.1042206,-0.028581128,0.045777917,0.11107713,-0.16634749,-0.11104745,-0.7946483,-0.08273546,-1.7451981,0.49647367,-1.2255775,0.040332705,0.04261383,0.014808208,0.48770642,0.10355133
DPM3,-1.6721126,0.388813,-0.07001951,0.08461152,0.18736474,0.8173944,-2.1673374,0.5253889,-1.117175,-2.810632,-1.1454837,-2.109704,0.783945,-0.06776497,-0.021340312,0.81910694
KRTCAP2,-0.3456436,0.056486443,-0.57840955,-0.018099861,0.33223513,-0.1809074,0.7990824,0.70335126,0.45530638,0.84464955,-1.2248645,0.29194674,0.45283818,-0.9262786,-0.16676305,-0.43597475
MUC1,0.709103,-0.12802953,0.5194645,0.5847642,-1.2824674,-2.2170982,-1.9115666,0.7561164,-2.8262696,-2.0248787,0.5472065,-0.1854471,-2.7866564,0.8495672,0.3426894,0.5050675
GBA,0.4430778,-0.30963188,-0.020965206,0.1813535,-0.45796242,0.062386617,-2.2359388,0.63231075,-2.1567793,-0.5576063,0.08382553,-0.8315112,-0.48142648,0.5381196,-0.13333033,0.75160927
FDPS,-0.92919046,0.038013197,0.107237644,-0.0038534165,0.65693206,-1.2516307,-0.9860892,-1.388633,-0.506079,-0.8091842,-0.4174289,-0.9597022,1.277832,0.40283084,-0.23173578,0.35997453
RIT1,1.8917911,-3.7857194,0.38156673,-2.3687136,-2.4990437,-2.2643807,-0.97774804,-2.6494505,-1.5880046,-0.025068417,0.33680648,-0.75422025,-0.8374582,3.2120414,-2.2776344,-1.6181496
SSR2,-0.75665843,0.016452976,-0.39532554,-0.035338372,0.25193548,0.9397625,0.78137815,0.9773299,-0.17833132,0.5243031,0.69678366,0.14408867,0.36542326,-0.6034528,0.102228805,-0.80755144
LAMTOR2,0.46492034,0.5705323,0.22088325,-1.1533195,0.3411156,-1.4059467,-2.6878505,0.2964323,-2.368228,-1.2422662,-2.9071095,-1.3717046,1.1163772,1.0356851,-2.304214,0.9579295
LMNA,-3.9677176,-0.5964438,-1.0331527,-0.50567776,0.054943074,1.2614062,1.4686406,0.2187392,1.1749711,0.8169015,1.4643552,-0.9454187,-0.25878623,-3.8760726,-0.07598,-2.4471152
PMF1,1.3060672,-0.8070394,0.004733298,0.6879309,-0.20021555,-3.0566916,-1.2737458,-2.224373,-0.67089725,-1.040404,-0.503223,-1.8923646,0.8945206,1.5133138,-1.9298706,1.1839371
CCT3,0.3685884,0.06970462,0.20514642,-0.060587924,-0.06292215,-1.6108954,-0.6897028,0.009533869,0.16123867,-1.8503863,-2.8918252,-0.9716645,0.67490095,0.58640087,-0.017009595,0.65733856
MRPL24,1.3510928,-0.05251705,0.17791243,-0.28070226,-0.15576796,-1.875988,-0.4716625,-0.56704396,0.019151755,-2.2775412,-2.8538237,-1.175342,0.4448996,1.2416767,-0.079795815,1.1154026
HDGF,1.1946969,-0.062503755,0.1628967,-0.35659194,0.4869242,-1.1744815,-2.984744,-0.33947107,-3.039173,-2.6350052,-2.8987951,0.3443973,0.48269317,0.6926225,-1.3529946,1.2907922
IFI16,-0.84848744,0.65433276,-0.022431683,-0.0654108,0.5741385,-0.5598315,-0.805382,-0.54840547,-0.4545007,0.53100276,-3.1416152,-0.8555572,0.923262,-0.87599814,0.50459373,0.78808284
ACKR1,-9.613936,-0.11443722,-3.25818,-3.0367095,1.1688364,1.8839324,1.4357285,1.1852665,-1.5901755,1.0856608,1.2699026,-3.0021164,2.0237594,-5.7082653,-2.5534253,-2.3431847
DUSP23,-0.22281154,-0.15437129,-0.114650995,0.01570875,-0.36985624,0.6828448,-0.22443081,0.3656065,-0.24444523,0.4073197,0.65286374,0.22078566,0.01305706,-0.1731559,-0.7619318,0.50591344
TAGLN2,-2.5332308,-0.9067707,-0.91173685,-0.44415167,-0.32654062,1.2552354,1.2815493,0.03662493,0.7606998,0.78977257,1.8143934,-0.25679785,-1.2716644,-2.9253998,-0.57053906,-2.307506
PEA15,-1.3634633,0.4140488,-0.2092586,-0.3199736,0.61967945,0.12271497,0.73454094,0.9738034,0.9559603,-0.0020983156,-2.1478739,-0.7050201,0.797288,-1.0497968,0.16135237,-0.2546117
COPA,0.84815,0.01779224,0.19545485,-0.560551,-0.01576768,-0.5810741,-1.9494647,-0.76632714,-2.789199,-2.6152112,0.5832267,0.74043643,0.15592635,0.049235433,0.44970232,0.73298305
NCSTN,1.3927946,-2.8385015,0.6943625,0.3518404,0.3336414,-0.9288236,-2.3981988,-2.3802419,-0.5799288,-3.0573363,-2.8154657,0.61551315,0.035054002,1.1425772,0.52462935,0.58350396
TSTD1,2.1571226,-1.5795002,0.4062162,-0.086618744,-2.3917642,-0.050368123,-2.0217278,-2.12685,-2.9142182,-2.7326076,0.3033276,0.546485,-1.2487189,1.8944647,-2.7080672,0.94570136
UFC1,0.7672913,-0.120085545,0.31887907,0.068395294,-0.18316524,-2.860102,-1.6160595,-0.00030915998,-0.51542646,0.14014558,-2.6882432,0.5326224,-0.41172805,0.6873319,-0.5897097,0.56875575
ADAMTS4,-4.852728,0.20401356,0.30176452,-0.45105,1.0335459,0.7515805,0.70716834,0.48880452,-0.08019711,0.07014314,-1.0509949,-1.610496,1.1809105,-2.2567737,1.0607827,-0.07255698
NDUFS2,1.9383934,-1.9721134,0.41452193,-0.4537535,0.07546136,0.08566085,-1.9646804,-1.19504,-2.1814399,-1.9165615,0.3733112,0.011629088,-0.5830621,1.5686533,-0.0060048867,0.80415434
FCER1G,-1.7967252,0.38668168,-0.5612473,0.02326628,0.38610706,-0.08907833,-0.10876228,0.8124979,-1.6476433,0.67039746,-1.1468067,-0.1452301,0.9035244,-1.7612058,-1.1668476,0.70545256
SDHC,2.0897918,-1.4178745,0.39269128,0.115699135,-0.31355196,-1.6299275,-1.119268,0.30437946,-2.3076909,-2.751542,-2.51461,0.5644354,-0.59933317,1.5682795,-0.072410844,0.7667108
FCGR2A,-1.0443316,0.67985946,-0.22750871,-0.04303196,0.2980276,0.1781313,-1.6882657,0.7552695,-1.3291113,0.3722303,-2.8980129,-2.2552493,1.1561695,-2.0432289,-0.20026702,1.1467522
FCGR3A,-2.4530072,0.18772641,0.9441972,0.3025839,-0.8741845,-2.237989,-2.2210624,0.55368495,-0.38582748,-1.310235,-2.439238,-0.9322894,0.03114643,-0.868358,0.20138565,1.591124
MGST3,-0.24263537,-0.2929905,-0.011085733,-0.0025911215,0.11865997,0.21902247,0.5964013,0.40987903,0.7944358,0.42669106,-0.15443954,0.16105498,-0.22035082,0.00279521,-0.02601963,-0.09408676
TMCO1,1.4191082,-0.08335918,0.56913054,-0.33971837,-0.30552867,-0.09790243,-2.511626,-0.48715937,-2.4507463,-2.2161717,-2.810414,0.622717,0.04350727,0.903206,0.80353844,0.6984634
CREG1,-0.572571,0.36770442,-0.23108803,-0.04941102,0.11727231,0.12079425,-0.15704271,0.39464724,-0.28850064,0.4189533,-0.30643567,0.072733976,0.99561965,-1.3014466,-0.24453142,0.25049323
MPC2,2.1769707,-0.17100228,0.5488778,0.015763557,-1.0639036,-3.0478137,-2.398219,-0.7927428,-1.4245731,0.21337637,-2.6735468,0.43399683,0.09799388,1.6767312,-0.47676003,0.5155901
ATP1B1,0.2370602,-0.44719705,-0.2641258,0.17449997,-0.7136949,-0.1064658,0.2733584,0.27767918,-0.03505007,0.26093286,0.09404696,0.7447307,-0.5250393,-0.67865676,0.28163302,-0.75746185
FMO1,4.2553234,-5.9488535,-0.8170499,-2.0954149,-3.3535743,-2.5809798,-2.4518456,-2.411568,-2.4238942,-1.6131303,-2.0063977,0.38690192,-2.4175649,3.473871,-2.5886242,-2.3262517
PRDX6,-0.09759527,-0.03647185,-0.1731697,-0.10135467,-0.0009947311,0.6845451,0.6942494,0.61687857,0.44388872,0.06848244,0.37721592,0.347078,-0.32192326,-0.22835037,-0.0728694,-0.2505122
QSOX1,-2.7532465,0.1121161,-0.25393558,0.22857691,0.41704333,0.38722146,-0.6580348,0.37503552,-0.49770394,-0.583387,0.038004916,-1.9139673,0.74353266,-1.5516771,0.62088203,0.92192084
GLUL,-1.479329,0.22783248,-0.40680984,-0.016655708,0.5987895,0.1501947,0.43810847,0.5170302,-2.2162833,0.22373907,-0.34959432,-1.0790808,1.0449299,-1.4664576,-0.0054555326,0.48466074
LAMC1,-0.3724947,-0.4927045,0.2223082,-0.32534122,0.4510371,-1.2684402,0.8365912,0.27856812,1.2098247,-2.8798325,-3.0184193,0.29021335,1.0780913,-0.83030003,0.25998142,-0.097110316
ARPC5,-0.6841519,0.18650132,-0.2666648,-0.38880232,0.35697263,0.13524957,0.83451885,0.46328017,0.5175728,0.47268838,-2.271081,-0.031429034,0.7960891,-1.1177294,0.17738801,0.060478806
IVNS1ABP,0.107499346,-0.34435695,0.037905835,0.056299724,0.28045696,-0.56010884,-1.3526318,-0.9267804,-0.9113702,-1.1280507,-2.019496,0.58658326,0.23128323,-0.06936216,0.9121031,0.25842428
RGS1,0.31917882,-0.17926821,-2.0696614,0.12536833,0.49906784,-1.044551,-2.610197,0.7793964,-2.7582386,1.017981,-2.9638495,-1.4868838,-0.02561814,-1.7632997,-0.39914903,1.2917317
CFH,-4.63982,-0.47659034,0.21636575,0.024918532,0.69649726,-0.018196998,0.4454922,-0.26803312,-0.14216414,0.46084908,0.41772604,-2.1220088,1.228787,-1.3592777,0.7618099,-0.35761803
TMEM9,0.5942421,-0.22055882,-0.074923754,0.16615158,-0.25833836,-1.0295815,-1.5208703,0.06261593,-0.27935946,-1.2293979,-2.376572,0.27173778,-0.17471023,0.38220146,0.19751072,0.75809103
PHLDA3,-0.48734286,-0.28009987,-0.0825817,0.055956397,-0.03714287,0.6458676,0.55454075,-0.6118793,0.50274646,0.6865358,0.48810637,-0.648365,0.743059,-0.6684016,-1.0105691,0.84017247
CSRP1,-3.6847692,-0.93834525,-2.2207778,-0.8705857,-0.34465826,1.2138135,1.7434578,0.52685845,1.8039091,-0.16411826,1.2963669,-1.2504427,-1.6499015,-4.769375,-0.7628288,-2.6127403
ADIPOR1,1.324995,-1.4558762,0.72802573,0.13220009,-0.45619696,-2.341804,-1.7888278,-2.7626853,-1.9567134,-2.4266553,0.37303755,-0.28704858,0.8133654,1.2291347,0.428295,0.42175174
SNRPE,0.9392285,0.16239488,0.2763844,-0.62884,0.35519806,-2.5853677,-2.7125344,-1.3135997,-1.0452756,-1.6381805,-2.759608,0.23293856,0.7966499,0.5899663,-0.23521888,1.0743806
CDK18,0.6529568,-0.77142656,0.17715688,0.30389693,-0.28699744,-0.2418769,-2.4304473,0.4760066,-3.0728378,-0.4206025,-0.18864359,0.55507654,-0.58777744,0.48462522,-0.38569763,0.51018566
NUCKS1,-0.4467397,0.116730675,-0.43975443,-0.39287648,-0.1384828,0.27788895,1.0381857,0.18773626,0.6148286,0.5281187,0.5449501,0.2948345,0.4524627,-1.2586031,0.25027576,-0.80018914
MAPKAPK2,-0.816905,0.011633008,-0.52745,-0.01671961,0.36422372,-0.08763208,0.57547045,0.76230663,0.36111018,-0.8826217,-1.8643205,-1.4880383,0.9264437,-1.2355285,0.38473547,0.29794592
CD46,-0.09959108,-0.024014913,0.05858054,-0.010668565,0.21473116,-1.4270796,0.48036832,-0.5157641,0.7120458,-3.0030925,-3.075086,0.41642654,0.5482417,-0.15273258,0.5240193,-0.0006306835
CD34,-2.3513129,0.1531784,0.104595356,-0.13601434,0.5236589,0.9850193,-0.33748886,0.47275153,-2.5929883,0.54023576,0.45995075,-1.1705543,0.96105134,-0.99660593,0.75757396,-1.1470398
NENF,-0.42982233,0.12532213,-0.37353495,-0.007880808,0.037858404,0.75940526,0.63462454,1.0507052,0.19255215,0.80696756,-0.037809137,-0.2653912,0.44294402,-0.6567449,-0.14918129,-0.3771714
ATF3,-3.9849694,0.34816557,0.71230316,0.2749573,0.4710482,-1.1708051,0.09194996,0.6532596,-1.0241778,0.15090208,-2.1319509,-1.7351267,0.49139443,-1.6778979,0.15965794,1.4436086
MARC2,2.806729,-5.825169,0.8913326,-2.6586585,-2.5617445,-2.4463053,-2.4828162,-2.6254187,-2.4756682,-2.6323144,-2.2284021,-0.27932543,-2.4388323,3.930568,-2.2131557,-1.207295
AIDA,1.1430918,-0.38783535,0.57517195,-0.08482258,-0.085230745,-2.5265892,-1.4565495,-2.9190502,0.044769842,-2.9471195,-2.7440639,-0.24023537,0.72982275,0.886004,-0.6043203,1.2596142
CAPN2,-0.047273606,-0.22579372,-0.011209697,-0.4086966,0.48683578,0.091489315,0.40432236,-1.9855868,0.6521442,-1.821221,-1.3794609,-1.1531266,1.1250874,-0.08775504,0.46945298,0.41311345
DEGS1,0.4678081,-1.5143373,0.23008275,0.04201471,-1.0120956,-0.055359904,0.51637626,-1.5883716,0.6178,0.5058084,-2.6544285,0.7374592,-2.2292745,0.7076643,0.13789177,-0.17544474
CNIH4,2.366837,-2.6814713,0.52290756,-0.16649412,-0.3611825,-2.0380008,-0.03443717,-1.654757,-0.95155126,-2.4298306,-2.521239,0.22740968,-0.26918086,2.2686138,-0.7206944,0.26337022
SRP9,0.14058451,-0.1597632,0.12899359,-0.25404787,0.3700586,-2.701891,-0.47522923,-0.6922883,0.46801713,-2.4220364,-0.66268843,0.1751129,0.7626336,0.2098238,-0.6900245,0.42876136
EPHX1,-1.5744429,-0.17565428,0.3211634,0.23555452,0.70138365,0.2309871,-0.7684555,0.14925961,-2.0344543,-0.96922576,-2.2704093,-1.7745711,0.99535227,-0.16903752,0.6873455,0.3299975
H3F3A,-0.9197246,-0.44804966,-0.6055224,-0.301606,-0.009708672,1.0652345,1.3105851,0.4246959,0.84299195,0.7439245,1.3176727,0.14096089,-0.24291888,-1.2118721,-0.07981757,-1.5360274
COQ8A,2.208253,-2.7373269,0.7128394,0.43433398,-2.8543384,0.1447111,-2.83132,0.102360316,-2.8254473,-2.0142155,-2.5618274,0.11965452,-2.328617,1.8234743,0.21205476,0.7305934
ARF1,-0.7355562,0.023363948,-0.4368378,-0.07703826,0.27847996,0.66248816,0.8968297,0.73311776,0.87059426,0.6766979,-0.29540357,-0.053363375,0.5454929,-0.73210984,0.15914127,-1.2937853
MRPL55,0.027566582,-0.027056517,-0.040622797,0.09117323,-0.11737271,-0.2511739,-0.5753093,-0.0575619,-0.6618229,-1.4933156,-0.45088947,0.013600614,0.6897897,0.22475155,-0.46731484,0.44371912
GUK1,-1.8606441,-0.9128617,-0.9980104,-0.24642776,-0.4989548,1.3382822,1.1486913,0.25427517,0.5544066,1.0771345,1.6294727,-0.16404162,-1.1391444,-2.1214633,-0.8510089,-1.7966653
RNF187,0.20998399,0.42583162,0.3283514,0.014931928,-0.26941216,-0.92097163,-1.7538416,-1.1881366,-3.1220706,-0.93927026,-0.16956334,-0.92176896,0.80310345,0.5889401,-0.72333324,1.0308139
AGT,3.4251995,-6.569046,-1.6227174,-0.549814,-1.1583688,-2.869201,-1.530698,-2.6194596,-1.7267426,-2.6708536,-2.5620034,1.1347884,-1.8483143,2.906729,-1.3329594,-2.890654
EGLN1,0.81225884,0.4176585,0.71531475,-0.005109717,-0.42896214,-3.383629,-1.9362421,-2.2566571,-2.6386774,-0.57443756,-0.99925154,-1.2731748,-0.75308216,1.0729468,0.5877296,1.421426
IRF2BP2,-0.8315359,0.1965079,-0.14540628,-0.039042234,-0.11066895,0.49609306,0.7786792,0.58009166,0.27521858,0.5212399,0.08315449,-0.29014075,0.65004385,-0.55699515,0.32588303,-0.50460804
TOMM20,0.008317262,0.14749098,0.05513613,-0.13203597,-0.09542693,-0.08394509,0.15091416,-0.19647159,-1.0771009,0.44079342,0.32310468,0.59063035,0.13475233,-0.16588135,0.09395095,0.17036693
NID1,-0.037873954,-0.79068446,0.6674723,-1.0090275,0.50394297,-2.8940728,0.7408544,-3.0272658,1.0047741,-2.819549,-2.6994913,-2.7861383,1.0102448,0.5507146,1.4855118,-2.060315
COX20,2.7575312,-3.159375,0.8141446,-0.7632725,-0.3502396,-1.5354263,-0.85324436,-2.5144858,-0.49992055,-2.6046581,-2.4174042,0.6299028,-0.5639803,2.1676307,-1.1534071,0.9280034
HNRNPU,-0.6099924,0.022354022,-0.2349744,-0.13362674,0.0545476,0.9776179,0.67923325,0.37793195,-0.21628284,0.5676029,0.9650427,0.45546925,0.41008756,-1.125821,0.36220145,-0.9062643
SH3YL1,3.449351,-4.4245234,0.5012913,0.06072844,-2.7254465,-2.8833148,-1.6099844,-2.5850801,-2.9475343,-2.7728639,-2.6169627,1.443866,-3.107182,2.8009896,-1.3258038,-1.280944
ACP1,1.9546664,-1.0150242,0.9457748,-1.1525588,-0.27229634,-3.2109203,-0.41078833,-2.822,-0.40970966,-0.36323142,-2.6906989,-0.2923393,-0.5188321,2.085221,-0.844664,1.1337403
ADI1,1.505621,-2.363689,0.22705816,0.054624826,-1.4373944,-0.26776654,0.32319403,-1.5605681,-0.4391468,0.34143955,-2.7441933,0.40346056,-0.673034,1.3121983,-1.037032,0.62454736
ID2,-0.21891531,0.08639437,-0.0911256,-0.03860362,0.05748126,-0.10496349,0.99502766,-0.70284826,0.9580769,-0.7748149,-0.04004548,-0.11681439,0.600701,-0.16683932,0.5275471,-0.080995485
YWHAQ,-0.16134082,0.41870785,-0.23674452,-0.10766849,0.24612342,-0.56303966,0.18707946,-0.02396434,-0.07386117,0.8905842,0.021894287,0.19415295,0.91592926,-0.5967802,-0.1591718,0.056394774
CYS1,4.449464,-5.8888216,0.53016704,-1.4130796,-3.2662833,-2.7760684,-2.6849182,-2.723288,-2.749397,-2.5152617,-2.4232776,0.43417946,-2.4576724,3.5718338,-2.3153005,-1.877478
HPCAL1,-0.42347285,0.0540665,-0.092412345,0.083545126,-0.040091135,-0.8647613,0.024030127,0.3299757,0.3505836,-2.0091097,-1.8846108,0.27463636,0.010106572,-0.32574034,0.3551006,0.17352752
PDIA6,-0.1380471,0.18176991,-0.1054095,-0.025046727,0.06942804,-0.11653488,0.06827628,0.6740037,-1.0499026,0.5319198,-2.4259622,0.11808683,0.67250806,-0.27431655,0.2526594,-0.0070524495
LAPTM4A,0.0783024,-0.35175914,-0.31396604,-0.18301088,-0.010457655,0.4564461,1.0102575,0.23093666,0.98671687,-0.14989465,-2.5804725,0.6298587,0.33818674,-0.38550285,0.30425203,-1.0337796
SDC1,-0.15546206,-0.03333789,0.12302733,0.28397298,-0.7980245,-1.1593262,-0.45028302,0.50368595,-0.43540052,-1.762587,-0.39408812,0.56852853,-0.48139054,0.12379139,0.5404318,-0.15450498
RHOB,-0.5326006,-0.32464272,-0.20699604,0.0027403983,0.065278836,0.52488565,0.86317784,0.25954884,0.3838718,0.62699574,0.60781246,0.42830834,-0.0510359,-0.6844195,0.15740217,-0.71823275
SF3B6,0.7253749,-0.24036098,0.16215885,0.033975456,0.09463808,-2.4403365,-1.7304637,-2.625975,-0.5986791,-3.0153449,-1.7138318,0.6901537,0.8140688,0.18233553,0.5437357,0.4622007
HADHA,-0.39402974,-0.20198885,-0.45878527,0.038419414,-0.18890671,0.8784973,0.6738561,0.73819923,0.24394429,0.4462985,1.0156908,0.3381188,-0.057846528,-0.8650681,-0.02097963,-0.65050477
