,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 9,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 6
FOXP4,-0.14358748,-0.029247988,0.30648878,0.091996744,-0.013218111,0.8948501,-0.012151036,0.1345363,-0.004193274,-0.018526893,0.001529586,-0.0005277258
TFEB,-0.1508469,-1.059253,-1.1476204,0.38248998,0.05170453,0.7522416,0.0034595155,-1.9948776,0.009890827,-0.091827475,0.079316586,0.044230133
CCND3,0.0014793128,0.3680574,-0.9241056,-0.5694459,-0.017037908,-0.13942613,-0.0040320484,-0.5409157,0.026357053,0.05755127,-0.010971438,-0.014756636
TAF8,-0.00068157446,0.025620969,-1.0607202,-0.17048694,0.0555844,-0.038372617,-0.00398994,-1.3766935,0.003233286,0.0016494994,-0.01888862,0.002188892
TBCC,0.019601937,0.006695845,-0.47657982,-0.85964197,-0.018590359,-0.00028657823,-0.004258733,0.09385516,-0.16129173,0.0036465959,-0.04231672,-0.0009918656
BICRAL,-0.0036408338,-0.018478667,-0.36221215,0.09823685,0.0053665894,0.01667121,-0.0010932343,-0.02731615,0.00038601542,-0.0025958822,0.0058704936,0.0003010343
PEX6,-0.0022383493,-0.008817714,-1.2702384,-0.019325832,0.011814807,-0.07962588,0.0026574733,-0.42645365,0.003061094,0.0024814336,-0.0074329735,0.0010460007
PPP2R5D,-0.38699713,0.19638115,0.5685993,-0.3137633,0.027972877,0.16941005,-0.012090538,0.77448,-0.071052395,-0.014397328,0.008847597,-0.0050937342
KLC4,0.0024254809,0.009961249,-0.115435645,-0.47790617,0.0012574149,-0.009826774,-0.0032549072,-0.08197714,0.00074571173,0.0007967714,-0.006848576,-0.0027864133
SRF,0.06414551,-0.049979903,-0.19959663,-0.27575937,-0.40390685,-0.1606963,0.007957243,-0.270763,0.0229371,0.009887094,-0.17556803,0.00020719855
DNPH1,-0.055644512,0.19063556,-0.054641806,0.09552759,0.00025839647,0.13333644,-0.0063430076,0.70691174,-0.0013619977,-0.011364734,-0.0070982967,-0.0014791528
ZNF318,-0.002937844,-0.006272935,-1.2487689,0.3974919,0.00038844935,-0.018748024,-0.0013520668,-1.79697,0.01212397,0.010560344,0.0032238634,-0.0007612889
TJAP1,-0.007989734,-0.014779048,0.25795317,0.06980878,-0.0065617813,-0.071396194,0.0033890454,-0.09830518,0.0014033846,-0.002770283,0.037580647,-0.0008039661
XPO5,0.01984451,0.056806885,-0.32408968,-0.17100635,-0.024580147,-0.0339496,-0.0023449722,-1.5344068,-0.005251077,0.009931544,-0.0011554562,-0.0039082495
VEGFA,-0.80706507,-0.640733,1.486166,0.6171438,0.110515386,-0.21989876,-0.024355717,1.6237911,0.0747398,-0.22560295,-0.05580568,-0.08938489
HSP90AB1,-0.013252111,-0.017189587,0.49681056,-0.064329,0.0016316249,0.007512331,-0.0013137251,0.38810092,-0.0016623745,-0.009541558,0.007701088,0.00097064744
SLC35B2,0.0009773199,-0.06818318,0.0144258365,-0.14507738,-0.0018028847,0.009368924,0.0007195207,-0.30497992,-0.0029156732,0.0011775352,0.0013364566,0.0009009668
NFKBIE,-0.144565,-0.392519,-0.87088245,0.78291607,0.026104037,0.8655404,-0.026261428,-0.10589118,0.049606923,-0.053668234,-0.023953531,0.015438933
AARS2,0.0075978,0.06313476,-0.8064042,-0.20126934,0.0023381996,-0.07674823,-0.0052542277,-0.7441034,-0.00021958144,0.00091789616,-0.0006758982,-0.0028391709
CDC5L,-0.013481295,-0.08508928,0.008092929,0.089215346,0.015125532,0.030286308,0.0011995366,0.18175974,0.0040282337,-0.007954329,-0.0021341431,0.00012871687
MCM3,-0.028316688,0.42840996,-0.36515313,-0.7717999,0.020755751,0.26366547,-0.15928836,-1.3541458,-0.013452545,0.07827347,-0.0332626,-0.015863633
ELOVL5,0.00093506277,-0.08952898,0.39375392,-0.7086929,0.015706735,0.07503815,-0.005990635,0.53341454,-0.012500283,0.003038215,-0.013202472,-0.0031640492
OGFRL1,-0.06317627,-0.67401344,0.5091976,-0.017208088,0.0047499966,0.14967811,0.0008100315,0.70083755,0.0018615534,-0.02849251,-0.01822557,0.0022966957
MTO1,0.047304194,0.0846683,-0.45595512,-0.9927345,-0.010917505,-0.0814792,-0.0018470631,-0.15127277,-0.09384549,0.009304344,-0.007395566,-0.0020158952
COL12A1,0.062802225,-1.9954438,1.2520252,0.43551117,0.031221494,-1.0500113,0.0015986208,-1.4119732,-0.53178096,-0.0388396,0.0899515,-0.016196106
SENP6,-0.0067126947,-0.0914211,0.06853822,0.20397645,0.0027064525,-0.014118484,-3.5255292e-05,0.23475353,0.004484166,-0.00065000716,0.0017859616,0.0004791469
MYO6,-0.47037768,-1.0221138,0.43836415,1.0593137,0.15305336,0.44540367,-0.08182477,0.8075006,0.11645271,-0.2572631,0.03375827,0.00912099
HMGN3,-0.03188733,-0.038942225,0.5177695,0.07976377,0.0033394028,0.081237845,-0.0036518301,0.6846115,0.00042612007,-0.0071139536,-0.00091246574,0.0005754219
BCKDHB,0.000608469,-0.07097022,0.6835101,-0.14292023,-0.018287929,-0.12292397,0.0048901686,0.7361138,-0.0060491636,-0.0220309,0.007965362,-0.0035647834
CYB5R4,-0.012164105,-0.09716465,-0.47704414,0.11544224,0.007940373,0.018928379,0.0005716193,-0.38359815,0.0062334593,0.0008339654,-0.0072044204,0.0024710346
RNGTT,0.024810469,0.10194344,-0.43293905,-0.2473149,-0.02459611,-0.018323619,-0.0013739021,-1.1073755,-0.017590314,0.014817187,-0.0117127225,-0.0034903628
UBE2J1,-0.118189335,-1.2087247,0.39527005,0.26907828,0.045138586,-0.08552286,0.08858036,-0.63549584,-0.07202314,-0.4882576,0.29126188,0.052437365
BACH2,-0.05897206,0.20261778,-1.4907845,-1.1592392,0.0740916,0.044077158,-0.007817141,-0.6098802,-0.005425184,0.0061593764,-0.0052128434,0.0030641935
MAP3K7,-0.0075753084,-0.040279057,-0.28569937,-0.26804534,0.017937519,0.014180189,0.003819039,-0.66283846,-0.004802349,-0.012795993,4.42772e-05,0.0037162274
ASCC3,0.019554768,-0.016474057,-0.2197399,-0.8058857,-0.035180967,0.0013049423,0.006839881,-1.3240925,-0.013598407,0.0004011872,-0.022835135,-0.00018806825
CRYBG1,-0.00800422,0.026148623,-0.48682433,0.029378574,-0.00035078524,0.05503175,-0.0029267666,-0.23801723,-0.0024497777,0.0013875347,-0.0064670593,-0.00038025033
CD24,-0.03410509,0.35283536,-2.4778743,-1.8285569,-0.93290186,0.9853036,-0.01380725,-1.448349,-0.015248302,0.22054148,0.018784126,-0.057994038
SCML4,0.79655176,1.5373849,-2.3876739,-2.35718,-0.5224855,-0.7925531,-0.08272456,-2.2526321,-0.40903366,1.5865155,-1.1456133,-0.23653385
SEC63,-0.029054869,-0.43909615,0.77955985,0.10153617,0.036721967,-0.13145186,0.0017247457,0.13390806,0.010293608,-0.0028363266,-0.015197987,-0.002470524
MICAL1,0.027628088,0.08747428,-0.5318955,-1.6216838,-0.107520714,0.04911039,-1.3205328e-05,-2.09213,0.013501499,0.046019014,-1.4393935,-0.023505399
FIG4,0.0060445047,-0.030319959,-0.88692087,-0.18616854,0.0018481908,-0.0305245,0.0045143687,-0.15330599,0.00030043177,-0.0044137416,2.3859993e-05,0.0015735701
TRAF3IP2,0.034257237,0.048071727,0.70946556,-0.88090986,-0.104949325,-0.0005191896,-0.007967127,-0.03481952,-0.0022719845,0.010029148,-0.043775145,-0.0065127304
FYN,0.041192345,0.100673884,0.0376828,-0.6262428,-0.29631248,-0.54465497,0.0037133587,-0.41187373,-0.020380724,0.042178847,0.0062343786,-0.01237331
MARCKS,-1.3051667,-0.8902734,0.30298716,1.1871296,0.52166176,0.3522464,-0.12414258,-0.7416144,0.7576689,-1.4254299,0.17637298,0.03701936
KPNA5,-0.0043118224,-0.013430759,-0.5169191,-0.076553375,0.0041415626,-0.0038477373,0.0014953256,-0.241538,0.009435109,-0.002527566,-0.001969357,-0.0008608819
CEP85L,0.3485704,0.43210012,-1.4446623,-2.447442,0.006367321,-0.19907628,-0.038782574,-1.7904748,-0.025136232,0.052465644,-0.045847908,-0.015174596
NCOA7,-0.023927497,-0.00015065912,0.50984305,0.44020012,0.0063447575,-0.046304386,-0.019671595,-0.334303,0.018140554,-0.0015596239,-0.06571757,0.0006850115
THEMIS,0.044296306,0.59880483,-2.0267246,-2.1180289,-0.07944463,-0.40218604,0.009217736,-2.3640876,-0.045554057,0.084834546,-0.109328225,-0.006345894
L3MBTL3,0.03380238,-0.024261145,-1.3055482,-0.98467827,0.0063779126,0.037967417,0.0015348778,-2.2221792,-0.009107464,0.009890074,-0.018014215,-8.096079e-05
AKAP7,0.20117085,0.58152366,-1.6482877,-2.1572342,-0.15573059,-0.2494414,0.0038678867,-2.2018883,-0.015712388,0.16254047,-0.049516033,-0.03690435
CCN2,0.20032087,-0.23738581,0.31095612,-0.9362979,-0.4064588,-0.5360435,0.018661965,-0.83779776,-0.63178515,0.05240394,-0.007351335,-0.0346164
STX7,-0.48800611,-1.8098593,-0.27764645,0.6723586,0.2784394,0.41373724,-0.019865219,-0.43606248,0.19977327,-0.331029,-0.08025397,0.045218535
VNN2,0.044845387,0.13735028,-0.48731884,-1.9810396,-0.07350421,0.9109496,-0.031042418,-1.3680253,-0.043901034,0.14432873,-0.73140085,-0.037935458
HBS1L,-0.0028562013,0.029107383,0.07697399,0.2100459,-0.00090013695,-0.16944575,-0.00092842145,-0.089178205,-0.006119459,0.0050343703,0.004361636,0.00078721915
MAP3K5,-0.032813087,0.07617557,0.58489966,0.15360446,-0.020998053,0.04940265,-0.0066728666,0.7015612,0.0035041042,-0.014041701,0.0016490887,-0.003980024
TNFAIP3,-0.036172904,0.06941624,-0.30074742,0.19375348,-0.0067105107,0.018050412,-0.039476704,-1.1023287,3.9968552e-05,0.017025022,0.0011938935,-0.003274157
ABRACL,-0.043245804,0.5555217,-1.6441444,-0.6778935,0.011103086,0.00049818197,-0.010515035,-1.087923,0.025566401,0.046259798,-0.24124813,-0.00608606
HIVEP2,0.0010144245,0.2150403,0.15026046,-2.1626713,-0.036497388,0.009764057,0.0041195443,0.2546665,-0.06821003,0.007913676,-0.015225536,-0.011844023
SHPRH,0.044454373,-0.09918421,-0.39985752,-0.9486168,0.12359863,-0.41162574,-0.006213646,-0.7205026,-0.0057153003,0.0030497778,-0.005028788,0.009015545
STXBP5,0.010492409,-0.08660354,-0.8838538,0.5090881,0.0028398484,-0.16304533,-0.0071173487,-1.2443027,0.003645406,-0.0013462628,0.009459749,0.001340156
TAB2,-0.026374863,0.017234914,-0.14574665,0.022520186,0.007490278,0.014477218,-0.0024963056,0.19424272,-0.004425706,-0.0037702299,0.0071333735,0.00040205705
ZC3H12D,0.38391665,0.7545774,-2.5399952,-2.0016859,-0.5135198,0.16085769,-0.03465929,-1.9481308,-0.42132103,0.54640037,-0.04708605,-0.11509241
LATS1,0.0011824341,-0.014822876,-0.30872434,-0.07780556,0.007505699,-0.0024970353,0.0005247678,-0.15396996,-0.0031047496,-0.003770471,0.0022239168,5.247668e-05
PLEKHG1,-0.030546632,-0.67274284,-0.32780114,0.5079657,-0.083323926,0.9958815,-0.0033279562,-0.15722369,-0.3338991,-0.014631811,0.040826347,-0.00055607967
MTHFD1L,0.006884084,0.13283269,0.071948916,-0.50521743,-0.214717,0.02175663,0.0033900056,-1.3271719,-0.06544982,0.006152273,0.0011947877,-0.003299342
RMND1,0.009993453,0.052577395,-0.6796135,-1.3068115,-0.009435467,-0.11959292,-0.0005991438,0.12800474,-0.0043973443,0.00060500077,0.0065489896,0.0016548897
IPCEF1,0.2902222,1.2763718,-2.3694615,-0.6674986,-1.0975449,-0.8691513,-0.0007447377,-2.4282773,-1.1001296,0.4592738,-0.11169363,-0.10295694
SCAF8,0.0006197761,0.011687513,-0.024240592,-0.010009008,6.31305e-05,-0.029452793,5.0388853e-06,-0.23681548,-0.0019777634,0.0005975583,-0.003623503,-0.00041682637
GTF2H5,-0.020484496,0.012808458,0.004761983,-0.24877547,-0.0019100087,0.10068626,-0.00057830336,-0.89404255,-0.010281832,-0.0011504765,0.004260909,0.0023324455
TMEM181,-0.002461642,0.020705573,-0.48744917,0.13163215,-0.022441179,-0.37447336,-0.0018789663,-0.4567691,0.030986385,0.014212214,-0.014634108,0.0019512126
EZR,0.0012372667,-0.100740135,-0.36858714,-0.10468439,-0.010821633,0.27714428,-0.002506128,-0.4319372,-0.0012349221,0.0021881782,0.017206509,-0.0003132646
TAGAP,0.002031352,0.018313605,-1.4814119,-0.2840706,0.0035597722,0.0118555995,-0.0009762601,-2.3472285,0.0038957892,-0.003931341,0.0050074775,-0.0020233747
MAP3K4,0.021026501,0.00078739086,-0.52938634,-0.1637048,-0.0072031883,-0.01927061,-0.002870663,-0.82275254,-0.0035901128,0.00421305,-0.0067453436,-0.0016992275
ERMARD,0.011701325,0.024189418,-1.3507655,-0.5382755,-0.011981229,0.038153727,0.0019283674,-1.1230124,0.0017477587,0.0022128003,0.0032589622,-0.0036105637
PSMB1,-0.00014335028,-0.06504789,0.3351505,0.0757506,-0.0054651196,0.013192443,0.00032884564,0.1753166,0.0040328293,-0.0052230204,0.0030491457,-0.0010469
PRKAR1B,-0.12731102,0.014935974,0.09254919,1.0199474,0.05025986,-0.29848698,-0.0120838545,-0.6104754,0.0435909,-0.007584819,0.008162531,0.00065739383
COX19,0.032542028,0.077725075,-0.95625246,-0.6652231,-0.005394253,-0.092124864,-0.006254705,-1.6760987,-0.008177448,0.0114013385,-0.0041504116,-0.008222288
C7orf50,0.012625999,-0.2719472,-0.2954674,0.11583203,-0.00532602,-0.052665982,0.0066683865,-0.14866668,0.0057351612,-0.007005324,0.0010807835,0.0042874417
INTS1,0.019945737,-0.10836289,-0.16191714,-0.41763994,-0.0011698921,-0.09102964,0.00020192002,0.22385316,-0.006444826,-0.00060291763,-0.008713063,0.0010974508
PSMG3,-0.0154211465,0.02552727,-1.2045501,-0.26240116,-0.002010673,0.019237034,0.003441517,-0.623331,-0.01379686,0.00023503594,0.0016902396,0.0015844599
MAD1L1,0.03012463,0.115585014,-0.8324859,-0.23804653,-0.001948673,0.053518154,-0.033214226,-1.7413441,-0.023272233,0.023413263,-0.05859473,-0.01013257
EIF3B,-0.067621626,0.05648624,0.59631485,-0.096090004,-0.0063379873,0.014418493,-0.0018507019,0.94893813,0.0031628893,-0.025851628,-0.023669777,-0.013123998
TTYH3,-0.22536424,-0.9188236,0.065320164,0.6747933,0.043959554,0.16804616,-0.0056587174,-0.70143324,0.06876899,-0.107278116,0.006386592,0.026831452
CARD11,0.037000947,0.062072963,-2.4168887,-0.70501405,-0.04606998,0.21240284,0.00408808,-2.7017846,-0.010460866,0.036706787,-0.023842357,-0.010514246
FOXK1,-0.025239527,0.17563997,-0.42512706,-0.27650598,0.01402415,0.0028804024,-0.0020415576,-1.530905,0.004143234,0.0025853128,-0.021183666,0.0010426366
ACTB,-0.034583874,-0.42075098,0.25316575,0.46961093,-0.004169741,-0.21466157,0.004601594,0.17404792,0.07244832,-0.18435475,0.03886779,0.009153689
FSCN1,-1.0270234,0.22473094,-0.5495289,0.29689887,0.06995473,-0.15754561,-0.036975652,-0.13908552,0.026760995,-0.025200125,-0.0032247338,0.0005825588
C7orf26,-0.021192439,0.07812933,-0.22927812,-0.4449086,-0.0072919354,0.05111542,-0.0029573333,0.22069766,0.0023721962,0.005347354,-0.0042480207,-0.0020286955
MIOS,-0.018173557,-0.5471847,-2.1662161,-0.3124565,0.05057319,0.585141,-0.009651316,-2.2304735,0.008024847,-0.020456808,0.013769677,0.0125232935
UMAD1,0.011012691,-0.031219631,-1.6003627,-0.36548042,0.0086135985,0.0010334078,-0.0004196412,-0.8267223,0.0004958636,-0.0034503671,0.007756209,-0.001240555
GLCCI1,0.019859858,0.024050867,-0.022017414,-1.0419058,-0.14971627,-0.078798406,0.016773555,0.4307594,-0.015408262,0.0059363707,-0.0018018587,-0.0038899581
MEOX2,-2.6712143,-3.9025598,-0.06690962,1.7927412,1.0937889,-2.5392504,-0.006953875,-0.14925925,0.97794914,-3.8641396,0.9701642,0.4902238
TSPAN13,-0.08765969,-0.35239404,0.64515054,0.4091483,0.031828877,0.14448948,-0.0015665003,1.1017674,-0.022701811,-0.038948677,0.00082820165,0.0025648735
HDAC9,-0.0062696757,-0.7545226,-0.45701522,0.27880418,-0.026277738,0.55617076,0.0025803044,-0.05405961,-0.02228234,-0.01985863,-0.031656876,-0.0016323696
SP4,0.029914442,0.08315718,-1.6480508,-0.546494,0.00017236493,0.03505786,-0.0016966441,-2.3298104,-0.034980774,0.023220414,-0.025917761,-0.0046161446
IL6,-4.8147883,-0.8819289,2.530951,-0.97490096,-1.9368168,-0.68709874,-2.05339,0.6639783,-1.3490975,-3.9539375,-1.2291459,-2.9183981
GPNMB,-2.4217005,-2.9866512,1.7711068,0.0807033,-0.38690236,1.4543743,-0.12221983,0.059640396,-0.4866849,-0.56392246,0.09278308,-0.12627755
TRA2A,0.00082503643,-0.0469316,-0.25908813,0.16512908,0.008570748,-0.017344745,0.00029269652,-0.59453356,-0.004193514,-0.0023705405,0.0023956564,0.0013321096
OSBPL3,-0.015089867,-0.1757637,-1.907603,-0.019956026,0.038703654,0.047541168,0.0051277457,-1.1001451,0.006806254,0.0003984233,0.015942777,0.0050447923
HNRNPA2B1,-0.008036423,-0.23388946,-0.077474944,0.48428026,0.052023582,-0.22762431,0.00013827719,-0.15532802,0.013745481,-0.0294508,0.005443297,0.017165411
CBX3,-0.019973623,0.0824556,0.10104251,-0.2612651,-0.0047694743,0.06027849,-0.005584622,-0.053328462,-0.011907975,-0.0010319084,0.0011311739,-0.006298905
TAX1BP1,-0.003999721,0.033741564,0.055988066,0.0541533,0.0068889675,-0.02363587,-0.0017241825,0.61111856,-0.0019941502,0.0011356489,-0.002974451,-0.0014407715
JAZF1,-0.0029072887,-0.03151531,0.094095476,-0.17704782,-0.0059841317,0.028881373,0.0023226636,-0.10280139,0.004103514,0.00038422705,-0.00040859447,-0.00030551828
SCRN1,0.011977451,-0.32580173,-0.07222965,-1.2516595,-0.022649454,0.110239014,0.013749098,0.18293299,0.0036853792,-0.0094487425,-0.012239913,0.0050778696
