,Shared topic 1,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Protein private topic 1,Protein private topic 4,Protein private topic 8,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 7,RNA private topic 9
32_71,1.4484253,0.74846447,0.5637553,1.0339667,0.8358906,50.076252,0.98166555,0.71431345,4.863784,0.9606354,2.4299693,1.5867765,1.8339684,1.513379,2.4469504,1.1096781,0.38962504,0.4302289
32_72,14.2985115,1.0590215,0.98417926,0.6806882,0.74152887,1.2909944,1.1125523,1.4816964,3.3183985,1.1597819,5.7445807,9.491339,0.59442616,1.0303069,14.352849,0.8295339,1.6786212,1.5556693
32_73,20.405283,0.9723699,0.7377533,0.7735723,0.8090303,0.99310243,1.2008566,3.5437517,3.015915,1.4217154,2.227485,8.260415,1.4409841,0.86052024,10.294072,1.0622555,1.4155219,1.1241398
32_74,21.728485,0.8064547,0.76018214,0.67348003,0.8660948,1.0329117,1.2925236,6.0211287,3.2023525,1.6751906,1.9739733,21.840988,1.1204307,0.62026435,3.3440578,0.67995435,0.6745473,0.59912086
32_75,6.152603,0.7124963,2.829814,0.67169714,0.9909462,1.1933436,1.2511332,6.4584804,8.724321,7.7694454,1.2621511,5.7984753,1.364045,0.60501504,20.933561,0.6026794,3.3224852,1.9710003
32_76,3.9866483,3.206689,3.4086044,2.0536785,1.0901182,0.8749224,1.2456069,1.4918697,2.5219035,0.82504463,15.272116,3.027513,0.87011886,1.1948128,27.837057,1.0608212,2.5082138,1.6758562
32_77,2.696807,0.51165056,0.44906673,0.9335602,26.068123,1.249043,1.3507425,1.5066788,88.33217,0.18065868,1.1616616,1.8351451,25.666346,0.93571687,2.981081,1.2144594,0.77475977,0.6969433
32_78,12.467412,0.87779045,0.9210196,0.91989946,0.8108589,0.90314376,0.9391767,13.776695,1.9810692,1.5059558,1.458247,8.411959,0.9424865,0.5809677,20.410534,0.67619884,4.1007366,2.2354798
32_79,2.1951642,0.581079,0.6809128,0.8759407,64.89734,1.0576072,1.2673464,0.87924945,16.280687,0.6398448,1.435449,0.9786054,4.226121,1.913061,1.8457966,2.0493236,0.39637625,0.5013395
32_8,2.0526724,0.64294386,0.64768016,0.95519304,67.66254,1.036798,3.0381312,0.6022665,25.620884,0.82412624,1.1081758,1.2489297,2.4836364,1.275816,1.7547059,1.5875515,0.5645943,1.0506514
32_80,8.6092005,0.7737604,0.59252584,1.001729,1.2002562,1.0908982,1.7599733,3.4615238,4.2449665,0.72498107,3.873426,8.721356,1.9930091,0.7425286,7.3158283,0.66233116,1.0726041,0.6673276
32_81,2.5611246,32.698532,1.4454012,0.85106623,1.0048692,1.1156787,2.5325818,1.5623314,3.434854,0.7202448,12.258268,1.642018,0.6646528,1.8885216,1.6627724,1.7990606,29.451218,6.5923777
32_82,3.451178,0.70735925,8.012406,1.3139625,1.789214,0.9863075,1.7473109,5.7967224,29.030127,2.6261292,0.8605119,2.953915,2.332069,0.8056221,4.725745,1.0012358,4.253019,2.7045026
32_83,3.6623673,0.72488624,11.008644,0.75860626,2.4975452,1.1773282,1.7543659,8.031171,4.2655973,1.3630162,0.91037035,2.9030058,2.6004062,0.8559187,3.7979496,0.80904734,1.2427899,2.5220737
32_84,2.1362383,0.60134906,0.70047545,0.7796028,39.788258,0.9742408,6.070054,0.65439737,18.5555,0.8096045,1.4770107,1.3595012,0.84381604,2.211178,1.716145,1.9011366,0.6901849,15.915173
32_85,2.2455258,0.86869276,6.6283875,1.036077,3.8557782,1.4211122,17.627325,1.5138838,24.80003,1.6848841,0.9163894,1.2254541,7.5715523,1.3673899,2.4622087,1.5519358,1.4030416,6.3797803
32_86,1.9569676,0.91662645,0.79959595,1.570053,1.0860604,17.12881,1.0945147,0.6567555,5.2337303,0.6138198,6.357398,1.3240521,3.1732576,922.75165,1.9949063,1.3217026,0.7510848,1.1585273
32_87,2.6724846,1.1537466,4.5416255,1.5618482,2.4990137,0.9654488,1.7929373,7.28592,5.028567,0.94031656,6.957029,3.0824609,2.955909,0.62871546,3.6045246,0.64060193,1.3534206,3.2609005
32_88,1.4832549,0.6502318,0.5723006,0.9279002,0.82056797,47.06024,0.91827255,0.56317526,6.973366,0.8327331,2.3483806,0.63282335,0.78555316,1.2543465,1.0566636,1.550004,0.3394382,0.3929007
32_89,1.8160846,0.739859,0.66032004,1.1742728,0.8893684,36.84547,0.89912677,0.703582,6.658923,0.866899,3.329743,1.0198451,1.1973698,0.9938125,1.1744543,1.0325773,0.32126194,0.36239365
32_9,2.2586205,0.88110065,0.9789356,64.92184,1.2273235,2.7138212,2.3703518,0.7424409,3.1768465,0.5514446,12.250166,1.103134,1.4455297,1.8059613,1.537259,2.1940227,0.6548603,1.1244156
32_90,11.345124,1.2942791,2.178007,1.0139523,0.7644969,1.169392,1.7226455,1.5919441,1.9628713,1.4438108,2.1173031,5.195302,0.88143826,0.6047707,31.237644,0.76463544,5.4449534,2.7452302
32_91,10.147444,4.6633935,0.8093176,1.096768,0.9296421,1.0522459,1.4614445,2.7826228,3.488463,1.3173143,1.5122213,2.5521646,0.6562012,1.4584879,11.086291,1.616808,6.7757545,1.8788073
32_92,2.4014263,0.610308,2.8920474,0.570073,9.863606,1.5158682,1.6582735,5.667854,126.52264,0.22658639,0.83364207,1.0868558,6.8447614,1.2331481,2.0661855,1.3325912,0.7453596,2.6734836
33_10,25.473547,2.83598,3.184641,0.92485833,0.69979084,0.73568964,1.2914355,2.223442,2.0431302,1.404683,2.7748342,8.917546,1.0614737,1.0454129,5.805953,1.0373094,1.9960935,2.6922472
33_11,6.650382,1.8709617,1.399161,1.3906469,0.95654094,0.9514296,1.2945689,2.6873465,2.8866506,0.74456674,12.4907055,2.3977084,1.0201988,1.3466096,25.808737,1.0000738,5.042031,2.5294292
33_13,4.680578,2.0077112,1.1592741,3.5028853,1.2069001,0.9845022,1.2650683,2.3564215,2.3906798,1.0313388,10.575557,4.951946,1.0296655,1.764162,9.4782505,1.6911844,2.4654813,1.3269268
33_14,1.742526,0.5582099,0.62461185,2.0023115,0.8004408,31.311687,1.1569054,0.5014527,5.1003,1.15818,3.7972288,0.8609283,0.9488689,3.3332362,1.461038,1.5326847,0.3719024,0.46740192
33_15,11.697776,2.7630148,1.947393,1.1101042,0.65900385,0.9151695,1.4813892,1.3769846,2.9456103,2.033495,4.615195,4.2350245,0.7658748,0.6500812,26.593475,0.7925163,10.42725,3.2014182
33_16,2.2722297,9.21992,1.4513733,17.372963,0.9497249,1.277792,5.235295,0.5566667,4.875322,0.9381105,8.420786,1.168752,0.7845726,1.335817,1.9945939,4.9170604,1.0656433,1.29293
33_17,10.637899,2.761892,0.6975159,1.8569345,0.86241925,1.1498084,1.5909998,2.258801,4.016874,0.9142688,15.593747,2.0321863,0.8199255,3.0950127,5.0203633,2.1055384,2.0593116,2.8806102
33_18,2.031851,0.6980454,0.6846445,0.96769875,49.174885,1.0375664,5.2510653,0.63751715,23.663656,0.7374909,1.2007821,0.9354683,1.4621234,0.79518765,1.5922096,1.4962051,0.5225714,0.72562134
33_19,6.198139,2.1518393,1.4221985,2.0664768,0.7961904,1.0430171,1.1958354,2.1866322,2.3859713,1.1120127,9.348228,2.64674,2.106172,1.3696841,24.450577,1.401723,2.0886536,0.9890587
33_20,42.62114,1.5846126,1.2654265,0.8671112,0.7111832,1.3979294,1.3927878,1.3761607,3.1478605,1.1190207,3.5136802,13.669484,0.7640703,0.6059418,7.856943,0.6823519,2.0217993,1.4225999
33_21,5.7833586,4.6147766,2.2864664,0.9168441,0.73445,0.81253606,1.7035365,2.9602523,3.8818438,0.99699396,8.015257,1.9276015,0.6667516,0.7703477,6.7804804,0.93218315,14.730402,3.2177877
33_22,13.71586,0.3927477,0.3228289,0.49287438,0.98673207,5.793421,0.84024906,7.754909,4.009962,1.366083,1.4751662,5.2342343,1.4748625,1.493043,6.918643,1.1865042,0.46602458,0.24363767
33_23,3.2436233,1.117999,17.066038,0.8861053,1.579505,1.0476713,2.4536228,2.4438605,25.979225,0.42463177,1.4431248,2.6620011,2.146987,0.6451138,2.9115438,0.79533845,1.8867085,4.565264
33_24,8.241743,0.8934749,0.67665553,0.87948143,1.3167248,1.2648201,1.4149625,5.533169,6.747711,0.82836443,1.80959,5.1697316,1.7555958,1.4107028,14.581578,1.1620646,1.0403849,0.67925686
33_25,24.819805,1.349087,1.2851561,0.78364384,0.7254453,1.0250206,1.581713,1.9721985,2.3828382,1.3918205,3.3069034,17.3448,0.7577417,0.52637917,13.251837,0.9044604,2.8647668,2.1303656
33_26,2.059284,0.6083369,0.44656253,1.1036056,23.115732,1.8381532,1.2397105,4.0212607,29.886295,0.18437807,2.5558245,1.0239941,73.846146,3.563521,1.8740653,5.008913,0.3650124,0.37949368
33_27,4.6951566,4.4626846,1.1154366,2.115487,0.8157864,1.6784399,1.456281,1.3107272,4.8711085,0.8508114,6.6681633,2.479673,0.5840433,2.2139142,3.1668427,1.6182737,1.6927427,2.6427479
33_29,2.1139822,53.934067,4.0521145,2.1065698,0.903145,1.0791461,3.2456493,0.7643194,3.2977493,2.0844631,0.9245446,1.4571567,0.6464251,1.615568,1.2925713,2.529004,45.956387,28.787342
33_30,3.0666611,2.7705204,83.88282,0.8329824,0.7468616,0.9857634,1.7302407,0.7934729,2.4788535,0.6899079,1.9732211,4.1985083,1.2422675,0.7171738,5.6036816,0.9216281,4.606183,2.8116996
33_31,7.849494,3.6816115,2.240477,1.2637949,0.58414286,1.0754938,1.6027262,1.1116114,5.475274,0.87947255,4.4688425,1.9103684,0.33129618,1.3482497,3.0485725,1.140449,9.640108,3.6474729
33_32,5.2596745,3.0767171,1.5771778,1.8517311,0.6800258,1.5570004,1.2683895,1.3014356,3.063528,0.92712295,6.482136,2.8158138,1.434426,2.5557804,42.107452,0.8667395,3.3415313,1.3493534
33_33,8.771997,1.1320769,37.132153,1.0281029,0.7650532,0.99314713,1.6070708,3.0836973,4.2614255,1.7572592,1.0381943,1.2155824,0.80756676,1.0270655,1.5727336,1.0709237,18.399769,13.097221
33_34,26.61084,0.8028147,0.80606174,0.8316791,0.80558306,1.3099041,1.6052985,3.1033628,2.6115422,1.2205201,1.2611824,17.039536,0.982074,0.51125735,3.288651,0.7880162,0.90530884,0.9412285
33_35,53.323654,1.135881,2.0422578,0.6695438,0.6650944,0.910298,1.4452224,2.7697916,3.745862,1.7042952,1.4435108,3.7603755,0.5512033,0.5691474,4.7994685,1.0431678,3.045587,3.084026
33_36,7.241907,3.4427319,2.101757,3.083929,0.6424507,0.9903555,2.0834155,1.2915199,2.7398894,1.0405164,5.5191207,2.848567,1.247169,2.190319,6.5961385,2.3061497,0.9061564,2.8531497
33_37,26.075592,2.3033462,4.1785016,1.1642145,0.6222074,0.6865214,1.3987315,2.0281656,2.2334838,1.6858413,3.5196428,6.36493,0.64446807,0.68292826,11.563736,0.73723716,5.465041,4.4486175
33_38,2.3209577,0.8551088,1.0160187,0.76783204,3.3438027,1.3831735,158.63614,1.001688,35.512527,3.7083628,0.9269961,1.2298343,0.88147146,1.1963661,1.7700329,1.4274509,0.9873657,14.271777
33_39,4.694024,2.398766,44.086708,1.0457782,0.6299965,0.97574526,3.0403934,0.66110814,2.5886931,0.57753026,2.0291326,3.848032,0.9518285,0.7382361,5.999873,1.1047747,3.1067288,8.144175
33_40,2.1608062,0.6390352,0.6532718,1.3942913,1.0380814,11.537041,0.9507592,0.7424594,4.069641,0.6345358,12.938997,1.5117593,0.8320705,2.9054015,3.7272902,1.6271826,0.67841613,0.3640238
33_41,2.1480248,24.879274,2.825886,1.3929776,0.965302,1.0710118,4.331482,1.2028683,4.1415157,1.5419633,0.90298325,1.2970548,0.754163,1.9151697,3.8233469,1.7011447,15.787971,4.220717
33_42,1.3819988,0.6216279,0.6737172,0.75369525,0.9015627,54.96398,0.8424848,0.48036283,3.7686763,1.0585085,3.966894,0.8445926,0.893211,4.9548225,1.2928132,1.8630114,0.34663194,0.37882715
33_43,2.1919398,0.6270229,0.60814023,0.8940856,35.252216,1.4684612,1.4169995,2.5194683,64.28421,0.17065601,1.1353309,1.154371,9.107129,1.7069747,2.4858916,1.221129,0.74387807,1.358991
33_44,15.500425,1.2482017,0.5904666,1.1639516,0.79801726,0.9873985,1.2137265,6.017692,2.5224872,1.5219265,4.5637007,10.835682,1.0526296,0.64885765,37.54688,0.9098714,1.433465,1.1359781
33_45,1.4671974,0.5030465,0.5659241,0.85479236,1.0503746,34.01103,0.9365097,0.55310774,3.5109725,0.7475046,9.082515,0.7221738,1.9067409,1.0077612,1.3264158,1.1960062,0.2332715,0.3533274
33_46,2.255762,5.8596525,3.3973732,1.8848085,0.7786658,1.289421,14.81492,0.67026794,3.985352,0.4812419,3.7337432,0.9662619,1.4748877,4.5343847,1.6160768,3.8888214,5.286926,352.19766
33_47,1.8355939,0.5958864,0.69246083,3.6524482,1.2711334,16.186136,1.173336,1.0016044,4.8491907,13.659904,3.1823542,1.2925477,1.259665,2.3775275,2.3890657,57.6843,1.6163137,0.95114386
33_48,18.30932,1.1397583,0.9627142,0.87176156,0.83825135,0.9620546,1.30269,2.334882,2.7934275,1.8430091,1.5063332,6.0895715,2.4690735,0.6833463,7.2310953,0.93371123,0.7371212,1.0740533
33_49,3.3209026,2.7957902,0.9485446,4.825839,1.1958227,1.2784405,1.7625995,1.5840803,4.997795,0.7966083,10.958895,2.52809,2.0866702,3.164646,7.7394333,2.6979592,1.6606277,1.3233336
33_5,4.839284,11.1620865,8.072639,1.1217676,0.72732544,0.8671375,1.3232985,1.126076,3.0103784,0.90350467,9.997808,1.6098188,0.6506148,1.4905154,2.6798635,1.2560157,22.292248,7.2609034
33_50,5.09944,5.571107,2.1690516,1.8006406,0.9161668,0.9608488,1.480773,2.213756,2.6923516,0.74896693,14.371711,1.4610002,0.6699832,2.087308,8.093775,1.9724874,6.8850117,3.2287
33_51,31.676569,0.78393537,0.7062681,0.78480136,0.845233,1.140477,1.5474045,4.83872,5.080888,1.2223333,2.2731128,10.620243,2.641147,0.730497,3.7726808,0.767907,0.5800439,0.66324276
33_52,2.6015446,3.0518548,1.1742439,65.00562,0.8575839,1.3714905,4.8520365,0.84242463,6.363014,15.068399,1.6676953,1.1246797,0.6776931,1.4873999,1.8350285,1.8808452,0.9466018,0.80677015
33_53,4.734961,5.013814,1.7604005,1.3601005,0.86597204,1.0261217,2.1684275,1.3288223,3.7126348,0.5331946,15.845785,2.287187,0.74550575,1.8967297,8.466833,1.1410234,4.31544,2.433086
33_54,7.741223,1.6211938,3.0159986,1.1552324,0.64287674,1.0651419,1.9126867,1.2729039,2.2556658,1.3003142,1.8669083,5.292458,0.6412076,0.86142015,6.169619,1.216099,6.4391165,5.60712
33_55,11.538272,1.0508966,0.6915577,0.82781106,0.9350248,1.1404798,1.4355289,9.221579,2.7863283,1.3051558,2.8294811,9.337418,1.3376802,0.92801815,5.079644,0.9489738,0.98595124,0.83799905
33_56,2.1972804,0.6862045,1.0744752,1.0790579,11.399517,1.2156065,1.365655,4.351224,53.762375,0.20364201,1.2160769,1.4253843,7.954542,0.8217744,3.014707,1.5244879,0.90032744,3.3079956
33_57,10.076134,0.8540246,0.75472873,0.75486887,0.80291617,1.640127,1.0213513,2.9617016,6.5993853,201.32927,0.94986534,3.936544,1.0752217,1.3613298,39.662582,1.0705591,2.1558356,0.9897654
33_58,36.254433,0.9279183,0.85130185,0.76713324,0.8094802,0.99245393,1.3099372,5.5071383,3.6587043,1.2150367,1.278791,6.0065317,0.8992793,0.6378206,3.4876008,0.6280438,0.8300554,1.4082087
33_59,8.455176,1.4404588,1.1713963,0.96152973,0.6938747,1.0369314,1.2171233,6.4532485,1.945126,1.0946276,3.3356347,17.374584,1.2341466,0.7500798,5.516925,1.0819612,0.9873213,0.80236125
33_6,20.073141,0.94813496,0.6508516,0.676084,0.7720861,0.9728807,1.254488,3.4304483,2.330043,2.8345063,2.6725876,3.959967,0.86299586,0.86476016,22.10015,0.8899116,3.3795621,1.8351413
33_60,1.4516609,0.4766723,0.48093513,1.0973324,0.97922325,48.454685,0.8061124,0.46555525,5.3110085,0.7367883,6.0664363,0.85540974,0.95425117,0.896191,1.2755533,1.205249,0.3216742,0.35477108
33_61,2.6416159,3.244322,0.75024235,2.4766302,0.68404627,4.9550333,1.1379604,0.8218477,3.8297184,0.82602435,4.9450016,1.8482957,0.49719054,10.324748,6.459536,2.2113588,0.8382239,1.0700649
33_62,5.705738,7.3353763,1.6144509,1.416126,1.0655365,0.937886,1.6150029,1.9931066,3.3160439,1.1836282,13.470894,1.749937,0.97676146,1.5930218,8.289608,1.2655874,6.6303716,1.4129001
33_63,3.5451033,1.0157597,0.88496625,116.88472,1.0574588,1.314118,3.2724552,2.8369668,6.193864,10.237598,1.9031448,1.0143671,0.61405575,1.029283,1.5314887,1.0220346,0.8581647,0.897439
33_64,13.097575,1.8350855,1.505128,0.9274536,0.72733355,0.86389387,1.3878249,2.6823108,2.7687635,1.3025527,2.8945951,20.307123,2.2626152,0.4329977,3.1410065,0.4932742,1.2803246,1.5662435
33_65,1.3462858,0.5963576,0.4460666,1.7521884,0.846045,57.989388,1.0644497,0.39331198,4.48217,0.93710136,3.8172097,0.63345784,0.708407,1.6723747,0.92822146,1.7146391,0.28579077,0.36653998
33_66,2.3230271,0.67517596,0.61769015,1.1789863,63.09365,1.1376938,3.2200384,0.8205083,488.40268,0.09435175,0.6822281,1.2757831,0.5643807,1.0216061,1.7074918,1.8573537,1.1214807,12.826483
33_67,1.6861076,1.0619909,0.73962384,1.23242,1.0217195,15.053152,1.4612815,0.6286404,5.769945,0.93004876,1.9704806,0.9974698,1.3653727,430.86444,1.8566929,1.4136224,0.66645694,0.6374453
33_68,11.39747,0.874727,1.3295505,0.7100191,0.7779064,0.8769346,1.4710128,2.5063167,7.0968113,1.0866551,1.4636075,5.5347385,1.1367607,0.7668442,14.420912,1.0539824,1.8099197,1.2183591
33_69,2.530814,4.985735,1.7438157,18.48043,0.97187656,0.9893609,3.072608,0.7029712,2.2057695,0.8890277,12.549236,1.2166796,0.78201765,0.9511908,1.8421675,1.3537632,0.7790554,2.068158
33_7,35.81109,1.4794272,1.2486053,1.717063,0.79612154,0.93564487,2.2002583,0.79238,2.4287932,1.4457277,6.9219356,2.5756373,1.2671696,3.1228633,5.135656,1.8254282,1.9014668,1.5434042
33_70,40.348885,1.9451752,2.4448423,1.2361286,0.7421926,0.93529785,1.3239617,3.557158,1.9287217,1.0093428,4.685782,2.5546439,1.5213625,1.1890426,5.718104,1.2930833,8.442372,1.7598258
33_71,11.99614,1.1741884,1.13339,1.1736708,0.7378047,0.92526644,1.2426999,3.4458451,2.9295845,2.1909776,1.1983199,4.500694,1.2072569,0.79850525,28.88031,0.8356833,2.1420367,1.3585525
33_72,15.085786,1.2496643,1.9694501,0.9643052,0.71762234,1.055753,1.3796222,2.860911,2.7254639,1.1615788,1.1360871,9.074973,1.1606611,0.5730658,70.11726,0.78514105,3.0538676,1.4975498
33_73,2.8051906,1.0864189,0.8603875,1.9301991,2.571692,1.1654487,1.5821701,15.858921,9.957365,0.34922838,6.1832323,1.4756033,7.1281557,2.4892843,4.781032,3.4949846,1.210206,1.4720547
33_74,2.2041917,0.73513854,0.7195598,1.2407858,39.35733,1.2940664,4.0174007,1.0889666,80.13078,0.29027522,0.8139504,1.4738995,1.3858755,1.7284182,1.5261437,2.4346676,0.877723,11.892198
33_75,2.6041706,1.4824126,0.8874841,1.520242,3.1640248,0.99496984,302.32425,0.5975188,98.38826,0.3090951,0.8196616,1.4265634,0.84239113,1.5036459,1.713451,1.8591597,2.1302178,2.0119207
33_76,49.454746,1.6156499,1.1423421,1.1798549,0.8741917,0.9145824,2.012842,0.76463276,5.1803102,1.2264664,4.2936554,2.7211413,1.0043342,3.0584664,6.837937,1.0680053,6.0226283,3.3526425
33_77,14.048325,1.2408682,2.9245622,1.3654423,0.64881104,0.9569,1.1484377,3.8076587,2.5107045,1.5335982,2.9197435,3.6596203,1.1655127,0.9416013,7.4604683,1.137398,2.654935,1.5759977
33_78,2.7401896,2.1016805,0.9715873,6.763253,1.3015945,1.9954051,1.3374845,1.3526423,3.1217656,0.62977946,17.159237,1.0716426,1.070607,6.2901373,2.2042043,5.57398,0.4858649,0.23426297
33_79,17.65492,1.0334463,1.0487746,0.8016508,0.7365682,1.0035754,1.4631495,2.2170029,4.1941347,2.1218393,1.3612406,9.868669,0.97068983,0.56745315,23.299953,0.7058609,3.08099,2.0110373
33_8,2.120585,1.5657082,0.95676243,160.38345,0.94175947,4.741229,1.6073215,0.65719354,2.5226908,0.71450114,15.564401,1.0505133,0.77937126,2.124789,2.2074978,3.781592,1.0933022,1.4162805
33_81,10.666216,0.7850301,7.173683,0.82699925,1.3521216,0.8854533,1.4311159,9.519509,4.440526,1.4752661,1.5116253,4.6842318,1.8877726,0.9740968,4.6964283,1.0255824,2.2845502,1.101543
33_82,12.069851,1.2642306,2.3510613,0.8624078,0.7772223,0.9433689,1.51637,3.7091641,2.8813906,0.9120227,6.055997,6.127716,1.006888,0.5772396,15.437124,0.6822463,3.8508105,2.4068062
33_83,20.08542,0.9739605,1.2209351,0.86998886,0.80566317,1.0968297,1.3360323,4.3839483,2.441903,1.6482358,0.87404525,17.90115,1.0410707,0.6996083,7.836754,0.915513,0.68740547,0.69501996
33_84,2.5686421,0.9194182,0.68003154,2.3850102,4.6840887,1.4545693,1.3801814,14.075161,15.312355,0.24682853,4.311306,1.373856,7.7738333,2.3404884,2.9545648,2.2651482,0.9016857,0.8818833
33_85,2.0542488,0.5744386,0.78874356,0.7803346,34.094406,1.5405316,1.3028424,2.997659,72.39778,0.17993855,1.0157802,1.1714153,3.5571241,1.7721912,1.533589,0.93847924,0.25478294,0.33601707
33_86,2.8437285,83.11704,1.2075047,1.9059348,0.8414519,1.0569146,1.9677482,0.72603035,5.86794,0.7167008,9.370233,0.952436,0.6750064,1.8454096,1.7994943,0.8168494,1.3119425,2.2768373
33_87,4.994014,6.1120806,1.1728802,1.4992347,0.8720383,0.91548836,1.301928,1.1845627,3.2682784,0.75755876,16.682518,1.8374051,0.7376133,0.7796092,8.454405,0.7113616,7.612053,4.719164
33_88,32.534306,0.8242887,0.79893816,0.8171239,0.7647226,1.0572915,1.3478599,3.1320992,3.7836635,1.7643343,1.3897607,11.291079,0.99608964,0.8448289,6.894417,0.9534134,1.0754799,0.9427152
33_89,15.537286,2.821184,1.3792391,1.5232971,0.64782465,0.9216827,1.4348418,3.037814,2.3726616,1.9775411,1.3912823,4.075135,0.9236033,0.6369574,10.430088,0.79752046,3.8599849,4.259512
33_9,15.190543,1.1277833,1.328939,0.9528285,0.800519,1.0095632,1.2947391,4.501853,2.4426003,2.5287242,4.535023,8.459407,0.938805,0.6406065,13.0685005,0.6818366,3.9539711,3.513602
33_90,5.599598,1.1320302,0.8106076,1.0700046,1.3669431,0.9393631,1.1241109,18.744455,11.008018,0.22285095,14.3790455,3.6626973,3.5080752,0.9767172,4.484022,0.8663165,0.7434807,0.8380303
33_91,1.4972217,0.54021776,0.60067886,0.713001,0.9997964,38.1186,0.8885615,0.55278,4.345133,0.717997,3.3687277,1.0567173,0.8830748,1.0839111,1.70097,1.5349993,0.43186137,0.32233837
33_92,2.2218556,0.47040522,0.36334154,1.3294264,19.441996,1.4543352,2.0569322,5.9645047,49.08188,0.33025122,0.9431539,1.4863505,75.56359,1.385044,2.6019487,0.959836,0.50352585,0.35561556
33_93,1.3874602,0.5671772,0.74208605,0.70591754,0.8750633,52.009644,0.7178949,0.44268417,4.6031404,0.9198357,3.19526,0.5949377,0.7028192,7.5402126,1.1904714,1.9877107,0.34169367,0.3605669
34_10,2.129226,0.89603484,0.7788152,0.8161968,1.2478483,14.430084,1.1738219,0.7797631,4.3655453,0.6027258,10.373869,1.1116878,1.2100857,1005.5769,1.7940055,0.60049134,0.752395,0.7148011
34_12,4.256286,0.9596566,0.75307834,1.5828767,2.3425252,1.0757455,1.4387836,11.894798,2.5996294,0.78000337,11.251059,3.7818189,2.2611015,0.8555805,22.832108,1.0132163,1.5492716,1.0852147
34_13,6.0388794,2.4047039,3.6221242,1.19692,0.99661666,0.78370464,1.6693985,2.8135617,2.8387961,0.7127364,15.078939,3.6019864,0.6421291,0.7849888,8.734743,0.68962646,18.740896,3.360177
34_14,7.6319904,2.8745613,0.99701095,1.3868812,0.7574551,1.0044769,1.6447399,4.627906,2.4341002,1.0136647,4.575325,4.905393,1.5072784,0.8014617,16.121023,0.7589032,2.3648808,1.3977298
34_15,4.6938677,1.4757426,35.167934,1.9245663,1.0238473,0.97186065,4.84929,0.7328563,4.960793,1.0872858,1.032914,2.4889312,1.0567386,0.6002233,3.5492282,0.6662464,3.658553,1.690949
34_16,7.7664123,1.291532,29.392693,0.9916147,0.7473659,0.98769265,1.6521211,1.991064,3.7540393,1.8916664,0.9045588,2.9301398,1.1394808,0.86184317,2.3595607,0.87372935,18.530788,6.3703465
