,Shared topic 1,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 7,RNA private topic 9
Rsbn1l,0.5220036,-0.14844581,0.2957364,0.131849,-1.6079069,-0.556253,-0.5246238,-0.011358771,-0.0051969476,-0.7735144,0.13291784,0.0031166892,-0.6112897,0.015914641,0.16412616
Psmc2,0.37894678,-0.26688382,-0.50989455,-0.477577,0.072497055,0.11500711,-0.1280751,0.6243262,0.39874265,0.28207752,-0.5182157,-0.022261614,-1.1163126,-0.40064648,-0.4597142
5031425E22Rik,-0.56356364,0.4584603,0.7245374,-0.4273494,0.32798234,-0.153002,-1.3875519,-0.2153258,-0.09259024,-0.747012,-0.06892638,-0.003192544,0.18529712,0.029809816,0.3849776
Srpk2,-0.3692086,0.5807363,0.6857407,0.040625714,-0.5885415,-0.24096794,-0.62221134,0.16465734,-0.07898303,-0.24059138,-1.2044394,-0.014780371,0.33160734,0.25996116,0.67691576
Kmt2e,0.5524955,-0.013279783,0.45035523,-0.3121473,-0.35009134,-1.0303987,-0.9781522,-0.0011207842,0.15555483,0.19369264,-0.75632197,0.046375707,-1.1192955,0.3075077,-0.251077
Agap3,-1.694409,-0.44799924,0.45526996,0.36961564,0.59662455,0.34150174,0.49348745,0.2604199,-0.801503,0.6171137,-0.16249946,-0.0200409,-0.055793352,-0.42835602,0.41630462
Tomm7,0.46011162,-0.8991632,-0.14893167,-1.6930083,0.23555292,0.33532718,-0.34639236,0.46683097,0.3394609,0.6875055,0.29778808,-0.19734153,-0.49352002,-0.9378384,-0.013484508
Prkag2,-1.4827416,0.4476013,0.004293561,0.8021821,0.008809532,0.6143607,0.8526191,-0.27895156,-0.41690597,0.2235726,-0.6798306,-0.08728911,0.7542886,0.34783363,-0.5170265
Rheb,0.55143493,-0.83790535,-0.1181176,-0.8691906,-0.55108654,-0.29684997,0.07102932,0.5279837,0.09920287,0.37603265,-0.41011867,0.01628283,-1.0249677,-0.15373784,-0.54218477
Paxip1,-0.27396664,-0.57529193,0.23382846,-0.81044877,-0.119772725,-0.16242939,-0.087105386,0.17429878,-0.0125338845,-0.6923237,0.21482418,0.0015793579,-1.0490373,0.034185015,-0.17361528
Rbm33,0.017181432,0.04938409,0.72748834,0.4636236,-0.4703601,-1.1282158,-0.9156085,-0.030199558,-0.16153751,-0.33490595,-0.35155332,0.006177422,-0.2708803,0.23801729,-0.019383589
Kmt2c,0.37055892,0.3662887,0.46075657,-0.021591386,-0.39810693,-0.9712613,-0.40006068,-0.50130045,-0.11216288,-0.7820274,-0.402253,0.1135305,-0.47296536,0.5814388,0.14396717
Ube3c,-0.19624175,0.84094995,0.5976151,0.018265197,-1.3496106,-0.29404643,-0.10130896,0.07248562,-0.011849126,-0.38439906,-0.5567982,-0.009270917,-0.14278257,0.07297459,-0.0029885462
Cenpa,0.17525709,0.22516812,0.022793345,-0.6037691,-0.2084444,-0.45781347,-1.2995452,0.9816195,0.58830756,0.644402,-0.32883552,-0.15761933,-1.1390858,-0.2793263,-0.819412
Ppm1g,0.47124738,-1.1719123,0.3192657,-0.93097943,0.2368965,-0.38728765,-0.82562584,0.37692323,0.28139538,0.320537,-0.9969172,-0.03900328,-0.87396365,-0.3536829,0.2010862
Mrpl33,-0.117271416,-1.2377843,0.2980287,-1.060728,0.79953265,0.273675,-1.0491084,0.16391979,0.08765384,0.50803465,-0.46834671,-0.019472223,-1.3087726,-0.19110443,-0.37106165
Babam2,-0.39134708,0.22773115,0.5497896,0.24401908,-0.5386236,0.51346433,-0.48983508,-0.034435973,-0.052766733,-0.08685928,-0.5249346,-0.006187298,0.56878173,0.12288693,0.41607428
Prr14l,0.5175291,0.3289987,0.30797383,-0.07748261,-1.0249496,-0.67013025,-1.1148193,0.23331544,0.1399551,-0.36972833,-0.23745252,0.006148702,-1.0912908,0.38917562,-0.35945576
Ppp1cb,0.3346226,0.010761876,-0.3024468,-0.8660346,0.025858194,-0.3395706,-0.20293647,-0.36569032,0.016985098,-0.38779363,-0.49871168,0.02269643,-0.6258048,-0.020121463,-0.2703621
Maea,-0.5468669,0.5163855,0.03617684,-0.5761296,-0.08532759,0.6424372,-0.39247352,0.022149453,-0.16456757,0.15207314,0.3971397,0.0010508199,0.35406294,-0.16951679,0.20753767
Tacc3,0.11532893,-1.2969106,0.08285109,-0.51839274,0.5139783,-1.2923554,-0.0153364455,0.78410274,0.03660896,0.8796433,-0.87130785,0.026792455,-1.236332,-0.3106163,-0.86431235
Letm1,0.0192435,-0.07237796,0.17999585,0.012000421,0.3412687,-0.06787186,-0.99561316,-0.064304784,-0.00472604,-0.11152667,-0.6123641,-0.0025246427,-0.42139977,0.012671245,0.36268625
Ctbp1,0.053167824,-0.7303674,-0.3557372,0.24124013,0.25116035,0.2937262,-0.25184798,0.17157665,0.054687385,0.12793675,0.16189484,-0.015109455,0.26948792,-0.63850164,-0.19795668
Nelfa,-0.03046613,0.05609461,0.25285828,-0.7170628,0.4347691,-0.31352088,-0.4287737,0.083788306,0.033310227,0.18105115,-0.23176745,-0.0063884705,-0.746422,-0.19399829,0.15397663
Nsd2,0.26058525,0.08048284,0.40743282,-0.7653692,0.046076223,-1.5241188,-0.6523538,0.53458446,0.6526356,-0.004759577,-0.9670646,-0.07797299,-0.3473917,0.18888234,0.15772943
Rnf4,-0.044625297,-0.12678851,-0.66438925,-0.21273051,0.29667678,0.12262382,-0.69863635,0.10083711,-0.027925905,0.18979014,-0.34652668,0.00029749842,-0.8452239,-0.012013654,0.15086034
Fam193a,-0.42791587,0.2988731,0.59240717,-0.6172642,-0.027726365,-0.36452958,0.2823003,0.16245003,-0.10208671,-0.30798888,-0.9461046,-0.026992496,-0.2919088,0.31303498,0.9055084
Htt,-0.3766463,-0.052218817,0.32230365,0.6160235,-1.4580402,-0.09176824,0.6644721,0.14361246,-0.21016017,-0.12029088,0.48746607,-0.0029389737,-0.6381654,-0.088819474,0.67202693
Add1,0.08201491,-0.10247379,-0.3340803,-0.2748471,-0.14491609,0.18545051,-0.15882926,-0.093066916,0.009430729,-0.19198641,0.080614746,0.0013290794,-0.6371003,-0.019184014,-0.46647534
Grpel1,0.6371769,-1.292323,0.008410952,-1.3472154,0.42391992,-0.62836605,0.23821129,0.5252517,0.4932887,0.18817589,-0.73865217,-0.010125037,-0.41480842,-0.6609351,0.31117034
Lyar,0.90071976,-1.1311703,-0.017697783,-0.63650525,0.18604705,-0.18588151,-0.76326793,0.541493,0.70234364,0.24941325,-1.0552583,0.028942572,-1.3006078,-0.55184305,-0.74021316
Jakmip1,0.18052582,0.5907384,0.055792756,0.34179834,-0.77018815,-0.055539023,0.03692369,-0.9284374,-0.16940546,-0.9395743,-0.56731415,0.026463894,0.07167642,0.15491834,-0.37155935
Fbxl5,-0.2282144,-1.4057138,0.34932208,-0.36409006,0.10873497,0.31483817,-0.43451735,0.038315095,-0.102121145,0.14820752,0.47640362,-0.0014930323,-0.4507961,0.104119904,-0.037589744
Wdr1,0.47918707,0.16055022,-0.35045046,-0.7043761,-0.4730695,0.091388,0.08640268,-0.12955394,0.079631984,-0.37251273,0.08917366,-0.005657849,0.37997833,-0.038146403,-0.9255138
Bod1l,0.98772883,-0.07621395,0.5164337,-0.5021275,-0.7516658,-1.1064962,-0.76584876,0.13208656,0.6458393,-1.002807,-0.7364027,0.05635993,-1.3833377,0.5638463,-0.13948302
Tapt1,0.33851486,0.102912456,0.57973886,-0.52283674,-0.12129107,-1.8665669,0.15625124,0.13162749,0.20977147,0.11544425,-0.5753368,-0.03201796,-1.290287,0.34484085,0.30874035
Lcorl,-0.22856833,0.39699817,0.73097545,-0.13324222,-0.27106673,-1.6670885,0.8191364,-0.26995674,-0.098770544,-0.28525737,-0.78961396,0.015115381,-1.0471348,0.28465578,0.36808702
Med28,0.35263082,-0.14057077,-0.8114581,0.42334324,0.27542463,0.7966744,-0.90620947,-0.23774286,0.0398885,0.26203036,0.399854,-0.115215346,0.670888,-0.7326742,-0.776348
Smim20,-0.1866768,-0.15823981,-0.47119272,0.5851583,0.61246735,0.55652136,-0.35492727,-0.29518375,-0.04305618,-0.25930214,0.04737996,-0.013260188,1.045926,-0.23657303,-0.5865104
Dhx15,0.38273603,-0.394511,0.2803778,-0.695988,-0.8659596,-0.889952,-0.4431029,0.27868682,0.12217332,-0.6319037,-0.2055941,0.013239427,-0.3282243,0.40499598,0.0020920413
Stim2,-0.46210918,0.65700626,0.72460574,0.5776848,-0.59245116,-0.32778093,-0.1385763,-0.34127432,-0.31491935,-0.75344706,0.41368517,-0.049297668,0.31833592,0.28335273,0.8714246
Tbc1d1,-0.26817155,-0.11960954,-0.7177584,0.49621832,0.1694976,0.5308924,-0.085803024,0.073526755,-0.080212384,-0.92469305,0.15140805,-0.0063184705,0.27093533,-0.19478363,0.61025774
Arap2,0.851388,0.72656125,0.29359308,-0.152387,-1.6959363,-1.2745568,-0.20460917,-0.8906224,-0.17102984,-1.2136838,-0.49287263,0.22048742,-0.49317768,0.5791997,0.34553972
Rfc1,0.18562187,-0.38622048,-0.11062146,-1.1611351,-0.9508602,-0.23472817,0.5715204,0.68571275,0.113676235,-0.44331393,-0.9356629,-0.016653609,0.08404257,-0.27393472,-0.0877624
Klf3,0.26181513,0.20186496,0.025061974,-0.054910325,-0.31421417,-0.95574933,-0.12759446,-0.29759327,0.026904086,-0.16454168,-0.9316321,0.012923053,-0.91054374,0.07582705,0.09738306
Smim14,0.58408254,-0.29588908,-0.6597578,-0.56858164,0.09279001,0.06231509,-1.3565615,0.2526485,0.19372785,-0.2611169,-0.072745115,-0.0060875127,0.07933476,-0.51170343,-0.9404091
N4bp2,1.2127728,0.13468736,0.11025655,-1.1396513,-1.4673975,-1.8632139,0.017270617,0.21165079,0.96072376,-0.7670259,-1.5976684,0.43007022,-1.1586033,-0.06377286,-0.15862031
Pds5a,-0.10699955,0.13362044,0.2216748,0.023967497,-0.27377558,-0.8167369,0.46285638,-0.15082079,-0.061064295,-0.34755433,-0.4487682,0.0069027143,-0.055486735,0.20087586,0.15459517
Chrna9,1.0734084,0.5013679,0.46047187,-0.9461185,-0.1922225,-2.1449609,-0.53701496,-0.25633958,0.34695718,-0.6805205,-1.3183916,0.080552876,-1.1417758,0.51977944,0.81376857
Slc30a9,0.1301488,-0.42588785,0.53035825,-0.23014548,-0.94887966,0.2821947,0.20197368,0.07919699,0.07272077,0.509892,-0.56625694,-0.035633154,0.5702083,-0.15724394,-0.15541738
Atp8a1,-1.2659327,0.7728709,0.32174963,0.2797237,-0.13716514,-0.097610295,0.29756895,-0.1814265,-0.80987805,-0.54855293,0.17969367,-0.012587758,0.2389672,0.6576843,0.37029228
Txk,0.17231035,0.35074437,0.08579605,0.12389681,-1.1360259,0.012551057,-0.022947349,-0.6217998,-0.16316971,-1.4585841,-0.23105885,0.015401694,0.25041288,0.13349238,0.23638181
Slain2,0.15285546,0.27285856,-0.4883573,-0.40503186,-0.7367785,-0.3869494,0.63126314,0.039522476,0.014504222,-0.11094061,-0.45761633,0.00016057293,-0.63583785,0.011873131,-0.18144825
Ociad2,0.015628688,0.22579566,-1.1225623,-0.4599447,0.22153436,-0.31275353,0.3017199,0.5600032,-0.042290054,-0.07348019,0.081477165,-0.0007586259,0.38578755,-0.34834418,-0.8376584
Ociad1,-0.31892455,0.18158317,0.14632738,0.11525843,-0.06417984,0.62406933,0.4345684,0.09516874,-0.1322346,0.5449074,0.0024034388,-0.050702192,0.49502304,-0.2522502,0.072023906
Fryl,-0.11344224,0.45903134,0.42483163,0.5602534,-0.6799764,-0.2783733,-0.029226882,-0.315706,-0.038999476,-0.8750272,-0.0902568,-0.004082379,-0.13920642,0.33874297,0.4588091
Fip1l1,0.05766816,-0.022119137,-0.01084268,0.21877041,-0.36534262,-0.04869706,0.13247854,-0.12907647,0.0059889182,0.015486382,-0.55074453,-0.0019260569,0.29465705,-0.0077388952,0.27530655
Chic2,0.74050677,-0.38334417,-0.15259388,-0.4223444,-0.4894603,-0.13559577,-0.32301512,-0.122975335,0.30245012,-0.8964359,-0.19806147,0.023226669,-0.95109206,-0.24786636,-0.15634087
Ppat,-0.19035551,-0.52248967,-0.026526347,-0.49201855,-0.594871,0.33332074,-0.918559,0.4851051,0.009326914,-0.52130216,0.5667443,-0.0033766571,-0.72890127,-0.20808505,-0.08093072
Paics,0.7546683,-0.75377065,-0.3524893,-1.1571286,-0.012839125,-0.84621364,-0.14794604,0.76894975,0.689327,0.28796607,-1.4397666,0.07975813,-1.1226333,-0.19101349,-0.045254625
Rest,1.6651382,0.26874366,0.014784559,-1.3197601,-1.8565681,-0.5079746,-1.5756865,0.05972165,0.927324,-0.93654096,-0.7649268,0.52007276,-1.3189754,0.04713186,-0.30964231
Polr2b,0.17549409,-0.14788222,0.020024596,-0.9815636,0.13987465,-0.26290557,-1.3177567,-0.04162115,0.027864644,-0.0020971415,-0.53555006,0.0019548573,-0.6354925,0.017075602,-0.38629928
Uba6,0.3529567,-0.2728036,0.38834396,0.1554205,-0.31942582,-0.47490597,-0.500436,-0.24483387,-0.1730979,0.040397223,-0.95019174,0.010593476,-1.2059681,0.42656302,0.15125713
Jchain,-1.5310515,-0.03946689,0.37568593,0.056890473,1.2984842,-1.0615672,-0.46476874,0.16201274,-0.2939018,1.0894644,0.24742624,-0.02857342,-0.25509435,-0.18355049,0.11419861
Ythdc1,0.0788939,-0.11260789,0.20116849,-0.69381684,-0.53080165,-0.49908438,-0.034879163,0.22053073,-0.060666963,-0.7151255,-0.9788004,0.035302855,-1.04972,-0.08490895,-0.38531163
Mob1b,0.21960518,0.52837604,-0.25740352,0.52973956,-1.0511446,-0.5906451,-1.0061876,-0.12995471,0.10548961,-0.6855244,-0.83342934,0.0073881606,-0.24589531,0.12923309,-0.28766182
Dck,1.5048907,-0.06430063,-0.14511317,-0.7534508,-1.0103651,-1.7771844,-0.9390518,0.2800464,0.8795249,-0.36207673,-0.7480634,0.40556246,-1.6665366,0.07556026,-0.105788976
Uso1,0.3036685,-0.3197728,0.41654396,0.23452485,-0.38307998,0.1427069,-1.5264848,-0.14659496,-2.9312447e-05,-1.1646681,-0.04044314,0.007440825,-0.32914856,-0.05293266,-0.23340257
G3bp2,0.10737358,0.21789241,-0.27901652,-0.2751839,-0.5269567,-0.23746236,-0.35350007,0.037942547,-0.012346645,-0.2104369,-0.9259044,0.01635061,-0.7206878,-0.013965671,-0.5358942
Ankrd17,-0.065875396,0.6498143,0.4176457,-0.18317342,-0.57124597,-0.52288914,-0.2599881,-0.09696922,-0.44219285,-0.6854623,-0.90696055,0.008128797,0.23170146,0.60376036,0.56876755
Sept11,0.18382281,0.05583758,-0.60004634,0.36651123,-0.6809471,0.21951753,-0.4207097,-0.03500181,-0.020183088,0.085015915,0.4527412,-0.004539348,-0.088559985,-0.124795705,0.05639473
Ccng2,0.908793,-0.28915685,-0.39682284,-0.55397713,-0.7474966,-0.42053896,-0.3834386,-0.087388776,0.3071838,-0.74574435,-0.9034736,0.061750885,-0.6373073,0.1979062,-0.23407158
Bmp2k,0.00933025,-0.15620957,-0.08257479,-0.05148824,-0.7293843,-0.28482148,0.30219707,-0.15128353,-0.08132811,-0.57901126,-0.45849153,0.005783916,0.19424209,-0.08941394,0.26526538
Sec31a,-0.046263035,-0.54943085,-0.04479959,-0.52523345,0.39033893,-0.16207388,-0.062897384,0.36806586,-0.043427292,0.6578593,-0.107663654,0.004261301,-0.41164893,-0.1538319,-0.20525654
Hnrnpdl,-0.22771256,-0.2600701,0.08511688,-0.24880679,0.24648075,0.51368535,0.14084111,0.21076368,0.016566508,0.5344746,0.29342997,-0.013805947,-1.0648243,-0.5163046,0.023404352
Plac8,-0.784287,-1.4561113,-0.12677959,-0.3709635,0.20351557,0.33735338,0.5598777,0.9619337,-0.08472106,0.6988156,-0.23949991,-0.00446059,-0.9058035,-0.7484614,-0.1989894
Cds1,-1.2535282,0.08615171,-0.43276146,0.9014801,0.86184925,0.49592298,-0.5172086,0.06116788,-0.7785048,0.20685183,-0.011443236,-0.017760653,0.9212062,-0.20338327,-0.5585784
Arhgap24,-0.77728677,0.5194268,0.52263236,0.31778875,0.30679518,-0.7918524,1.0209745,-0.83295095,-0.47239488,-0.13306412,-0.42461383,-0.03697694,-0.83605295,0.4183198,0.8119419
Abcg3,0.6705377,0.11453571,0.72066617,-0.8331935,-1.0506111,-0.8393438,-0.9948344,0.05636776,-0.22699709,-0.73605996,-0.9433314,0.08776091,-0.50282395,0.81080925,0.33463842
Aff1,0.17411114,0.5135542,0.118274406,-0.2043902,-0.8341535,-1.0803926,-0.08186246,-0.051707707,-0.0035914918,-0.9633023,-0.53102404,0.032835145,-0.85461533,0.35317332,0.36040726
Gbp8,-0.40669936,0.20926486,0.67189497,0.24004625,-0.077655144,0.5389557,-0.45901605,0.17824782,-0.18499039,0.080150664,0.47570404,-0.051699623,0.24520616,0.115859926,0.49091092
Tgfbr3,-1.5283093,0.7949976,-0.077645905,0.94050467,0.7474327,0.28374332,-1.3219924,-0.2896761,-0.5583726,-0.3453407,0.5145106,-0.10212912,1.0658677,-0.07363424,-0.12617512
Zfp644,0.21078062,0.6172276,0.50048995,-0.25379577,-1.0774763,-0.84221107,-0.3276844,-0.11285176,-0.07175641,-1.0074738,-0.13821417,0.04551348,-0.77305603,0.3863286,0.19049868
Tmed5,-0.44017118,0.2250263,0.4715898,-0.117807105,0.31950805,-0.075393565,-1.0948023,0.26953185,-0.052776285,0.61672103,-0.7091008,-0.022882085,0.099439,-0.06373858,0.25681248
Dr1,0.4469611,-0.20331882,-0.8762852,-0.465546,-0.22855747,0.060812034,0.3432916,-0.5776705,0.0049214745,-0.22140533,-0.36559427,0.038927805,0.6250711,-0.25214538,-1.0837818
Mtf2,0.1216288,0.48572823,0.24428274,-0.54393345,-0.18392423,-1.2466713,-0.0035026786,0.09145669,0.034175232,0.18184723,-1.1706475,-0.009485753,-1.2358968,0.3999638,0.2778022
Pcgf3,0.4010753,0.023701388,0.014189936,-0.09764808,-0.14256762,-0.3081485,-0.73130625,-0.06484393,0.055081643,-0.83523566,-0.86325634,0.00093206484,-0.3448118,0.1047552,0.2487162
Atp5k,0.17610931,-1.0494617,-0.9548947,-0.7369562,0.2842773,0.39543873,-0.38063574,0.4444233,0.36789325,0.10899834,-0.18888216,-0.4775296,0.3530483,-0.8875379,-0.5675522
Gak,-0.0026278934,-0.09442082,-0.311404,-0.02242537,0.30785346,-0.028959317,0.28566206,-0.44134942,-0.02562841,0.29257375,-0.06355096,-0.00072971574,0.2797991,-0.02037112,-0.09829458
Golga3,0.69271153,-0.45479164,0.08409677,-0.491786,-0.18993647,-0.12254235,-1.5571197,0.15144749,0.09735538,-0.73735857,-0.225588,0.027450737,-0.1284608,-0.46381015,-0.8486056
Chfr,0.5134727,0.24862824,-0.6022018,-0.03910543,-0.42522147,-0.23628736,0.2566474,-0.63779753,0.020923607,-0.3306715,0.01983422,-0.006842959,-0.38756415,-0.20007357,-1.0620865
Ulk1,0.2897426,-1.0133665,-0.33087263,-0.2254292,0.7271938,-0.9738659,-0.34650654,0.010630676,0.12585855,0.04820305,-1.062422,0.02863049,-0.8748237,-0.291717,-0.33615044
Pitpnb,0.60718393,-0.63124776,0.50905055,-0.18949552,-0.0658657,-1.0751674,-1.4428579,0.25880027,0.04275273,-0.11943713,-0.94680417,-0.013866946,-0.45135203,-0.028551927,0.28656656
Ep400,0.12708525,0.47268575,0.01946246,-0.74656475,-0.98859715,-0.41177708,-0.7336166,0.175595,-0.03077739,-0.7931109,0.105417356,0.031215757,-0.86141855,0.27434048,-0.46550658
Coro1c,-0.67679447,-0.012452675,-0.30078483,0.15185452,0.06797695,0.39306825,0.6554605,-0.11307229,-0.098893285,0.099156626,0.031499445,0.0014038896,0.31780368,-0.21269517,-0.39021525
Kctd10,-0.64620113,-0.104439594,-0.7491403,0.7784865,0.55718774,0.8218162,-0.6540244,-0.15095343,-0.3063719,-0.80800027,0.8499832,0.017210592,0.17294222,-0.31583762,-0.58295
Ube3b,-0.031085983,-0.5522061,-0.34529144,0.2721992,-0.024611816,0.6305476,-0.17395963,-0.19665225,-0.011085255,-0.021046527,0.39010742,-0.007694958,0.21495767,-0.4373881,-0.4446051
Gltp,0.14494936,-1.1023773,-0.6202616,0.46013358,0.033820473,0.325766,-0.14588396,0.10549127,0.009119085,-0.33958378,0.31064025,-0.0022234523,0.28291363,-0.10200683,-0.26852098
Git2,0.04306107,-0.19508956,-0.04749263,0.22852431,-0.12382118,-0.550898,0.056017354,0.021881932,0.0136817675,-0.16364466,-0.3276754,-0.0038976187,-0.26210096,-0.033434287,0.28821316
Ankrd13a,0.4193191,-0.24126056,-0.09836689,-0.24596292,-0.121105924,-0.40845942,-1.9595832,0.22928655,0.12181434,-0.26456076,-0.29326475,0.006019341,-0.5313166,-0.42183664,-0.10227089
Mlec,-0.9292608,0.3421101,-0.64380604,0.45182607,0.017909586,0.6364787,0.5853848,0.052707925,-0.40266368,0.20755255,0.57454085,-0.038830716,0.43643856,-0.12244085,-0.5625758
Sppl3,-0.8613154,0.5166195,0.24808107,0.3874245,0.30621782,0.48965544,-0.79686815,-0.48607492,-1.1442158,0.0354951,0.6275635,-0.09889094,0.25161114,0.3176254,0.5930368
Rnf10,0.69159883,-0.08333316,-0.30209115,-1.5035218,0.5404795,-1.330973,-0.08223406,0.06877272,0.30353332,-0.41991937,-1.2677327,0.03953385,-0.6861063,0.10493101,-0.39694574
Dynll1,1.1186627,-0.95232326,-0.22562672,-1.7605848,-0.54624885,-0.5295226,0.20283015,0.33740696,0.8053717,0.0058446773,-0.95090955,0.37483287,-0.4013382,-0.437166,-0.79365027
Pxn,0.094667375,-0.21880439,-0.13130458,-0.48070493,0.18423356,-0.0049648285,-1.4942967,0.44024888,0.049000323,-0.32494542,-0.32157373,0.008001114,-1.0488198,-0.07500013,-0.051222105
Bicdl1,-0.43485376,0.5329201,0.46797714,-0.032850623,0.28332204,0.13535467,0.48901415,-0.96840686,-0.10690866,0.09331408,-0.36835575,-0.0032002756,-0.28749704,-0.06236258,0.22240493
Cox6a1,0.37288904,-0.6048596,-1.132705,-0.08829866,0.080041595,0.15952122,-0.13093501,-0.08108724,0.33424136,-0.14223094,-0.23572597,-0.0031022397,0.13208021,-0.9158671,-1.5162885
Suds3,0.44334662,0.0036512932,-0.38697115,-0.71622396,-0.37949824,0.015612893,-0.102353215,0.094671175,0.06124634,-0.5351694,-0.12072068,-0.0045985086,0.1660806,-0.08883932,0.111168995
Wsb2,0.07619967,-0.91546994,-0.42409864,0.54059404,0.2724235,0.062365927,-0.2705723,-0.24844964,0.0036640842,-0.2968277,-0.5756865,0.003491925,-0.2205331,-0.059078913,-0.23706128
Tpcn1,-0.23979327,0.31699222,-0.15543869,0.48819742,0.002767963,-0.070858486,-1.5154071,-0.1502492,-0.079248935,0.04856248,-0.6386911,0.0004775622,-0.055313613,0.24524586,0.14124139
Med13l,-0.32780474,0.6141132,0.23555903,0.39539987,-0.73847944,-0.7060946,0.26324868,-0.30674407,-0.41498423,-0.9586033,0.04310858,-0.02326016,0.34828696,0.2595521,0.48078373
Trafd1,-2.5814133,-0.021781938,-0.9137325,0.41494504,0.6022385,1.4752313,-0.2656589,-0.11821262,-1.3919525,0.75714827,1.0334649,-0.8624952,1.1998688,-0.73118556,-0.9160082
Hectd4,0.51057243,0.58896995,0.41195974,-0.47733608,-0.37501276,-1.3072048,-0.62946266,-0.33642432,0.03209515,-0.71492124,-0.7841353,0.050862983,-1.0058857,0.5450296,-0.14439629
Naa25,0.03670796,0.22463174,0.05097916,-0.41872013,-1.0525866,0.17325434,-1.3490107,0.008566558,-0.089364365,-0.08442879,0.52022964,0.011456415,0.1010391,0.07318991,-0.5738861
Erp29,-0.87747395,0.112874664,-0.45138675,0.23854683,-0.63299626,1.3310485,-0.34299937,-0.21653755,-0.571352,-0.042457204,1.0755718,-0.27368057,0.9995914,-0.8751392,-1.0024016
Brap,0.722819,-0.30894902,0.35853508,-1.149925,0.04288352,-1.0004017,-0.11290223,0.03084916,0.1295386,-0.7506971,-1.036238,0.22030555,-0.66750455,-0.06652121,-0.02068204
Atxn2,-0.15824416,0.14465761,0.47976273,-0.21077915,0.44033688,-0.35270733,-0.23599358,-0.7472633,-0.3047257,-0.6687826,-0.6833011,0.0005335517,0.14699493,0.15538406,0.42123213
Fam216a,-0.022387784,-0.11404575,0.20762289,-0.4377115,-0.18393368,-0.1960701,0.0476565,0.11404008,0.004914697,0.1696071,0.12457149,-0.0010669148,-0.16148974,-0.068134435,-0.48897183
Arpc3,1.0883782,0.10214007,-0.6670389,-0.8459876,-0.6506772,-0.043077953,-0.14978841,0.25840262,0.92273414,-0.1078105,-0.10871511,-0.030580357,0.07064542,-0.6213217,-0.92449313
Anapc7,0.1452727,-0.51315546,0.1839175,0.18245192,-0.9685618,0.35655114,-1.344104,0.2385185,-0.036381464,0.17324786,-0.73429155,0.0022292458,-0.18106128,-0.11704094,0.40186366
Atp2a2,-0.4343789,0.093903996,0.41752976,-0.052947603,0.41910326,0.048114426,-0.30930495,0.03826141,-0.024553685,0.45075968,-0.009115521,-0.0008664477,-1.1053714,-0.040221356,0.31473967
Anapc5,0.2752487,-0.23158526,-0.29481414,-0.2685601,-0.26071244,-0.7042997,-0.0075400597,0.1616784,0.10090662,0.14474191,-0.15003768,0.018409593,-0.29853982,-0.100282624,-0.73832643
Gm26745,0.020640556,-0.44596693,0.40996608,0.1576078,-0.16420229,-0.19138421,0.42039675,-0.22883943,-0.007979751,-0.35623175,-0.120198786,0.003513732,-0.109974526,0.019999156,-0.11794247
Mlxip,-0.50568086,0.75568897,-0.013059356,0.3860235,-0.44280443,-0.053894445,-0.27118683,0.03968963,-0.18337166,0.14707609,0.43094823,-0.00022665784,-0.63811415,0.012716578,0.45622092
Setd1b,-0.64733607,0.6791088,-0.5684321,0.7093292,-0.66022426,-0.10582263,-0.41205958,-0.19918355,-1.0421163,-1.1150979,0.2889313,0.3239752,0.39854413,0.45237803,-0.4209101
Clip1,-0.6082867,0.15344135,0.21912436,-0.39802435,-0.3141268,0.37524974,0.036587097,-0.059232403,-0.05181572,0.27790225,0.74615526,-0.0069401963,0.22122535,0.044004116,-0.3848872
Zcchc8,0.4604536,-0.53985655,0.48048368,-0.40798867,-0.6969055,-1.0652181,0.263175,0.14574991,0.11564313,0.2705702,-0.036837183,-0.0069637187,-1.280088,-0.019109016,-0.31887272
Denr,0.31421483,-0.75974935,0.112805896,-0.98038656,0.34822455,0.1882176,-0.12403278,0.33125314,0.037603647,0.38425115,-0.36606246,-0.0034673596,-0.209563,-0.020253943,-0.5929304
Vps37b,-0.104317285,0.44231042,-0.5120811,0.09097465,-0.04023228,0.9715318,-0.29800496,-0.756325,-0.18533024,-0.3261664,0.6504858,-0.035527486,0.60854393,0.10274412,-0.6781488
Arl6ip4,-0.35928482,-0.7676211,-0.87244415,-0.20193563,0.12706137,0.2364111,1.1065047,0.39749387,-0.042029765,0.30602226,-0.14328721,-0.0034202747,-0.42117158,-0.21535993,0.35275096
Rsrc2,0.30479088,0.27045372,0.41454905,-0.6219532,-0.47241256,-0.5433082,-0.4631383,0.10932728,0.16486794,-0.35581914,-0.26031104,0.0033239094,-0.5286794,-0.013623505,-0.06317952
Pitpnm2,-0.04651607,0.5287586,0.06023044,0.23232214,-0.6725672,-0.8921846,-0.41555732,-0.15631263,-0.13847229,-0.21467897,-0.017119095,0.003766846,-0.04136755,0.18208222,0.1177589
